id,full_name,verdict,new_aptronym_score,new_review_status,new_aptronym_type,new_connection,new_name_origin,new_name_status,new_person_source_url,new_notes,reason
apt-0835,Michael Cloud,reject,,rejected,,,,,,,Cloud is a common surname; sky echo for a congressman is generic padding.
apt-0838,Michael Grimm,reject,,rejected,,,,,,,Grimm is a common surname; grimness echo tied to later tax conviction is post-hoc padding.
apt-0855,Mike Hookem,rescore,3,,,,,,,,Connection uses suggests hooking; Hookem/hook is legitimate but not a 4 for fisheries spokesman.
apt-0860,Mo Brooks,reject,,rejected,,,,,,,Brooks is a common topographic surname; stream echo is invented padding.
apt-0906,Patrick H. Brose,reject,,rejected,,,,,,,Brose/browse homophone for deer browse in oak silviculture is invented USDA author padding.
apt-0921,Peter King,reject,,rejected,,,,,,,King is a common English surname; sixteen terms in Congress does not make the surname apt.
apt-0930,Philip Sharp,reject,,rejected,,,,,,,Sharp is a common surname; cutting-analysis echo for an energy congressman is invented.
apt-0935,Pierre Salinger,reject,,rejected,,,,,,,Score-2 press-secretary padding; connection admits only a weak unspecified link.
apt-0940,Preston Brooks,reject,,rejected,,,,,,,Row notes Brooks has no strong link; geographic surname padding.
apt-0943,Publius Cornelius Lentulus Spinther,reject,,rejected,,,,,,,Spinther was a stage-name cognomen awarded for resemblance to an actor; descriptive not coincidental.
apt-0944,Publius Cornelius Scipio Africanus,reject,,rejected,,,,,,,Africanus cognomen was awarded for the African campaign against Hannibal; name followed deed.
apt-0945,Publius Valerius Publicola,reject,,rejected,,,,,,,Publicola cognomen was awarded after winning popular support; recent scholarship disputes friend-of-people etymology.
apt-0948,Quintus Caecilius Metellus Pius,reject,,rejected,,,,,,,Pius was an agnomen given for campaigning to recall his exiled father; name followed deed.
apt-0950,Quintus Pedius Publicola,reject,,rejected,,,,,,,"Publicola is an awarded republican cognomen, not a birth-name coincidence."
apt-0964,Rehman Malik,reject,,rejected,,,,,,,Malik (king) is a common Arabic surname; king echo for an interior minister is padding.
apt-0988,Rick Scott,reject,,rejected,,,,,,,Agent admitted Scott as intentional score-2 padding; common Scottish surname with no governing link.
apt-1009,Robert Odell Owens,reject,,rejected,,,,,,,Duplicate of apt-0775 Major Owens under birth name; same person should not appear twice.
apt-1014,Robert Steele,reject,,rejected,,,,,,,Steele is a common surname; steel/strength echo for a Connecticut congressman is padding.
apt-1015,Roberta L. Nutt,reject,,rejected,,,,,,,Slang nut for mental state is invented; Nutt is a common surname in psychology.
apt-1019,Rod Muddle,reject,,rejected,,,,,,,Surname suggests confusion is hedging; BBC Today anecdote not a documented aptronym.
apt-1022,Roger Marshall,reject,,rejected,,,,,,,Marshall is a common surname; marshal/commander echo for a senator-physician is generic padding.
apt-1025,Ronald Lee Watt,reject,,rejected,,,,,,,Watt as electrical unit for a plumber is a loose cross-domain stretch not a pointed fit.
apt-1030,Roy Blunt,rescore,2,,,,,,,,Blunt/plain-speaking link is post-hoc character inference; unlike Crispin Blunt there is no pointed policy pun.
apt-1031,Roy Romer,reject,,rejected,,,,,,,Romer sounds like roamer is hedging phonetic padding for a superintendent.
apt-1034,Russell Hiatt,reject,,rejected,,,,,,,Connection describes Floyd's City Barber Shop naming not Hiatt surname meaning.
apt-1045,Samantha Power,reject,,rejected,,,,,,,Power is a common English word/surname; diplomatic power wordplay applies to any ambassador.
apt-1046,Samuel Foot,reject,,rejected,,,,,,,Foot Resolution was named after him; the legislative eponym is not a name-to-role aptronym.
apt-1053,Sarah Al Mazrouei,reject,,rejected,,,,,,,name_element is job title Captain not surname; no Al Mazrouei etymology supports train captain.
apt-1058,Sarah Slater,reject,,rejected,,,,,,,Slater/roofer echo for a thief is invented; common occupational surname.
apt-1064,Scott H. Stoleson,reject,,rejected,,,,,,,Stoleson resembles nestling is hedging; invented phonetic padding from USDA co-author list.
apt-1066,Scott McClellan,reject,,rejected,,,,,,,Agent admitted score-2 press-secretary padding; McClellan/clear homophone is fabricated.
apt-1067,Scott Perry,reject,,rejected,,,,,,,Agent admitted Perry as score-2 padding; persist echo from Perry is invented.
apt-1075,Sextus Aelius Paetus Catus,reject,,rejected,,,,,,,Catus (clever) was earned for legal expertise; awarded cognomen not coincidental.
apt-1079,Shannon Walker,reject,,rejected,,,,,,,Walker suggests walking through space is hedging; no documented surname-to-astronaut fit.
apt-1096,Sonya Lucatero,reject,,rejected,,,,,,,Connection describes forestry work only; Lucatero has no documented name-to-forestry fit.
apt-1100,Stacy L. Clark,reject,,rejected,,,,,,,Clark may evoke clarkia wildflowers is hedging; invented USDA author padding.
apt-1107,Stephen Knight,reject,,rejected,,,,,,,Knight is a common surname; feudal-rank echo for a congressman is generic padding.
apt-1109,Steve King,reject,,rejected,,,,,,,King is a common English surname; nine House terms do not create an aptronym.
apt-1129,Surekha Yadav,reject,,rejected,,,,,,,Yadav is a common Indian caste surname; first female train driver is achievement not name fit.
apt-1130,Susan L. Stout,reject,,rejected,,,,,,,Stout suggests sturdy trees is hedging; invented USDA author padding.
apt-1140,Æthelred the Unready,reject,,rejected,,,,,,,Unready is a later English folk-etymology epithet on Old English unræd; nickname not aptronym.
apt-1142,Thomas Banks,reject,,rejected,,,,,,,Banks/money echo in bank-note trial is contextual coincidence not aptronym.
apt-1162,Tim Scott,reject,,rejected,,,,,,,Agent admitted Scott as intentional score-2 padding; common Scottish surname.
apt-1181,Trent Franks,reject,,rejected,,,,,,,Franks/franking postage homophone for a congressman is invented wordplay.
apt-1182,Trina Brake,reject,,rejected,,,,,,,Near-miss Field Operations vs Brake surname is self-described ironic wordplay failure.
apt-1202,Wally Funk,reject,,rejected,,,,,,,Funk has no documented aviation meaning; Mercury 13 fame padding.
apt-1206,Warren Davidson,reject,,rejected,,,,,,,Warren as given name glancing at rabbit-warren enclosure is common-name padding.
apt-1207,Warren Magnuson,reject,,rejected,,,,,,,Warren is a common surname/given name; fortified-place echo is generic padding.
apt-1208,Warren Rudman,reject,,rejected,,,,,,,Warren as given name with warren (enclosure) etymology is common-name padding.
apt-1225,William Dean,reject,,rejected,,,,,,,Dean/deanery echo contrasting theft is invented; common surname.
apt-1247,William Wilkinson,reject,,rejected,,,,,,,Notes admit weak fit; Wilkinson is patronymic not Baker despite baker occupation in trial.
