id,full_name,first_name,last_name,occupation,field,organization,country,birth_year,death_year,aptronym_type,aptronym_score,name_element,connection,name_origin,name_status,person_source_url,name_source_url,discovery_source_url,notes,review_status
apt-0134,Bono,Bono,,singer-songwriter,arts,U2,Ireland,1960,,translation,3,Bono,"Bono is derived from Bono Vox, good voice in Latin, fitting a rock singer.",Latin: good,professional_name,https://en.wikipedia.org/wiki/Bono,https://en.wiktionary.org/wiki/bonus,,Birth name Paul David Hewson.,verified
apt-0137,Brad Slaughter,Brad,Slaughter,meat department manager,food,,United States,,,semantic,4,Slaughter,"His surname denotes killing livestock, matching supermarket meat management.",,birth_name,https://www.thesun.co.uk/news/7990629/experts-names-bizarre-similarity-to-job/,,https://icon.ink/articles/nominative-determinism-examples-jobs/,Tabloid photo identification; employer not named in source.,probable
apt-0150,Bronislav Yermak,Bronislav,Yermak,bank vice president and pilot,business,MDM-Bank,Russia,1970,2009,semantic,3,Yermak,He combined banking at MDM-Bank with private aviation until his fatal plane crash.,,birth_name,https://en.wikipedia.org/wiki/Bronislav_Yermak,,,Rose from trader to head of FOREX operations at MDM-Bank.,verified
apt-0154,Bruno Fromage,Bruno,Fromage,dairy company managing director,business,Danone UK,France,,,translation,5,Fromage,Fromage means cheese in French; he leads a dairy company.,French: cheese,birth_name,http://news.bbc.co.uk/today/hi/today/newsid_9664000/9664697.stm,https://en.wiktionary.org/wiki/fromage,http://news.bbc.co.uk/today/hi/today/newsid_9664000/9664697.stm,,probable
apt-0158,C. Sharpe Minor,C.,Sharpe Minor,silent-film organist,arts,,United States,1885,,wordplay,5,Sharpe Minor,Sharpe Minor puns on the musical key C-sharp minor for a theatre organist.,Music: C-sharp minor,professional_name,https://catalog.afi.com/Person/25676-C.-Sharpe-Minor,,https://ladailymirror.com/2017/10/30/mary-mallory-hollywood-heights-organist-c-sharp-minor-major-talent-2/,Birth name Charles Sulzer Sharpe Minor; adopted marquee spelling.,verified
apt-0161,Carl Anthony Fisher,Carl,Fisher,Catholic auxiliary bishop,religion,Archdiocese of Los Angeles,United States,1945,1993,semantic,3,Fisher,"Fisher suggests fishers of men, fitting an auxiliary bishop of Los Angeles.",,birth_name,https://www.catholic-hierarchy.org/bishop/bfisher.html,,,Auxiliary bishop of Los Angeles 1986–1993.,verified
apt-0175,Cathy Brewer,Cathy,Brewer,wine sales director,food,Villiera Wines,South Africa,,,semantic,4,Brewer,Her married surname Brewer fits her career marketing wine from a family winery.,,legal_name,https://icwm.co.za/members/brewer/,,,Qualified Cape Wine Master 1994; surname via marriage.,verified
apt-0176,Cecil Beaton,Cecil,Beaton,photographer and costume designer,arts,,England,1904,1980,phonetic,3,Beaton,"Beaton sounds like beautify, fitting a photographer of elegant portraits.",,birth_name,https://en.wikipedia.org/wiki/Cecil_Beaton,,,Oscar-winning designer for My Fair Lady.,verified
apt-0191,Charles Reade,Charles,Reade,novelist,arts,,England,1814,1884,semantic,4,Reade,"His surname is a homophone of read, what novelists enable.",,birth_name,https://en.wikipedia.org/wiki/Charles_Reade,,https://www.theguardian.com/media/mind-your-language/2014/oct/31/mind-your-language-nominative-determinism,,verified
apt-0203,Chris Rock,Chris,Rock,comedian and actor,arts,,United States,1965,,direct,4,Rock,Rock names the hard material his stand-up hammers against.,,birth_name,https://en.wikipedia.org/wiki/Chris_Rock,,https://en.wikipedia.org/wiki/Aptronym,,verified
apt-0209,Christian Weber,Christian,Weber,fashion designer,arts,Weber+Weber Sartoria,Austria,,,translation,4,Weber,Weber means weaver in German; he designs tailored menswear and womenswear.,German: weaver,birth_name,https://weberweber.it/en/pages/uber-uns,https://en.wiktionary.org/wiki/Weber,,Designer site confirms name and profession.,verified
apt-0210,Christiane Amanpour,Christiane,Amanpour,television journalist,media,CNN,England,1958,,translation,3,Aman,"Aman means peace in Persian, contrasting with her war-zone reporting.",Persian: peace,birth_name,https://en.wikipedia.org/wiki/Christiane_Amanpour,https://en.wiktionary.org/wiki/آمین,,,verified
apt-0212,Christopher Coke,Christopher,Coke,drug lord,business,Shower Posse,Jamaica,,,semantic,4,Coke,"Coke names cocaine, the commodity his organization trafficked.",,birth_name,https://en.wikipedia.org/wiki/Christopher_Coke,,https://en.wikipedia.org/wiki/Aptronym,Leader of the Shower Posse criminal enterprise.,verified
apt-0218,Christopher Wren,Christopher,Wren,architect,arts,,England,1632,1723,semantic,3,Wren,"Wren names a small bird, apt for the architect who rebuilt London's skyline after the Great Fire.",English: small bird,birth_name,https://en.wikipedia.org/wiki/Christopher_Wren,,,Designed St Paul's Cathedral.,verified
apt-0225,Claude Monet,Claude,Monet,painter,arts,,France,1840,1926,translation|ironic,3,Monet,"Monet resembles monnaie, French for money, ironic for an Impressionist who struggled financially.",French: money (monnaie),birth_name,https://en.wikipedia.org/wiki/Claude_Monet,https://en.wiktionary.org/wiki/monnaie,,Homophone pun rather than etymology.,probable
apt-0228,Clint Eastwood,Clint,Eastwood,actor and film director,arts,,United States,1930,,semantic,2,Eastwood,"Eastwood names timber from the east, faintly apt for a Western icon.",,birth_name,https://en.wikipedia.org/wiki/Clint_Eastwood,,,,borderline
apt-0231,Colin Bass,Colin,Bass,bassist,arts,Camel,England,,,semantic,4,Bass,His surname names the low guitar he plays.,,birth_name,https://en.wikipedia.org/wiki/Colin_Bass,,https://www.theguardian.com/media/mind-your-language/2014/oct/31/mind-your-language-nominative-determinism,,verified
apt-0236,Cotton Mather,Cotton,Mather,Puritan minister,religion,Old North Church,United States,1663,1728,semantic,3,Cotton,Cotton names the fiber crop though he was a Boston divine who promoted smallpox inoculation.,English: cotton (fiber),birth_name,https://en.wikipedia.org/wiki/Cotton_Mather,https://www.etymonline.com/word/cotton,,Given name Cotton from maternal grandfather John Cotton.,verified
apt-0240,Creflo Dollar,Creflo,Dollar,megachurch pastor,religion,World Changers Church International,United States,,,semantic,4,Dollar,"His surname names money, contrasting with his wealth-preaching ministry.",,birth_name,https://en.wikipedia.org/wiki/Creflo_Dollar,,https://en.wikipedia.org/wiki/Aptronym,,verified
apt-0257,Danny Elfman,Danny,Elfman,film composer,arts,,United States,1953,,wordplay,3,Elfman,"Elfman suggests elfin fantasy, fitting his scores for Tim Burton and Oz.",,birth_name,https://en.wikipedia.org/wiki/Danny_Elfman,,,Former leader of Oingo Boingo.,verified
apt-0265,David Cohen,David,Cohen,Orthodox rabbi,religion,,Israel,1887,1972,translation,4,Cohen,"Cohen means priest in Hebrew, fitting an Orthodox rabbi known as Rav Ha-Nazir.",Hebrew: priest,birth_name,https://en.wikipedia.org/wiki/David_Cohen_(rabbi),https://en.wiktionary.org/wiki/kohen,,Known as Rav Ha-Nazir; father of She'ar Yashuv Cohen.,verified
apt-0266,David Copperfield,David,Copperfield,magician,arts,,United States,1956,,wordplay,3,Copperfield,Copperfield borrows Dickens's conjurer name for a stage magician.,,professional_name,https://en.wikipedia.org/wiki/David_Copperfield_(illusionist),,,Birth name David Seth Kotkin.,verified
apt-0269,David Fisher,David,Fisher,chef,food,7 Adams,United States,,,semantic,3,Fisher,"His surname denotes one who catches fish, apt for a Michelin-starred chef.",English occupational surname,birth_name,https://guide.michelin.com/us/en/article/people/7-adams-one-michelin-star-san-francisco-california-power-couple,,,Co-chef with Serena Fisher at One Michelin Star 7 Adams.,verified
apt-0277,David Loud,David,Loud,Broadway conductor,arts,,United States,,,semantic,3,Loud,He feared reviews calling the aptly named David Loud too loud.,,birth_name,https://www.theguardian.com/lifeandstyle/2024/sep/17/aptronym-job-normative-determinism,,https://www.theguardian.com/lifeandstyle/2024/sep/17/aptronym-job-normative-determinism,,verified
apt-0281,David Rodigan,David,Rodigan,reggae DJ and broadcaster,media,BBC Radio,England,1957,,phonetic,2,Rodigan,"Rodigan echoes reggae and rod, a faint fit for a dubplate-spinning DJ.",,birth_name,https://en.wikipedia.org/wiki/David_Rodigan,,https://www.theguardian.com/music/2017/feb/23/reggae-dj-david-rodigan-my-name-was-adopted-by-a-kingston-gangster-hes-dead-now,MBE; World Clash Champion.,borderline
apt-0287,David W. Music,David W.,Music,composer of church music,arts,,United States,1957,,direct,5,Music,His surname is Music and he composes and publishes church music.,,birth_name,https://en.wikipedia.org/wiki/David_W._Music,,https://en.wikipedia.org/wiki/Aptronym,Professor emeritus of church music at Baylor.,verified
apt-0290,Dawn Fairbanks,Dawn,Fairbanks,insurance agent,business,Carman and Fairbanks Insurance Services,United States,,,semantic,3,Fairbanks,"Fairbanks suggests fair banking and finance, loosely apt for an independent insurance agent.",,birth_name,https://carmanfairbanksinsurance.com/about-us/our-team/dawn-fairbanks/,,,Founded Dawn Fairbanks Insurance Services in 2006.,verified
apt-0291,Dean Boring,Dean,Boring,office supplies executive,business,,United States,,,semantic,3,Boring,He leads Boring Office Supplies.,,birth_name,https://slate.com/news-and-politics/2005/12/charol-shakeshaft-topped.html,,https://slate.com/news-and-politics/2005/12/charol-shakeshaft-topped.html,,probable
apt-0301,Des Britten,Des,Britten,Anglican priest and chef,religion,Wellington City Mission,New Zealand,1937,2020,semantic,4,Britten,He was both a celebrity television chef and an Anglican priest and city missioner.,,birth_name,https://en.wikipedia.org/wiki/Des_Britten,,,Knighted 2012; Wellington City Missioner 1994–2011.,verified
apt-0318,Donald Trump,Donald,Trump,real estate developer,business,The Trump Organization,United States,1946,,semantic,3,Trump,"Trump card suggests winning, matching his branding as a dealmaker.",English: trump (card games),birth_name,https://en.wikipedia.org/wiki/Donald_Trump,https://en.wiktionary.org/wiki/trump,https://en.wikipedia.org/wiki/Aptronym,Aptronym cited for trump card meaning. / Family name was Drumpf.,verified
apt-0320,Dorothea Lange,Dorothea,Lange,photographer,arts,,United States,1895,1965,translation,3,Lange,"Lange means long in German, apt for her sweeping documentary frames.",German: long,birth_name,https://en.wikipedia.org/wiki/Dorothea_Lange,https://en.wiktionary.org/wiki/lang,,Migrant Mother photographer.,verified
apt-0321,Doug Bowser,Doug,Bowser,Nintendo of America president,business,Nintendo of America,United States,,,other,1,Bowser,Listed mainly because he shares a name with Nintendo's Mario villain.,,birth_name,https://en.wikipedia.org/wiki/Doug_Bowser,,https://en.wikipedia.org/wiki/Aptronym,"Rejected: name link is to fictional character, not his executive role.",rejected
apt-0332,Ed Currie,Ed,Currie,chili pepper breeder,food,,United States,,,semantic,3,Currie,"Curry dishes commonly use chili peppers, his breeding specialty.",,birth_name,https://en.wikipedia.org/wiki/Ed_Currie,,https://en.wikipedia.org/wiki/Aptronym,,verified
apt-0335,Edgar Allan Poe,Edgar Allan,Poe,writer and poet,arts,,United States,1809,1849,phonetic,2,Poe,"Poe sounds like po, a faint echo of the gloom in his Gothic tales.",,birth_name,https://en.wikipedia.org/wiki/Edgar_Allan_Poe,,,,borderline
apt-0337,Édouard Manet,Édouard,Manet,painter,arts,,France,1832,1883,translation,3,Manet,"Manet is Latin for he remains, apt for a painter who stayed at the edge of tradition.",Latin: he remains,birth_name,https://en.wikipedia.org/wiki/%C3%89douard_Manet,https://en.wiktionary.org/wiki/manet,,Latin tag manet used in classical texts.,probable
apt-0354,Emilio Botín,Emilio,Botín,bank executive,business,Grupo Santander,Spain,1934,2014,translation,3,Botín,Botín can mean booty or spoils in Spanish; he led Spain's largest bank.,Spanish: booty/spoils,birth_name,https://en.wikipedia.org/wiki/Emilio_Bot%C3%ADn,https://en.wiktionary.org/wiki/bot%C3%ADn,https://verne.elpais.com/verne/2019/10/11/articulo/1570790600_618544.html,El País lists as aptónimo; etymology is leather boot not banking.,probable
apt-0355,Emily Wines,Emily,Wines,sommelier,food,Court of Master Sommeliers,United States,,,semantic,5,Wines,Her surname names the beverages she judges professionally.,,birth_name,https://en.wikipedia.org/wiki/Aptronym,,https://en.wikipedia.org/wiki/Aptronym,,verified
apt-0358,Ennio Morricone,Ennio,Morricone,film composer,arts,,Italy,1928,2020,translation,2,Morricone,"Morricone faintly echoes morire, to die in Italian, apt for his spaghetti-western scores.",Italian: die (morire),birth_name,https://en.wikipedia.org/wiki/Ennio_Morricone,https://en.wiktionary.org/wiki/morire,,Etymology speculative; surname origin uncertain.,borderline
apt-0365,Esperanza Spalding,Esperanza,Spalding,jazz bassist and singer,arts,,United States,1984,,translation,3,Esperanza,"Esperanza means hope in Spanish, fitting an optimistic jazz voice.",Spanish: hope,birth_name,https://en.wikipedia.org/wiki/Esperanza_Spalding,https://en.wiktionary.org/wiki/esperanza,,,verified
apt-0371,Faith Popcorn,Faith,Popcorn,marketing consultant,business,,United States,,,semantic,4,Popcorn,Her surname names a snack marketed to consumers.,,birth_name,https://en.wikipedia.org/wiki/Faith_Popcorn,,https://en.wikipedia.org/wiki/Nominative_determinism,,verified
apt-0373,Federico Fellini,Federico,Fellini,film director,arts,,Italy,1920,1993,translation,2,Fellini,"Fellini suggests feline grace, faintly apt for his dreamlike cinema.",Italian: little cat (fellino),birth_name,https://en.wikipedia.org/wiki/Federico_Fellini,https://en.wiktionary.org/wiki/gatto,,Etymology speculative.,borderline
apt-0375,Ferry Kok,Ferry,Kok,ship's cook,food,P&O Ferries,Netherlands,,,translation,5,Kok,Kok means cook in Dutch; he works as a cook on a ferry.,Dutch: cook,birth_name,https://www.vrt.be/vrtnws/nl/2021/02/13/ferry-kok/,https://en.wiktionary.org/wiki/kok,https://www.538.nl/radio/538-nieuws/artikelen/ferry-kok-die-als-kok-werkt-op-een-ferry-wint-de-eerste-hennie-de-haan-cup,Hennie de Haan Cup winner 2021.,verified
apt-0379,Forest Whitaker,Forest,Whitaker,actor,arts,,United States,1961,,semantic,3,Forest,"Forest evokes wilderness, apt for an actor of expansive, rooted performances.",,birth_name,https://en.wikipedia.org/wiki/Forest_Whitaker,,,Oscar for The Last King of Scotland.,verified
apt-0384,Francine Prose,Francine,Prose,novelist,arts,,United States,1947,,direct,5,Prose,Her surname is the literary form she writes.,,birth_name,https://en.wikipedia.org/wiki/Francine_Prose,,https://en.wikipedia.org/wiki/Aptronym,Family shortened surname on arrival in the US; did not choose Prose for literary effect.,verified
apt-0388,Frank Beard,Frank,Beard,drummer,arts,ZZ Top,United States,1949,,ironic,4,Beard,He was long the only ZZ Top member without a beard.,,birth_name,https://en.wikipedia.org/wiki/Frank_Beard_(musician),,https://en.wikipedia.org/wiki/Aptronym,,verified
apt-0392,Franz Liszt,Franz,Liszt,composer and pianist,arts,,Hungary,1811,1886,phonetic,2,Liszt,"Liszt resembles list, faintly apt for a prolific composer of études and symphonic poems.",,birth_name,https://en.wikipedia.org/wiki/Franz_Liszt,,,,borderline
apt-0393,Fred Astaire,Fred,Astaire,dancer and actor,arts,,United States,1899,1987,phonetic,3,Astaire,"Astaire sounds like stair, apt for a dancer famed for ascending steps.",,birth_name,https://en.wikipedia.org/wiki/Fred_Astaire,,,Born Frederick Austerlitz.,verified
apt-0398,Fritz Lang,Fritz,Lang,film director,arts,,Germany,1890,1976,translation,3,Lang,"Lang means long in German, apt for the extended running times of his epics.",German: long,birth_name,https://en.wikipedia.org/wiki/Fritz_Lang,https://en.wiktionary.org/wiki/lang,,Directed Metropolis and M.,verified
apt-0399,Gabe Pressman,Gabe,Pressman,television journalist,media,WNBC,United States,1924,2017,direct,5,Pressman,Pressman names the press corps he reported for over six decades.,,birth_name,https://en.wikipedia.org/wiki/Gabe_Pressman,,https://en.wikipedia.org/wiki/Aptronym,WNBC legend; Washington Post 2004 obituary profile.,verified
apt-0408,Gary Numan,Gary,Numan,musician,arts,,England,1958,,phonetic,3,Numan,"Numan is pronounced like new man, apt for a synth-pop innovator.",,professional_name,https://en.wikipedia.org/wiki/Gary_Numan,,https://en.wikipedia.org/wiki/Aptronym,Birth name Gary Anthony James Webb.,verified
apt-0409,Gary Oldman,Gary,Oldman,actor,arts,,England,1958,,semantic|ironic,3,Oldman,Oldman contrasts with his chameleonic youthfulness on screen.,,birth_name,https://en.wikipedia.org/wiki/Gary_Oldman,,https://en.wikipedia.org/wiki/Aptronym,Often paired in lists with Gary Numan.,verified
apt-0410,Gary Oldman and Gary Numan,Gary,Oldman; Numan,actor and musician pair,arts,,England,1958,,phonetic|wordplay,3,Oldman; Numan,"Gary Oldman and Gary Numan were born thirteen days apart, pairing old man with new man.",,birth_name,https://en.wikipedia.org/wiki/Gary_Oldman,,https://en.wikipedia.org/wiki/Aptronym,Paired-name entry; Numan birth name Gary Webb.,verified
apt-0419,George Berkeley,George,Berkeley,Anglican bishop and philosopher,religion,Church of Ireland,Ireland,1685,1753,direct,5,Berkeley,Berkeley was Bishop of Cloyne while developing immaterialist philosophy.,English: bishopric place-name,birth_name,https://en.wikipedia.org/wiki/George_Berkeley,,,Berkeley California named for him; esse est percipi.,verified
apt-0431,George Porter,George,Porter,Catholic archbishop,religion,Archdiocese of Bombay,India,1825,1889,semantic,3,Porter,"Porter denotes one who carries burdens, fitting a missionary archbishop in colonial India.",,birth_name,https://www.catholic-hierarchy.org/bishop/bporterg.html,,,Jesuit archbishop of Bombay 1887–1889.,verified
apt-0436,Georgia O'Keeffe,Georgia,O'Keeffe,painter,arts,,United States,1887,1986,phonetic,2,O'Keeffe,"O'Keeffe sounds like OK, faintly apt for an artist of bold affirmative forms.",,birth_name,https://en.wikipedia.org/wiki/Georgia_O%27Keeffe,,,Modernist painter of flowers and New Mexico landscapes.,borderline
apt-0437,Gerald A. Priest,Gerald,Priest,Catholic priest,religion,Sacred Heart Parish,United States,1939,2019,direct,5,Priest,His surname is the ecclesiastical office he held for decades as a monsignor.,,birth_name,https://www.texarkanagazette.com/obituaries/2019/aug/03/gerald-priest-e275/,,https://www.theledger.com/story/news/2003/07/26/theyve-heard-the-jokes-the-religious-people-with-names-like-sin-priest-pope/26065659007/,Pastor of Sacred Heart Parish Texarkana 1993–2010.,verified
apt-0441,Gerhard Weber,Gerhard,Weber,fashion designer,arts,Gerry Weber International,Germany,1941,2020,translation,4,Weber,Weber means weaver in German; he built a major women's fashion house.,German: weaver,birth_name,https://en.wikipedia.org/wiki/Gerhard_Weber_(designer),https://en.wiktionary.org/wiki/Weber,,,verified
apt-0447,Giuseppe Verdi,Giuseppe,Verdi,composer,arts,,Italy,1813,1901,translation,3,Verdi,"Verdi is the Italian word for green, jocularly anglicized as Joe Green by orchestra players.",Italian: green,birth_name,https://en.wikipedia.org/wiki/Giuseppe_Verdi,https://en.wiktionary.org/wiki/verde,https://www.thenewworld.co.uk/joe-green-and-a-name-to-envy/,Color surname; weak link to opera but widely cited pun.,verified
apt-0448,Glenn Gould,Glenn,Gould,pianist,arts,,Canada,1932,1982,phonetic,2,Gould,"Gould sounds like gold, a faint echo of golden Bach interpretations.",,birth_name,https://en.wikipedia.org/wiki/Glenn_Gould,,,,borderline
apt-0453,Gontran Cherrier,Gontran,Cherrier,baker and pastry chef,food,,France,1978,,translation,3,Cherrier,Cherrier relates to cherry in French; he is a fourth-generation boulanger.,French: cherry tree,birth_name,https://en.wikipedia.org/wiki/Gontran_Cherrier,https://fr.wiktionary.org/wiki/cherrier,,Surname etymology is topographic not baker.,borderline
