id,full_name,first_name,last_name,occupation,field,organization,country,birth_year,death_year,aptronym_type,aptronym_score,name_element,connection,name_origin,name_status,person_source_url,name_source_url,discovery_source_url,notes,review_status
,Robert Cashdollar,Robert,Cashdollar,agricultural lobbyist,business,,United States,1946,2024,semantic,5,Cashdollar,"His surname combines cash and dollar, fitting a Capitol Hill staffer who drafted crop insurance law.",,birth_name,https://www.hillrag.com/2024/08/22/in-memoriam-robert-a-cashdollar/,,https://slate.com/news-and-politics/2005/12/charol-shakeshaft-topped.html,Congressional staffer and lobbyist on agriculture and rural credit.,verified
,Leon Billings,Leon,Billings,lobbyist,business,American Public Power Association,United States,1937,2016,semantic,4,Billings,"Billings suggests invoices sent for services, apt for a professional lobbyist.",,birth_name,https://scarab.bates.edu/muskie_oh/40/,,https://slate.com/news-and-politics/2005/12/charol-shakeshaft-topped.html,Chief architect of the 1970 Clean Air Act on Capitol Hill.,verified
,Stephen Buyer,Stephen,Buyer,corporate consultant,business,The Steve Buyer Group,United States,1958,,ironic,4,Buyer,"His surname names purchasing stock, ironic after his conviction for insider trading.",,birth_name,https://en.wikipedia.org/wiki/Steve_Buyer,,,Former U.S. representative; convicted 2023 of securities fraud.,verified
,John Bond,John,Bond,bank chief executive,business,HSBC Holdings,United Kingdom,1941,,semantic,4,Bond,Bond names the debt instruments central to commercial banking he led at HSBC.,,birth_name,https://en.wikipedia.org/wiki/John_Bond_(banker),,https://en.wikipedia.org/wiki/Aptronym,Group CEO of HSBC 1993–1998.,verified
,Bankee Kwan,Bankee,Kwan,financial services CEO,business,CASH Financial Services Group,Hong Kong,,,semantic,5,Bankee,His given name Bankee and role leading a firm called CASH both evoke banking.,,birth_name,https://www.cash.com.hk/en/aboutus_mgt.html,,,Chairman and CEO of CASH Financial Services Group.,verified
,Norman Eisen,Norman,Eisen,ethics counsel,business,Brookings Institution,United States,,,semantic,4,Eisen,"Norm evokes norms, fitting his role as White House ethics czar enforcing government norms.",,birth_name,https://www.brookings.edu/people/norman-eisen/,,https://en.wikipedia.org/wiki/Aptronym,Former special counsel to President Obama for ethics and government reform.,verified
,Anthony Hazard,Anthony,Hazard,insurance agency owner,business,Hazard Insurance Inc,United States,,,semantic,5,Hazard,"Hazard names the peril insured against, fitting an insurance agency owner.",,birth_name,https://www.insuranceproviders.com/agents/hazard-hazard-insurance-inc-homestead/,,,"Owner of Hazard Insurance Inc in Homestead, Florida.",verified
,Dawn Fairbanks,Dawn,Fairbanks,insurance agent,business,Carman and Fairbanks Insurance Services,United States,,,semantic,3,Fairbanks,"Fairbanks suggests fair banking and finance, loosely apt for an independent insurance agent.",,birth_name,https://carmanfairbanksinsurance.com/about-us/our-team/dawn-fairbanks/,,,Founded Dawn Fairbanks Insurance Services in 2006.,verified
,Sarah Frampton,Sarah,Frampton,CPA and bookkeeper,business,Ledger Linq LLC,United States,,,semantic,5,Ledger,Ledger names the account books she maintains as a licensed CPA and bookkeeper.,,birth_name,https://www.ledgerlinq.com/about,,,"Owner of Ledger Linq LLC in Fairbanks, Alaska.",verified
,Joseph Bond,Joseph,Bond,bank chief financial officer,business,Trustmark Corporation,United States,,,semantic,4,Bond,"Bond names debt securities, central to the banking and finance roles he holds.",,birth_name,https://www.marketscreener.com/insider/JOSEPH-BOND-A1GGV4/,,,CFO of Trustmark Corporation and Trustmark National Bank.,probable
,Leon Brittan,Leon,Brittan,Home Secretary,business,UK Home Office,United Kingdom,1939,2015,semantic,3,Brittan,"Brittan contains Britain, the nation whose home affairs he oversaw.",,birth_name,https://en.wikipedia.org/wiki/Leon_Brittan,,https://en.wikipedia.org/wiki/Aptronym,Home Secretary 1983–1985.,verified
,Michael Lord,Michael,Lord,Member of the House of Lords,business,House of Lords,United Kingdom,1945,,direct,5,Lord,Lord is the title of the parliamentary chamber where he sat as a life peer.,,birth_name,https://en.wikipedia.org/wiki/Michael_Lord_(politician),,https://en.wikipedia.org/wiki/Aptronym,Conservative MP and later Baron Framlingham.,verified
,Gouverneur Morris,Gouverneur,Morris,U.S. senator,business,United States Senate,United States,1752,1816,translation,4,Gouverneur,"Gouverneur is French for governor, fitting a founding-era senator.",French: governor,birth_name,https://en.wikipedia.org/wiki/Gouverneur_Morris,https://en.wiktionary.org/wiki/gouverneur,,Primary drafter of the U.S. Constitution's final text.,verified
,Christopher Coke,Christopher,Coke,drug lord,business,Shower Posse,Jamaica,,,semantic,4,Coke,"Coke names cocaine, the commodity his organization trafficked.",,birth_name,https://en.wikipedia.org/wiki/Christopher_Coke,,https://en.wikipedia.org/wiki/Aptronym,Leader of the Shower Posse criminal enterprise.,verified
,Donald Trump,Donald,Trump,real estate developer,business,The Trump Organization,United States,1946,,semantic,3,Trump,"Trump card suggests winning, matching his branding as a dealmaker.",,birth_name,https://en.wikipedia.org/wiki/Donald_Trump,,https://en.wikipedia.org/wiki/Aptronym,Aptronym cited for trump card meaning.,verified
,M. Moran Weston,M. Moran,Weston,Episcopal priest and banker,business,Carver Federal Savings Bank,United States,1910,2002,wordplay,4,Weston,"He described himself as a banker-priest, combining finance and ministry in Harlem.",,birth_name,https://en.wikipedia.org/wiki/M._Moran_Weston,,,Helped found Carver Bank; rector of St. Philip's Church Harlem.,verified
,Bronislav Yermak,Bronislav,Yermak,bank vice president and pilot,business,MDM-Bank,Russia,1970,2009,semantic,3,Yermak,He combined banking at MDM-Bank with private aviation until his fatal plane crash.,,birth_name,https://en.wikipedia.org/wiki/Bronislav_Yermak,,,Rose from trader to head of FOREX operations at MDM-Bank.,verified
,Gerald A. Priest,Gerald,Priest,Catholic priest,religion,Sacred Heart Parish,United States,1939,2019,direct,5,Priest,His surname is the ecclesiastical office he held for decades as a monsignor.,,birth_name,https://www.texarkanagazette.com/obituaries/2019/aug/03/gerald-priest-e275/,,https://www.theledger.com/story/news/2003/07/26/theyve-heard-the-jokes-the-religious-people-with-names-like-sin-priest-pope/26065659007/,Pastor of Sacred Heart Parish Texarkana 1993–2010.,verified
,Stephen J. Pope,Stephen,Pope,theology professor,religion,Boston College,United States,,,semantic,4,Pope,His surname is the title of the head of the Roman Catholic Church he studies and teaches.,,birth_name,https://www.bc.edu/bc-web/sites/bc-news/articles/2025/spring/theology-professor-stephen-pope-receives-bellarmine-award.html,,https://www.theledger.com/story/news/2003/07/26/theyve-heard-the-jokes-the-religious-people-with-names-like-sin-priest-pope/26065659007/,Lay theologian; not a Catholic priest.,verified
,Kenneth Angell,Kenneth,Angell,Catholic bishop,religion,Diocese of Burlington,United States,1930,2016,semantic,4,Angell,"Angell evokes angels, fitting a prelate whose motto was to serve the Lord with gladness.",,birth_name,https://en.wikipedia.org/wiki/Kenneth_Anthony_Angell,,https://www.theledger.com/story/news/2003/07/26/theyve-heard-the-jokes-the-religious-people-with-names-like-sin-priest-pope/26065659007/,Bishop of Burlington Vermont 1992–2005.,verified
,John Hardon,John,Hardon,Jesuit priest,religion,Institute on Religious Life,United States,1914,2000,ironic,5,Hardon,"Hardon is an English homophone for sexual arousal, ironic for a priest who defended celibacy.",,birth_name,https://en.wikipedia.org/wiki/John_Hardon,https://www.etymonline.com/word/hard,https://newrepublic.com/article/102981/holy-aptronym,Servant of God; candidate for canonization.,verified
,Herbert S. Goldstein,Herbert,Goldstein,rabbi,religion,Institutional Synagogue,United States,1890,1970,semantic,4,Goldstein,"Goldstein embeds gold, fitting a rabbi who built one of America's largest Orthodox congregations.",,birth_name,https://en.wikipedia.org/wiki/Herbert_S._Goldstein,,,Founded the Institutional Synagogue in Harlem; OU president 1924–1926.,verified
,She'ar Yashuv Cohen,She'ar Yashuv,Cohen,chief rabbi,religion,Haifa Rabbinate,Israel,1927,2016,translation,4,Cohen,"Cohen means priest in Hebrew, fitting an Ashkenazi chief rabbi of Haifa.",Hebrew: priest,birth_name,https://en.wikipedia.org/wiki/She%27ar_Yashuv_Cohen,https://en.wiktionary.org/wiki/kohen,,Chief rabbi of Haifa 1974–2011.,verified
,David Cohen,David,Cohen,Orthodox rabbi,religion,,Israel,1887,1972,translation,4,Cohen,"Cohen means priest in Hebrew, fitting an Orthodox rabbi known as Rav Ha-Nazir.",Hebrew: priest,birth_name,https://en.wikipedia.org/wiki/David_Cohen_(rabbi),https://en.wiktionary.org/wiki/kohen,,Known as Rav Ha-Nazir; father of She'ar Yashuv Cohen.,verified
,Robert Joseph Baker,Robert,Baker,Catholic bishop,religion,Diocese of Birmingham,United States,1944,,direct,4,Baker,"His surname names baking, loosely echoing the bread of the Eucharist he consecrated as bishop.",,birth_name,https://www.catholic-hierarchy.org/bishop/bbaker.html,,,Bishop emeritus of Birmingham Alabama.,verified
,Michael William Fisher,Michael,Fisher,Catholic bishop,religion,Diocese of Buffalo,United States,1958,,semantic,3,Fisher,"Fisher denotes one who catches fish, loosely echoing Christ's disciples as fishers of men.",,birth_name,https://www.catholic-hierarchy.org/bishop/bfisherm.html,,,Bishop of Buffalo since 2020.,verified
,Robert Joseph Fisher,Robert,Fisher,Catholic auxiliary bishop,religion,Archdiocese of Detroit,United States,1959,,semantic,3,Fisher,"Fisher evokes fishers of men, the apostolic mission of a Catholic bishop.",,birth_name,https://www.catholic-hierarchy.org/bishop/bfisherr.html,,,Auxiliary bishop of Detroit; titular bishop of Forum Popilii.,verified
,Carl Anthony Fisher,Carl,Fisher,Catholic auxiliary bishop,religion,Archdiocese of Los Angeles,United States,1945,1993,semantic,3,Fisher,"Fisher suggests fishers of men, fitting an auxiliary bishop of Los Angeles.",,birth_name,https://www.catholic-hierarchy.org/bishop/bfisher.html,,,Auxiliary bishop of Los Angeles 1986–1993.,verified
,St. John Fisher,John,Fisher,Catholic cardinal and bishop,religion,Diocese of Rochester,England,1469,1535,semantic,3,Fisher,"Fisher evokes fishers of men, the apostolic title of a martyred bishop and cardinal.",,birth_name,https://www.catholic-hierarchy.org/bishop/bfishe.html,,,Bishop of Rochester; canonized 1935.,verified
,Thomas Grace,Thomas,Grace,Catholic bishop,religion,Diocese of Sacramento,United States,1841,1921,semantic,4,Grace,Grace names divine favor central to the sacramental ministry of a Catholic bishop.,,birth_name,https://www.catholic-hierarchy.org/bishop/bgracet.html,,,Bishop of Sacramento 1896–1921.,verified
,Thomas Langdon Grace,Thomas Langdon,Grace,Catholic archbishop,religion,Archdiocese of Saint Paul,United States,1814,1897,semantic,4,Grace,"Grace denotes divine favor, fitting a Dominican archbishop and missionary bishop.",,birth_name,https://www.catholic-hierarchy.org/bishop/bgracetl.html,,,First bishop of Saint Paul Minnesota 1859–1884.,verified
,Angel Martínez Vivas,Angel,Martínez Vivas,Catholic bishop,religion,Diocese of Tsiroanomandidy,Madagascar,1904,1981,semantic,4,Angel,His given name Angel names the heavenly messengers central to Christian faith he preached as bishop.,,birth_name,https://www.catholic-hierarchy.org/bishop/bmarviv.html,,,Bishop of Tsiroanomandidy Madagascar 1959–1977.,verified
,José Gustavo Angel Ramírez,José Gustavo,Angel Ramírez,Catholic bishop,religion,Vicariate of Mitú,Colombia,1934,2013,semantic,4,Angel,"His given name Angel evokes heavenly messengers, fitting a vicar apostolic bishop.",,birth_name,https://www.catholic-hierarchy.org/bishop/bangram.html,,,Vicar apostolic of Mitú Colombia 1989–2009.,verified
,Mikuláš Jozef Lexmann,Mikuláš,Lexmann,Catholic priest and pilot,religion,Dominican Order,Slovakia,1899,1952,semantic,3,Lexmann,"He was the first priest-pilot in Czechoslovakia, combining ministry with aviation.",,birth_name,https://en.wikipedia.org/wiki/Mikul%C3%A1%C5%A1_Jozef_Lexmann,,,Dominican priest; flew a wreath from his plane for his brother's first Mass.,verified
,Des Britten,Des,Britten,Anglican priest and chef,religion,Wellington City Mission,New Zealand,1937,2020,semantic,4,Britten,He was both a celebrity television chef and an Anglican priest and city missioner.,,birth_name,https://en.wikipedia.org/wiki/Des_Britten,,,Knighted 2012; Wellington City Missioner 1994–2011.,verified
,Roy Romer,Roy,Romer,school superintendent,education,Los Angeles Unified School District,United States,1928,,semantic,3,Romer,"Romer sounds like roamer, loosely apt for a governor who roved into running a giant urban school district.",,birth_name,https://en.wikipedia.org/wiki/Roy_Romer,,https://fordhaminstitute.org/national/commentary/apt-education-aptonyms,LAUSD superintendent 2000–2006 after three terms as Colorado governor.,verified
,Bob Wise,Bob,Wise,education nonprofit president,education,Alliance for Excellent Education,United States,1948,,semantic,4,Wise,"Wise denotes good judgment, fitting a national school-reform advocate and former governor.",,birth_name,https://en.wikipedia.org/wiki/Bob_Wise,,https://fordhaminstitute.org/national/commentary/apt-education-aptonyms,President of Alliance for Excellent Education 2005–2015.,verified
,Tom Loveless,Tom,Loveless,education researcher,education,,United States,,,ironic,3,Loveless,Loveless is contrary to the love of learning his Brookings education research explores.,,birth_name,https://tomloveless.com/,,https://fordhaminstitute.org/national/commentary/apt-education-aptonyms,Former Brookings senior fellow; author of Brown Center Report.,verified
,David Learn,David,Learn,science teacher,education,Placentia-Yorba Linda Unified School District,United States,,,direct,5,Learn,His surname is the verb at the heart of teaching and learning.,,birth_name,https://clsfall2017.sched.com/speaker/david_learn.6y2xdnw,,,Teaches science with wife Ayn Learn.,verified
,Ayn Learn,Ayn,Learn,language arts teacher,education,Placentia-Yorba Linda Unified School District,United States,,,direct,5,Learn,Her surname names the outcome teachers seek for every pupil.,,birth_name,https://clsfall2017.sched.com/speaker/david_learn.6y2xdnw,,,Teaches language arts alongside David Learn.,verified
,Simon Head,Simon,Head,headmaster,education,Chafyn Grove School,United Kingdom,,,direct,5,Head,His surname is the common short title for the headteacher he has been since 2010.,,birth_name,https://www.salisburyjournal.co.uk/news/24494031.chafyn-grove-simon-head-reacts-labours-private-schools-policy/,,,Headmaster of Chafyn Grove School Salisbury since 2016.,verified
,P. Head,P.,Head,headteacher,education,Cobden Primary School,United Kingdom,,,direct,5,Head,Mrs Head holds the headteacher post at Cobden Primary School.,,unknown,https://www.cobden.leeds.sch.uk/page/?pid=124&title=Mrs+Head,,,Listed as Mrs P. Head; given name initial only in source.,verified
,Tom Lehrer,Tom,Lehrer,mathematics professor,education,University of California Santa Cruz,United States,1928,2025,translation,4,Lehrer,"Lehrer means teacher in German, fitting a mathematician who taught at Harvard, MIT and UCSC.",German: teacher,birth_name,https://en.wikipedia.org/wiki/Tom_Lehrer,https://en.wiktionary.org/wiki/Lehrer#German,https://apnews.com/article/tom-lehrer-son-satirist-mathematician-dies-9caa7ee01faf4fbfb793d7ba984c179d,Also famed as a satirical songwriter.,verified
,Bear Woods,Bear,Woods,head football coach,education,Wetumpka High School,United States,,,semantic,4,Woods,Woods names the timber of football goalposts and Wood evokes coaching legend Bear Bryant.,,birth_name,https://wetumpkasports.com/information/directory/index,,,Head football coach at Wetumpka High School Alabama.,verified
,Alec Steele,Alec,Steele,blacksmith,trades,,United Kingdom,1997,,phonetic,4,Steele,"Steele is a homophone of steel, the metal he forges as a blacksmith and YouTuber.",,birth_name,https://en.wikipedia.org/wiki/Alec_Steele,,https://en.wikipedia.org/wiki/Aptronym,British blacksmith with 3M+ YouTube subscribers.,verified
,Thomas Graves Jr.,Thomas,Graves Jr.,funeral director,trades,Graves Funeral Home,United States,,,semantic,5,Graves,"Graves evokes burial places, fitting the founder of a family funeral home.",,birth_name,https://gravesfuneralhomeinc.com/our-funeral-directors-and-staff.html.html,,,Founded Graves Funeral Home Norfolk Virginia in 1953.,verified
,Jason Graves,Jason,Graves,funeral director,trades,Graves Funeral Home,United States,,,semantic,5,Graves,His surname matches the graveside work of the family funeral business.,,birth_name,https://gravesfuneralhomeinc.com/our-funeral-directors-and-staff.html.html,,,Licensed funeral service provider since August 2012.,verified
,Mildred Graves,Mildred,Graves,funeral home vice-president,trades,Graves Funeral Home,United States,,,semantic,5,Graves,Graves names the resting places her family funeral home has served since 1953.,,birth_name,https://gravesfuneralhomeinc.com/our-funeral-directors-and-staff.html.html,,,Co-founded the funeral home with husband Tom Graves in 1953.,verified
,William Moody,William,Moody,mortician,trades,,United States,1954,2013,wordplay,5,Bearer,"As licensed mortician William Moody he used the ring name Paul Bearer, a pun on pallbearer.",,professional_name,https://en.wikipedia.org/wiki/Paul_Bearer,https://www.etymonline.com/word/pallbearer,https://encyclopediaofalabama.org/article/william-moody/,Also WWE manager of The Undertaker; degree in mortuary science.,verified
,Julio Barber,Julio,Barber,barber,trades,House Barbershop,United States,,,direct,5,Barber,His surname is the trade he practises at House Barbershop in Rockaway New Jersey.,,birth_name,https://juliobarber.com/,,,Owner of House Barbershop.,verified
,Joseph Swain,Joseph,Swain,barber shop owner,trades,Joe Barber,South Africa,,,wordplay,4,Barber,"His Cape Town shop Joe Barber puns jou barber, your barber in Afrikaans.",,birth_name,https://esat.sun.ac.za/index.php/Joe_Barber,,,Real barber Mr Joseph Swain; shop name inspired stage comedies.,verified
,Ronald Lee Watt,Ronald,Watt,master plumber,trades,Plumber's Local 3,United States,1946,2023,semantic,4,Watt,"Watt names a unit of electrical power, loosely apt for a master plumber working on building systems.",,birth_name,https://www.newcomerdenver.com/obituaries/ronald-watt,,,40-year career including DIA and Pepsi Center plumbing projects.,verified
,James Mark Gill,James Mark,Gill,master plumber,trades,Gill Plumbing and Heating,United States,,,semantic,3,Gill,"Gill is a homophone of gill, a narrow channel, weakly echoing plumbing flow.",,birth_name,https://www.martenson.com/obituaries/james-gill,,,Founded Gill Plumbing and Heating; 70-year firm anniversary 2024.,borderline
,Victor Martinez,Victor,Martinez,barber,trades,,Spain,,,semantic,3,Barber,"Known professionally as Victor Barber, he cuts hair for tennis star Carlos Alcaraz.",,professional_name,https://www.benrothenberg.com/p/victor-barber-carlos-alcaraz-hair-victor-martinez-cutting-words-interview-tennis-french-open-roland-garros-haircut,,,Instagram handle @victorbarbers5.,verified
,Russell Hiatt,Russell,Hiatt,barber,trades,Floyd's City Barber Shop,United States,,,semantic,3,Hiatt,"Hiatt ran Floyd's City Barber Shop, named for the fictional Floyd the Barber.",,birth_name,https://en.wikipedia.org/wiki/Floyd_Lawson,,,Mt Airy NC barber; shop renamed Floyd's City Barber Shop 1989.,verified
,Jason Wright,Jason,Wright,masonry contractor,trades,Wright Masonry LLC,United States,,,direct,4,Wright,"Wright is an occupational surname for a craftsman, fitting a masonry contractor he founded.",,birth_name,https://www.wrightmasonry.com/about-us/,,,Founded Wright Masonry LLC in St. Louis in 2019.,verified
,Gordon Ramsay,Gordon,Ramsay,oven cleaner,trades,Gordon Ramsay's Cleaner Cookers,United Kingdom,,,ironic,5,Ramsay,He shares a name with celebrity chef Gordon Ramsay but cleans ovens instead of cooking in them.,,birth_name,https://www.businessinsider.com/man-named-gordon-ramsay-gets-mistaken-for-chef-2021-3,,,Runs Gordon Ramsay's Cleaner Cookers in County Durham since 2009.,verified
,Wes Souster,Wes,Souster,bespoke tailor,trades,Souster and Hicks,United Kingdom,,,translation,5,Souster,"Souster derives from Old English seowian to sew, fitting a third-generation bespoke tailor.",Old English: to sew,birth_name,https://www.sousterandhicks.com/the-souster-surname.html,https://www.etymonline.com/word/sew,,Director of Souster and Hicks in Woburn Bedfordshire.,verified
,Geoff Souster,Geoff,Souster,bespoke tailor,trades,Souster and Hicks,United Kingdom,,,translation,5,Souster,"Souster means one who sews, fitting a master tailor in his 60th year in the trade.",Old English: to sew,birth_name,https://www.sousterandhicks.com/the-souster-surname.html,https://www.etymonline.com/word/sew,,Founder of Souster and Hicks; father of Wes Souster.,verified
,Paul Schwinghammer,Paul,Schwinghammer,custom home builder,trades,Hallmark Homes,United States,,,translation,5,Schwinghammer,"Schwinghammer comes from German swing the hammer, fitting a builder and contractor.",German: swing the hammer,birth_name,https://hallmarkhomes.com/staff-members/paul-schwinghammer/,https://en.geneanet.org/surnames/SCHWINGHAMMER,,President and owner of Hallmark Homes in Indiana.,verified
,Juan Trippe,Juan,Trippe,airline founder,transport,Pan American World Airways,United States,1899,1981,semantic,3,Trippe,"Trippe evokes trip, the journey every airline passenger takes.",,birth_name,https://en.wikipedia.org/wiki/Juan_Trippe,,https://en.wikipedia.org/wiki/Aptronym,Founded Pan Am and pioneered international commercial aviation.,verified
,George Francis Train,George Francis,Train,railroad entrepreneur,transport,,United States,1829,1904,direct,5,Train,His surname names the locomotives and railroads he financed across America.,,birth_name,https://en.wikipedia.org/wiki/George_Francis_Train,,https://en.wikipedia.org/wiki/Aptronym,Organized Union Pacific Railroad and Credit Mobilier.,verified
,Sally Ride,Sally,Ride,astronaut,transport,NASA,United States,1951,2012,semantic,4,Ride,"Ride denotes travel, fitting the first American woman in space.",,birth_name,https://en.wikipedia.org/wiki/Sally_Ride,,https://en.wikipedia.org/wiki/Aptronym,STS-7 and STS-41-G mission specialist.,verified
,Will Power,Will,Power,IndyCar racing driver,transport,Team Penske,Australia,1981,,semantic,5,Power,"Power suggests engine output and speed, fitting a professional race car driver.",,birth_name,https://en.wikipedia.org/wiki/Will_Power,,https://www.autoweek.com/racing/indycar/a2006731/indycar-star-will-power-thats-my-name/,2014 IndyCar Series champion.,verified
,Lake Speed,Lake,Speed,NASCAR driver,transport,,United States,1948,,semantic,5,Speed,"Speed names velocity, the essence of stock-car racing he practised for 402 Cup starts.",,birth_name,https://en.wikipedia.org/wiki/Lake_Speed,,https://www.nbcsports.com/nascar/news/lake-speed-nascar-karting-bobby-hillin-jr-darrell-waltrip-darlington-raceway,1988 TranSouth 500 winner at Darlington.,verified
,Leonard Waterworth,Leonard,Waterworth,port executive director,transport,Port of Houston Authority,United States,,,semantic,4,Waterworth,"Waterworth embeds water, apt for the executive director of a major seaport.",,birth_name,https://www.houstonpublicmedia.org/articles/news/2012/02/13/33031/waterworth-takes-helm-at-port-of-houston/,,https://en.wikipedia.org/wiki/Aptronym,Executive director Port of Houston 2012–2014.,verified
,Shannon Walker,Shannon,Walker,astronaut,transport,NASA,United States,1965,,semantic,3,Walker,Walker suggests walking through space on long-duration ISS missions.,,birth_name,https://www.nasa.gov/news-release/nasa-astronaut-shannon-walker-retires/,,,Soyuz TMA-19 and SpaceX Crew-1; licensed pilot.,verified
,Robert L. Gibson,Robert,Gibson,astronaut and airline pilot,transport,NASA,United States,1946,,semantic,3,Gibson,Gibson flew spacecraft and later commercial airliners as a professional pilot.,,birth_name,https://www.nasa.gov/wp-content/uploads/2023/06/gibson-bio-current-gibson-robert.pdf,,,Five shuttle missions; airline transport pilot ratings.,verified
,David M. Walker,David,Walker,astronaut,transport,NASA,United States,1944,2001,semantic,3,Walker,Walker commanded four Space Shuttle missions as a naval aviator and test pilot.,,birth_name,https://en.wikipedia.org/wiki/David_M._Walker_(astronaut),,,Captain USN; pilot on STS-51-A and commander on three later flights.,verified
