id,full_name,first_name,last_name,occupation,field,organization,country,birth_year,death_year,aptronym_type,aptronym_score,name_element,connection,name_origin,name_status,person_source_url,name_source_url,discovery_source_url,notes,review_status
,R. P. Waters,R. P.,Waters,sprinter,sports,,United States,,,semantic,3,Waters,"Waters evokes pools and rivers, loosely apt for a schoolboy sprint relay runner.",,unknown,https://www.olympedia.org/athletes/892394,,,1904 non-medal youth events.,probable
,Walter Bathe,Walter,Bathe,breaststroke swimmer,sports,,Germany,1892,1959,semantic,5,Bathe,"Bathe means to wash in water, apt for a double Olympic breaststroke gold medalist.",,birth_name,https://www.olympedia.org/athletes/47775,,,Died while swimming on holiday.,verified
,Lewis Moist,Lewis,Moist,freestyle swimmer,sports,,Great Britain,1881,1940,semantic,4,Moist,"Moist suggests wetness, apt for an Olympic 1500 m freestyle swimmer.",,birth_name,https://www.olympedia.org/athletes/47347,,https://www.npr.org/sections/thetorch/2012/07/25/157360922/olympic-athletes-names-endurance-track-moist-swimming-and-a-leeper,,verified
,Erik Fish,Erik,Fish,swimmer,sports,,Canada,1952,,semantic,4,Fish,"Fish live in water, apt for an Olympic medley relay bronze medalist.",,birth_name,https://www.olympics.com/en/athletes/erik-fish,,,,verified
,Karen Riveros,Karen,Riveros,freestyle swimmer,sports,,Paraguay,1994,,semantic,3,Riveros,"Riveros evokes rivers, fitting for a competitive swimmer.",,birth_name,https://www.olympedia.org/athletes/127164,,,,verified
,Khemo Rivera,Khemo,Rivera,freestyle swimmer,sports,,United States Virgin Islands,1975,,semantic,3,Rivera,"Rivera evokes rivers, fitting for an Olympic 50 m freestyle swimmer.",,birth_name,https://www.olympedia.org/athletes/48385,,,,verified
,Michael Rock,Michael,Rock,butterfly swimmer,sports,,Great Britain,1987,,ironic,3,Rock,"Rocks sink in water, ironically opposite to a competitive Olympic swimmer.",,birth_name,https://www.olympedia.org/athletes/115763,,,,verified
,Jeff Spear,Jeff,Spear,sabre fencer,sports,,United States,1988,,semantic,4,Spear,"A spear is a thrusting weapon, apt for an Olympic sabre fencer.",,birth_name,https://www.olympedia.org/athletes/127229,,,,verified
,Will Spear,Will,Spear,sabre fencer,sports,,United States,1993,,semantic,4,Spear,"A spear is a thrusting weapon, apt for a Youth Olympic sabre medalist.",,birth_name,https://www.olympedia.org/athletes/1304215,,,Brother of Jeff Spear.,verified
,Janine Bowman,Janine,Bowman,sport pistol shooter,sports,,United States,1973,,semantic,4,Bowman,"Bowman means archer, apt for an Olympic pistol shooter aiming at targets.",,birth_name,https://www.olympedia.org/athletes/93175,,,,verified
,Russell Mark,Russell,Mark,trap shooter,sports,,Australia,1964,,semantic,4,Mark,"Mark means a target hit, apt for an Olympic trap shooting gold medalist.",,birth_name,https://www.olympedia.org/athletes/41182,,,,verified
,Lauryn Mark,Lauryn,Mark,skeet shooter,sports,,Australia,1980,,semantic,4,Mark,"Mark means a target hit, apt for an Olympic skeet shooter.",,birth_name,https://www.olympedia.org/athletes/104727,,,Wife of Russell Mark.,verified
,Charles Palmer,Charles,Palmer,trap shooter,sports,,Great Britain,1869,1947,semantic,3,Palmer,"To palmer is an old term for aimless shooting, loosely apt for a trap gold medalist.",,birth_name,https://www.olympedia.org/athletes/42394,,,,probable
,Chris Wheeler,Chris,Wheeler,road cyclist,sports,,Australia,1914,1984,semantic,4,Wheeler,"Wheeler evokes bicycle wheels, apt for an Olympic road race cyclist.",,birth_name,https://www.olympedia.org/athletes/17166,,,,verified
,Charlie Hill,Charlie,Hill,road cyclist,sports,,Great Britain,1886,1961,semantic,3,Hill,"Hill suggests climbing, apt for a long-distance road race Olympian.",,birth_name,https://www.olympedia.org/athletes/14748,,,,verified
,Harry Hill,Harry,Hill,track cyclist,sports,,Great Britain,1916,2009,semantic,3,Hill,"Hill suggests climbing, apt for an Olympic team pursuit bronze medalist.",,birth_name,https://www.olympedia.org/athletes/14749,,,,verified
,Richard Green,Richard,Green,professional golfer,sports,,Australia,1971,,semantic,3,Green,Green is the closely mown surface golfers aim to reach.,,birth_name,https://en.wikipedia.org/wiki/Richard_Green_(golfer),,,,verified
,Hubert Green,Hubert,Green,professional golfer,sports,,United States,1946,2018,semantic,3,Green,Green is the closely mown surface golfers aim to reach.,,birth_name,https://en.wikipedia.org/wiki/Hubert_Green,,,Two major championship wins.,verified
,Ken Green,Ken,Green,professional golfer,sports,,United States,1958,,semantic,3,Green,Green is the closely mown surface golfers aim to reach.,,birth_name,https://en.wikipedia.org/wiki/Ken_Green_(golfer),,,,verified
,John Bird,John,Bird,professional golfer,sports,,United States,,,semantic,4,Bird,"Birdie is one under par in golf, making Bird a strong fit.",,birth_name,https://www.pgatour.com/player/13345/john-bird/career,,,Early 20th-century PGA Tour winner.,verified
,Sam Byrd,Sam,Byrd,professional golfer,sports,,United States,1907,1981,semantic,3,Byrd,"Byrd evokes birdie, one under par in golf.",,birth_name,https://en.wikipedia.org/wiki/Sam_Byrd,,,Also played Major League Baseball.,verified
,Davis Love III,Davis,Love,professional golfer,sports,,United States,1964,,ironic,4,Love,"Love is tennis and golf scoring for zero, ironic for a major-winning golfer.",,birth_name,https://en.wikipedia.org/wiki/Davis_Love_III,,,,verified
,George Ball-Greene,George,Ball-Greene,tennis player,sports,,Great Britain,1870,1958,wordplay,4,Ball-Greene,Ball and green are core golf and lawn-tennis terms in his hyphenated surname.,,birth_name,http://www.olympedia.org/athletes/1805031,,,Entered but did not start at 1908 Olympics.,verified
,Anna Smashnova,Anna,Smashnova,tennis player,sports,,Israel,1976,,semantic,4,Smashnova,"Smash is a forceful tennis shot, echoed in her surname.",,birth_name,https://en.wikipedia.org/wiki/Anna_Smashnova,,,Soviet-born; competed for Israel.,verified
,Henry Hook,Henry,Hook,boxer,sports,,United States,,,semantic,4,Hook,"A hook is a classic boxing punch, apt for a 186-bout professional.",,birth_name,https://boxrec.com/en/box-pro/10476,,,Alias Hoosier Hurricane.,verified
,Henry Armstrong,Henry,Armstrong,boxer,sports,,United States,1912,1988,semantic,3,Armstrong,"Armstrong suggests a strong arm, fitting for a triple-division world champion.",,pseudonym,https://boxrec.com/en/box-pro/9018,,,Born Henry Jackson; took surname Armstrong from mentor Harry Armstrong.,verified
,Tiger Jack Payne,Tiger Jack,Payne,boxer,sports,,United States,,,semantic,4,Payne,"Payne and Tiger evoke pain and ferocity, apt for a hard-hitting light heavyweight.",,pseudonym,https://boxrec.com/en/box-pro/35579,,,Also known as Jack Payne.,verified
,Dick Gunn,Dick,Gunn,boxer,sports,,Great Britain,1871,1961,semantic,3,Gunn,"Gunn evokes a gun, loosely apt for a featherweight boxing gold medalist.",,birth_name,https://www.olympedia.org/athletes/3419,,,Later served as an Olympic boxing referee.,verified
,Doc Strong,Doc,Strong,freestyle wrestler,sports,,United States,1916,1952,semantic,4,Strong,"Strong suggests physical power, apt for an Olympic lightweight wrestler.",,pseudonym,https://www.olympedia.org/athletes/60773,,,Birth name Harley de Witt Strong Jr.; nickname Doc.,verified
,Jim Armstrong,Jim,Armstrong,freestyle wrestler,sports,,Australia,1917,1988,semantic,3,Armstrong,"Armstrong suggests a strong arm, fitting for an Olympic heavyweight wrestling bronze medalist.",,birth_name,https://www.olympedia.org/athletes/57143,,,Nickname Big Jim.,verified
,Mark Henry,Mark,Henry,weightlifter,sports,,United States,1971,,semantic,3,Henry,"Henry echoes strength through the phrase strong as Henry, fitting a super-heavyweight lifter.",,birth_name,https://www.olympedia.org/athletes/56984,,,Later became a professional wrestler.,verified
,Max Pain Griffin,Max,Griffin,mixed martial artist,sports,,United States,1985,,semantic,4,Pain,"Pain is his fight nickname, apt for a professional MMA welterweight.",,professional_name,https://www.sherdog.com/fighter/Max-Griffin-53904,,,Legal name Max Griffin; fights as Max Pain Griffin.,verified
,Christian Pain Edwards,Christian,Edwards,mixed martial artist,sports,,United States,1998,,semantic,4,Pain,"Pain is his fight nickname, apt for a Jackson-Wink MMA light heavyweight.",,professional_name,https://www.sherdog.com/fighter/Christian-Edwards-270755,,,,verified
,Rowland Wolfe,Rowland,Wolfe,tumbler,sports,,United States,1914,2010,semantic,4,Flip,"Nicknamed Flip, he won Olympic gold in tumbling with aerial flipping skills.",,pseudonym,https://www.olympedia.org/athletes/31479,,,Birth name Merrill Rowland Wolfe; Flip was a lifelong nickname.,verified
,Frank Turner,Frank,Turner,artistic gymnast,sports,,Great Britain,1923,2008,semantic,2,Turner,"Turner suggests rotation, loosely apt for a three-time Olympic gymnast.",,birth_name,https://www.olympedia.org/athletes/30180,,,,probable
,Lis Frost,Lis,Frost,cross-country skier,sports,,Sweden,1961,,semantic,4,Frost,"Frost is ice crystals on cold surfaces, apt for a Winter Olympian skier.",,birth_name,https://www.olympedia.org/athletes/81095,,,,verified
,Axel Frost,Axel,Frost,freestyle skier,sports,,Sweden,1995,,semantic,4,Frost,"Frost is ice crystals on cold surfaces, apt for a Youth Olympic ski-cross racer.",,birth_name,https://www.olympedia.org/athletes/2300910,,,,verified
,Tormod Frostad,Tormod,Frostad,freestyle skier,sports,,Norway,2002,,semantic,4,Frostad,"Frostad contains frost, apt for an Olympic big air gold medalist.",,birth_name,https://www.olympedia.org/athletes/139268,,,,verified
,Henning Wind,Henning,Wind,Finn class sailor,sports,,Denmark,1937,2025,semantic,4,Wind,"Wind fills sails, apt for an Olympic dinghy bronze medalist.",,birth_name,https://www.olympedia.org/athletes/64176,,,,verified
,Klaus Bischoff,Klaus,Bischoff,chess grandmaster,sports,,Germany,1961,,translation,4,Bischoff,"Bischoff is German for bishop, a chess piece he spent his career moving.",German bishop (chess piece),birth_name,https://en.wikipedia.org/wiki/Klaus_Bischoff,https://en.wiktionary.org/wiki/Bischoff,,Two-time German national champion.,verified
,Chip Reese,Chip,Reese,poker player,sports,,United States,1951,2007,semantic,4,Chip,"Chip is his nickname and a poker betting token, apt for a poker legend.",,professional_name,https://en.wikipedia.org/wiki/Chip_Reese,,,Birth name David Edward Reese.,verified
,Emmanuel King,Emmanuel,King,Scrabble player,sports,,Sierra Leone,,,semantic,3,King,"King is the highest-scoring chess and Scrabble tile, apt for a Scrabble gold medalist.",,birth_name,https://www.switsalone.com/emmanuel-king-secures-sierra-leones-first-gold-at-the-2023-all-african-games/,,,All-African Games 2023 gold.,verified
,Gwendolyn Sherard-Bishop,Gwendolyn,Sherard-Bishop,Scrabble player,sports,,United States,,,semantic,3,Bishop,"Bishop is a chess piece, apt for a national Scrabble championship competitor.",,birth_name,https://www.scrabbleplayers.org/tourneys/2004/nsc/build/player/4/132.html,,,,verified
,Barny Boatman,Barny,Boatman,poker player,sports,,United Kingdom,1967,,semantic,3,Boatman,"Boatman rows or sails boats, loosely apt for a Hendon Mob professional poker player.",,birth_name,https://en.wikipedia.org/wiki/Barny_Boatman,,,Member of the Hendon Mob.,verified
,Olympia Aldersey,Olympia,Aldersey,rower,sports,,Australia,1992,,semantic,5,Olympia,She was named Olympia after the 1992 Olympics and became a three-time Olympic rower.,,birth_name,https://www.olympics.com/en/athletes/olympia-aldersey,,https://www.olympics.com.au/olympians/olympia-aldersey/,Born during the Barcelona 1992 Opening Ceremony.,verified
,Megan Rivers,Megan,Rivers,field hockey player,sports,,Australia,1980,,semantic,3,Rivers,"Rivers are bodies of water, loosely apt for a Commonwealth Games gold medalist.",,birth_name,https://www.olympedia.org/athletes/113966,,,,verified
,Gevvie Stone,Gevvie,Stone,rower,sports,,United States,1985,,ironic,3,Stone,"Stones sink in water, ironically opposite to an Olympic rowing silver medalist.",,birth_name,https://www.teamusa.com/profiles/gevvie-stone,,,,verified
,Oceana Mackenzie,Oceana,Mackenzie,competition climber,sports,,Australia,2002,,semantic,3,Oceana,"Oceana means ocean, an unusual name for a rock climber rather than a water athlete.",,birth_name,https://en.wikipedia.org/wiki/Oceana_Mackenzie,,,Parents preferred Oceana over Oceania on her birth certificate.,verified
,Simon Archer,Simon,Archer,badminton player,sports,,Great Britain,1973,,semantic,3,Archer,"Archer means bowman, apt surname though he competed in badminton.",,birth_name,http://www.olympedia.org/athletes/75,,,Olympic badminton bronze medalist.,verified
,Sandy Archer,Sandy,Archer,ice hockey player,sports,,Great Britain,1910,1997,semantic,2,Archer,Archer means bowman; a distant fit for a 1936 Olympic ice hockey gold medalist.,,birth_name,https://www.olympedia.org/athletes/83683,,,,borderline
,Paul Anderson,Paul,Anderson,weightlifter,sports,,United States,1932,1994,semantic,3,Anderson,Anderson is son of Anders (strong man); apt for a super-heavyweight called the strongest man ever.,,birth_name,https://www.olympedia.org/athletes/56950,,,,probable
,Wesley Rush,Wesley,Rush,sportscaster,sports,,United States,1927,2009,semantic,3,Rush,"Rush suggests speed, apt for a broadcaster who called NBA and MLB games for decades.",,birth_name,https://en.wikipedia.org/wiki/Red_Rush,,,Known professionally as Red Rush.,verified
,Robert Rathbun,Robert,Rathbun,basketball and baseball broadcaster,sports,,United States,1954,,semantic,3,Courtland,"His middle name Courtland contains court, apt for a longtime NBA play-by-play announcer.",,birth_name,https://en.wikipedia.org/wiki/Bob_Rathbun,,,Known as Bob Rathbun; middle name Courtland.,verified
,Jack Archer,Jack,Archer,sprinter,sports,,Great Britain,1921,1997,semantic,2,Archer,"Archer means bowman, a distant surname fit for a 4×100 m relay silver medalist.",,birth_name,https://www.olympedia.org/athletes/68845,,,,borderline
,Bianca Knight,Bianca,Knight,sprinter,sports,,United States,1989,,semantic,2,Knight,"Knight is a chess piece, a distant fit for a 4×100 m relay gold medalist.",,birth_name,https://www.olympedia.org/athletes/126533,,,,borderline
,Charlie Gunn,Charlie,Gunn,race walker,sports,,Great Britain,1885,1983,semantic,2,Gunn,Gunn evokes a gun; a weak fit for a race walker rather than a shooter.,,birth_name,https://www.olympedia.org/athletes/69096,,,,borderline
,Briny Baird,Briny,Baird,professional golfer,sports,,United States,1971,,semantic,2,Briny,"Briny means salty like seawater, a faint link to water hazards on golf courses.",,birth_name,https://www.pgatour.com/player/20498/briny-baird,,,,borderline
,Kim Batten,Kim,Batten,400 m hurdler,sports,,United States,1967,,semantic,2,Batten,"Batten suggests fastening hurdles, a faint fit for a world-champion 400 m hurdler.",,birth_name,https://www.olympedia.org/athletes/77756,,,,borderline
,Andreas Wank,Andreas,Wank,ski jumper,sports,,Germany,1988,,phonetic,2,Wank,His surname is an English vulgarism unrelated to ski jumping.,,birth_name,https://www.olympedia.org/athletes/119519,,https://www.keranews.org/2012-07-25/olympic-athletes-names-endurance-track-moist-swimming-and-a-leeper,German surname; English homophone only.,borderline
,Christian Poser,Christian,Poser,bobsledder,sports,,Germany,1986,,ironic,2,Poser,"Poser suggests fakery, loosely ironic for an Olympic bobsled pilot.",,birth_name,https://www.olympedia.org/athletes/127817,,,,borderline
,Dick Campion,Dick,Campion,swimmer,sports,,Great Britain,1941,,wordplay,2,Campion,"Campion resembles champion, a faint fit for an Olympic 1500 m finalist and marathon swimmer.",,birth_name,https://www.olympedia.org/athletes/47223,,,,borderline
,Adam Gunn,Adam,Gunn,decathlete,sports,,United States,1870,1935,semantic,2,Gunn,"Gunn evokes firearms, a weak fit for a 1904 all-around silver medalist.",,birth_name,https://www.olympedia.org/athletes/78488,,,,borderline
,Carl Archer,Carl,Archer,sprinter,sports,,Trinidad and Tobago,1948,,semantic,2,Archer,"Archer means bowman, a distant fit for a 4×100 m relay Olympian.",,birth_name,https://www.olympedia.org/athletes/76901,,,,borderline
,Bobby George,Bobby,George,darts player and television presenter,sports,,United Kingdom,1945,,semantic,2,George,George is a common name; a weak link to darts via King George pub games.,,birth_name,https://bobbygeorge.com/,,,Face of televised darts; Bullseye guest.,borderline
,Ray Reardon,Ray,Reardon,snooker player,sports,,United Kingdom,1932,2024,semantic,2,Pot,He won the Pot Black snooker television tournament twice.,,birth_name,https://en.wikipedia.org/wiki/Ray_Reardon,,,Connection is via Pot Black title not surname.,borderline
