id,full_name,first_name,last_name,occupation,field,organization,country,birth_year,death_year,aptronym_type,aptronym_score,name_element,connection,name_origin,name_status,person_source_url,name_source_url,discovery_source_url,notes,review_status
,Homer Thompson,Homer,Thompson,MLB catcher,sports,New York Giants,United States,1891,1953,semantic,4,Homer,His given name Homer is slang for a home run.,,birth_name,https://www.baseball-reference.com/players/t/thompho01.shtml,,,,verified
,Homer Spragins,Homer,Spragins,MLB pitcher,sports,Philadelphia Phillies,United States,1920,2001,semantic,4,Homer,His given name Homer is slang for a home run.,,birth_name,https://www.baseball-reference.com/players/s/spragho01.shtml,,,,verified
,Johnny Bench,Johnny,Bench,MLB catcher,sports,Cincinnati Reds,United States,1947,,wordplay,4,Bench,His surname is the dugout bench where non-active players sit.,,birth_name,https://www.baseball-reference.com/players/b/benchjo01.shtml,,,,verified
,Urban Shocker,Urban,Shocker,MLB pitcher,sports,New York Yankees,United States,1890,1928,semantic,4,Shocker,His surname suggests the shock a batter feels facing a hard thrower.,,birth_name,https://www.baseball-reference.com/players/s/shockur01.shtml,,,Born Urbain Jacques Shockcor; Anglicized to Urban James Shocker.,verified
,Keith Foulke,Keith,Foulke,MLB relief pitcher,sports,Boston Red Sox,United States,1972,,wordplay,4,Foulke,"His surname homophonically matches foul, a common pitch result.",,birth_name,https://www.baseball-reference.com/players/f/foulkke01.shtml,,,,verified
,Mark Clear,Mark,Clear,MLB relief pitcher,sports,Boston Red Sox,United States,1956,,semantic,3,Clear,As a reliever his surname evokes clearing the inning.,,birth_name,https://www.baseball-reference.com/players/c/clearma01.shtml,,,,verified
,Rookie Davis,Rookie,Davis,MLB pitcher,sports,Cincinnati Reds,United States,1993,,direct,4,Rookie,His first name Rookie is baseball jargon for a first-year player.,,birth_name,https://www.baseball-reference.com/players/d/davisro03.shtml,,,Birth name William Theron Davis.,verified
,Justin Steele,Justin,Steele,MLB pitcher,sports,Chicago Cubs,United States,1995,,wordplay,2,Steele,"His surname is a near-homophone of steal, a baserunning play.",,birth_name,https://www.baseball-reference.com/players/s/steelju01.shtml,,,,verified
,Rich Batchelor,Rich,Batchelor,MLB relief pitcher,sports,Kansas City Royals,United States,1973,,wordplay,2,Batchelor,"His surname echoes bat, the essential hitting tool.",,birth_name,https://www.baseball-reference.com/players/b/batchri01.shtml,,,,verified
,Kirby Puckett,Kirby,Puckett,MLB center fielder,sports,Minnesota Twins,United States,1960,2006,wordplay,3,Puckett,"His surname contains puck, the object used in ice hockey.",,birth_name,https://www.baseball-reference.com/players/p/puckeki01.shtml,,,,verified
,Troy Puckett,Troy,Puckett,MLB pitcher,sports,Philadelphia Phillies,United States,1890,1971,wordplay,3,Puckett,"His surname contains puck, the object used in ice hockey.",,birth_name,https://www.baseball-reference.com/players/p/pucketr01.shtml,,,,verified
,Derek Jeter,Derek,Jeter,MLB shortstop,sports,New York Yankees,United States,1974,,translation,4,Jeter,"His surname derives from French jeter meaning to throw, central to a shortstop's job.",From Old French jeter (to throw),birth_name,https://www.baseball-reference.com/players/j/jeterde01.shtml,https://archive.nytimes.com/cityroom.blogs.nytimes.com/2011/09/01/when-a-persons-name-means-what-it-says/,https://www.providencejournal.com/story/opinion/2019/03/07/my-turn-gerry-goldstein-when-name-fits-game/53183563007/,,verified
,Aaron Judge,Aaron,Judge,MLB outfielder,sports,New York Yankees,United States,1992,,wordplay|ironic,3,Judge,His surname is the title of the umpire who rules on his at-bats.,,birth_name,https://www.baseball-reference.com/players/j/judgeaa01.shtml,,,,verified
,Clyde Kluttz,Clyde,Kluttz,MLB catcher,sports,Boston Braves,United States,1917,1979,ironic,4,Kluttz,His surname sounds like klutz yet he made the majors as a catcher.,,birth_name,https://www.baseball-reference.com/players/k/kluttcl01.shtml,,https://doi.org/10.1179/175622709x462478,,verified
,Johnny Podres,Johnny,Podres,MLB pitcher,sports,Los Angeles Dodgers,United States,1932,2008,translation|ironic,3,Podres,"His surname resembles Spanish podrido (rotten), an odd fit for a World Series hero.",Spanish podrido = rotten/spoiled,birth_name,https://www.baseball-reference.com/players/p/podrejo01.shtml,https://en.wiktionary.org/wiki/podrido,,Surname etymology is suggestive rather than certain.,borderline
,Satchel Paige,Satchel,Paige,Negro leagues and MLB pitcher,sports,Kansas City Monarchs,United States,1906,1982,semantic,3,Satchel,His nickname Satchel referred to the bag he carried as a porter before pitching.,,professional_name,https://www.baseball-reference.com/players/p/paigesa01.shtml,,,Birth name Leroy Robert Paige.,verified
,Cool Papa Bell,James,Bell,Negro leagues outfielder,sports,St. Louis Stars,United States,1903,1991,semantic,3,Cool,His nickname Cool Papa matched his calm demeanor and legendary speed.,,professional_name,https://www.baseball-reference.com/players/b/bellco01.shtml,,,Known as Cool Papa Bell; birth name James Thomas Bell.,verified
,George Suttles,George,Suttles,Negro leagues first baseman,sports,Birmingham Black Barons,United States,1900,1966,semantic,3,Mule,His nickname Mule Suttles reflected his powerful hitting like a mule's strength.,,professional_name,https://www.baseball-reference.com/players/s/suttlge01.shtml,,,Known as Mule Suttles.,verified
,Spottswood Poles,Spottswood,Poles,Negro leagues outfielder,sports,New York Lincoln Giants,United States,1887,1960,wordplay,3,Poles,His surname evokes the foul poles that define fair territory.,,birth_name,https://www.baseball-reference.com/players/p/polessp01.shtml,,,,verified
,Ed Poles,Ed,Poles,Eastern Colored League infielder,sports,Baltimore Black Sox,United States,,1932,wordplay,3,Poles,His surname evokes the foul poles that define fair territory.,,birth_name,https://www.baseball-reference.com/players/p/polesed01.shtml,,,,verified
,Catfish Hunter,Jim,Hunter,MLB pitcher,sports,Oakland Athletics,United States,1946,1999,semantic,3,Catfish,"His nickname Catfish evoked a slippery, hard-to-handle pitcher.",,professional_name,https://www.baseball-reference.com/players/h/hunteca01.shtml,,,Birth name James Augustus Hunter.,verified
,Dennis Boyd,Dennis,Boyd,MLB pitcher,sports,Boston Red Sox,United States,1960,,semantic,3,Oil Can,His nickname Oil Can referred to the oil cans he drank from as a child.,,professional_name,https://www.baseball-reference.com/players/b/boydde01.shtml,,,Known as Oil Can Boyd.,verified
,Cy Young,Denton,Young,MLB pitcher,sports,Boston Americans,United States,1867,1955,semantic,3,Cy,His nickname Cy short for cyclone described his overpowering fastball.,,professional_name,https://www.baseball-reference.com/players/y/youngcy01.shtml,,,Birth name Denton True Young.,verified
,Rollie Fingers,Rollie,Fingers,MLB relief pitcher,sports,Oakland Athletics,United States,1946,,semantic,3,Fingers,A reliever's grip and finger placement on the ball are central to pitching.,,birth_name,https://www.baseball-reference.com/players/f/fingero01.shtml,,,Birth name Roland Glen Fingers.,verified
,Frank Baumann,Frank,Baumann,MLB pitcher,sports,Chicago White Sox,United States,1933,2023,wordplay,3,Baumann,"His surname suggests ball man, apt for a pitcher.",,birth_name,https://www.baseball-reference.com/players/b/baumafr01.shtml,,,,verified
,Dick Pole,Dick,Pole,MLB pitcher,sports,Boston Red Sox,United States,1950,,wordplay,2,Pole,His surname evokes the foul pole at the edge of the field.,,birth_name,https://www.baseball-reference.com/players/p/poledi01.shtml,,,,verified
,Jack Glasscock,Jack,Glasscock,MLB shortstop,sports,Cleveland Blues,United States,1857,1947,other,2,Glasscock,Nicknamed Pebbly Jack for picking stones from the infield rather than for his surname.,,birth_name,https://www.baseball-reference.com/players/g/glassja01.shtml,,,Aptronym reading is weak; included for historical name-notability.,borderline
,Ty Long,Ty,Long,NFL punter,sports,Los Angeles Chargers,United States,1993,,semantic,4,Long,As a punter his surname matches the long kicks he was paid to deliver.,,birth_name,https://www.pro-football-reference.com/players/L/LongTy00.htm,,,,verified
,Brandon Fields,Brandon,Fields,NFL punter,sports,Miami Dolphins,United States,1984,,semantic,4,Fields,He punted on football fields for a living.,,birth_name,https://www.pro-football-reference.com/players/F/FielBr20.htm,,,,verified
,Kelly Goodburn,Kelly,Goodburn,NFL punter,sports,Washington Redskins,United States,1962,,wordplay,3,Goodburn,His surname suggests a good burn on a long punt.,,birth_name,https://www.pro-football-reference.com/players/G/GoodKe20.htm,,,,verified
,Chris Gardocki,Chris,Gardocki,NFL punter,sports,Pittsburgh Steelers,United States,1969,,wordplay,2,Gardocki,His surname echoes guard though he played as a punter.,,birth_name,https://www.pro-football-reference.com/players/G/GardCh20.htm,,,,verified
,Ray Guy,Ray,Guy,NFL punter,sports,Oakland Raiders,United States,1949,2022,wordplay,3,Guy,He was the guy teams sent out to punt.,,birth_name,https://www.pro-football-reference.com/players/G/GuyxRa20.htm,,,,verified
,Thomas Rush,Thomas,Rush,NFL defensive lineman,sports,Pittsburgh Steelers,United States,2000,,semantic,4,Rush,As a pass rusher his surname matches the rush he was tasked with.,,birth_name,https://www.pro-football-reference.com/players/R/RushTh00.htm,,,,verified
,Clive Rush,Clive,Rush,NFL end and punter,sports,Green Bay Packers,United States,1931,,semantic,3,Rush,His surname matches the pass rush even though he also punted.,,birth_name,https://www.pro-football-reference.com/players/R/RushCl20.htm,,,,verified
,Anthony Rush,Anthony,Rush,NFL defensive tackle,sports,Indianapolis Colts,United States,1995,,semantic,3,Rush,His surname matches the pass-rush role of an interior lineman.,,birth_name,https://www.pro-football-reference.com/players/R/RushAn00.htm,,,,verified
,Cooper Rush,Cooper,Rush,NFL quarterback,sports,Dallas Cowboys,United States,1993,,ironic,3,Rush,As a quarterback he orchestrates the offense rather than the defensive rush his name suggests.,,birth_name,https://www.pro-football-reference.com/players/R/RushCo00.htm,,,,verified
,Larry Foote,Larry,Foote,NFL linebacker,sports,Pittsburgh Steelers,United States,1980,,direct,5,Foote,His surname is the body part most associated with American football.,,birth_name,https://www.pro-football-reference.com/players/F/FootLa20.htm,,,,verified
,Jon Runyan,Jon,Runyan,NFL offensive tackle,sports,Philadelphia Eagles,United States,1973,,wordplay,3,Runyan,"His surname combines run and yan, apt for a lineman opening running lanes.",,birth_name,https://www.pro-football-reference.com/players/R/RunyJo20.htm,,,,verified
,John Sack,John,Sack,NFL guard,sports,Columbus Tigers,United States,1902,1980,wordplay|ironic,3,Sack,His surname is a defensive stat but he played on the offensive line.,,birth_name,https://www.pro-football-reference.com/players/S/SackJo20.htm,,,,verified
,Terrell Suggs,Terrell,Suggs,NFL linebacker,sports,Baltimore Ravens,United States,1983,,semantic,4,Suggs,"His surname evokes sacks, the stat that defined his pass-rushing career.",,birth_name,https://www.pro-football-reference.com/players/S/SuggTe99.htm,,,,verified
,Montez Sweat,Montez,Sweat,NFL defensive end,sports,Washington Commanders,United States,1995,,semantic,3,Sweat,His surname evokes the sweat of trench warfare on the defensive line.,,birth_name,https://www.pro-football-reference.com/players/S/SweaMo00.htm,,,,verified
,Najee Goode,Najee,Goode,NFL linebacker,sports,Philadelphia Eagles,United States,1989,,wordplay,3,Goode,"His surname is good, a word coaches use to praise solid play.",,birth_name,https://www.pro-football-reference.com/players/G/GoodNa00.htm,,,,verified
,Cameron Goode,Cameron,Goode,NFL linebacker,sports,Miami Dolphins,United States,1998,,wordplay,3,Goode,"His surname is good, a word coaches use to praise solid play.",,birth_name,https://www.pro-football-reference.com/players/G/GoodCa00.htm,,,,verified
,Chris Goode,Chris,Goode,NFL defensive back,sports,Indianapolis Colts,United States,1963,,wordplay,2,Goode,"His surname is good, a word coaches use to praise solid play.",,birth_name,https://www.pro-football-reference.com/players/G/GoodCh20.htm,,,,verified
,Rob Goode,Rob,Goode,NFL fullback,sports,Washington Redskins,United States,1927,2007,wordplay,2,Goode,"His surname is good, a word coaches use to praise solid play.",,birth_name,https://www.pro-football-reference.com/players/G/GoodRo01.htm,,,,verified
,Kerry Goode,Kerry,Goode,NFL running back,sports,Tampa Bay Buccaneers,United States,1966,,wordplay,2,Goode,"His surname is good, a word coaches use to praise solid play.",,birth_name,https://www.pro-football-reference.com/players/G/GoodKe00.htm,,,,verified
,Ellis Gardner,Ellis,Gardner,NFL offensive lineman,sports,Indianapolis Colts,United States,1961,,wordplay,3,Gardner,His surname evokes tending the field like a gardener.,,birth_name,https://www.pro-football-reference.com/players/G/GardEl20.htm,,,,verified
,Moe Gardner,Moe,Gardner,NFL defensive tackle,sports,Atlanta Falcons,United States,1968,,wordplay,2,Gardner,His surname evokes tending the field like a gardener.,,birth_name,https://www.pro-football-reference.com/players/G/GardMo20.htm,,,,verified
,Gilbert Gardner,Gilbert,Gardner,NFL linebacker,sports,Indianapolis Colts,United States,1981,,wordplay,2,Gardner,His surname evokes tending the field like a gardener.,,birth_name,https://www.pro-football-reference.com/players/G/GardGi20.htm,,,,verified
,Baker Mayfield,Baker,Mayfield,NFL quarterback,sports,Tampa Bay Buccaneers,United States,1995,,wordplay,3,Mayfield,His surname Mayfield pairs with his first name to suggest making plays on the field.,,birth_name,https://www.pro-football-reference.com/players/M/MayfBa00.htm,,,,verified
,Morgan Frost,Morgan,Frost,NHL center,sports,Calgary Flames,Canada,1999,,semantic,4,Frost,His surname matches the cold ice surface of hockey.,,birth_name,https://www.hockey-reference.com/players/f/frostmo01.html,,,,verified
,Garth Snow,Garth,Snow,NHL goaltender,sports,New York Islanders,United States,1969,,semantic,4,Snow,His surname matches the cold conditions of outdoor and indoor hockey.,,birth_name,https://www.hockey-reference.com/players/s/snowga01.html,,,,verified
,Ryan Winterton,Ryan,Winterton,NHL center,sports,Seattle Kraken,Canada,2002,,semantic,4,Winterton,"His surname embeds winter, the season synonymous with hockey.",,birth_name,https://www.hockey-reference.com/players/w/wintery01.html,,,,verified
,Hank Blade,Hank,Blade,NHL left wing,sports,Detroit Red Wings,Canada,,1973,semantic,3,Blade,His surname matches the blade of a hockey stick.,,birth_name,https://www.hockey-reference.com/players/b/bladeha01.html,,,,verified
,Blade Jenkins,Blade,Jenkins,NHL prospect,sports,New York Islanders,United States,2000,,semantic,3,Blade,His given name matches the blade of a hockey stick.,,birth_name,https://www.hockey-reference.com/players/j/jenkibl01.html,,,,verified
,Jim Playfair,Jim,Playfair,NHL defenseman and coach,sports,Calgary Flames,Canada,1964,,wordplay|ironic,3,Playfair,His surname says play fair while hockey is a physical contact sport.,,birth_name,https://www.hockey-reference.com/players/p/playfji01.html,,,"Brother of Larry Playfair, an enforcer.",verified
,Harry Frost,Harry,Frost,NHL right wing,sports,Detroit Red Wings,Canada,,1975,semantic,3,Frost,His surname matches the cold ice surface of hockey.,,birth_name,https://www.hockey-reference.com/players/f/frostha01.html,,,,verified
,Aaron Snow,Aaron,Snow,NHL left wing,sports,Dallas Stars,Canada,1988,,semantic,3,Snow,His surname matches the cold conditions associated with hockey.,,birth_name,https://www.hockey-reference.com/players/s/snowaa01.html,,,,verified
,Quinten Post,Quinten,Post,NBA power forward,sports,Golden State Warriors,Netherlands,2000,,direct,4,Post,"He plays the post, the low-block area his surname names.",,birth_name,https://www.basketball-reference.com/players/p/postqu01.html,,,,verified
,Bobby Hooper,Bobby,Hooper,ABA guard,sports,Indiana Pacers,United States,1944,,phonetic,3,Hooper,"His surname is a near-homophone of hoop, the basket in basketball.",,birth_name,https://www.basketball-reference.com/players/h/hoopebo01.html,,,,verified
,Deward Dopson,Deward,Dopson,NBA center,sports,Minneapolis Lakers,United States,1929,2015,phonetic,4,Swish,His nickname Swish names the sound of a perfect shot.,,professional_name,https://www.basketball-reference.com/players/d/dopsode01.html,,,Known by nickname Swish.,verified
,World B. Free,Lloyd,Free,NBA guard,sports,Philadelphia 76ers,United States,1953,,wordplay,4,Free,His adopted name World B. Free evokes free throws and freelancing offense.,,professional_name,https://www.basketball-reference.com/players/f/freewo01.html,,,Birth name Lloyd Bernard Free; changed to World B. Free.,verified
,Stromile Swift,Stromile,Swift,NBA forward,sports,Memphis Grizzlies,United States,1979,,semantic,3,Swift,His surname matches the speed expected of an athletic forward.,,birth_name,https://www.basketball-reference.com/players/s/swiftst01.html,,,,verified
,Courtney Lee,Courtney,Lee,NBA guard,sports,Boston Celtics,United States,1985,,wordplay,3,Courtney,His first name Court- evokes the basketball court.,,birth_name,https://www.basketball-reference.com/players/l/leeco01.html,,,,verified
,J.R. Smith,J.R.,Smith,NBA guard,sports,Cleveland Cavaliers,United States,1985,,phonetic,3,Swish,His nickname J.R. Swish names the sound of a made basket.,,professional_name,https://www.basketball-reference.com/players/s/smithjr01.html,,,Earl Smith III; Swish is a nickname.,verified
,Lavor Postell,Lavor,Postell,NBA forward,sports,New York Knicks,United States,1978,,wordplay,3,Postell,"His surname Postell contains post, the low-block position.",,birth_name,https://www.basketball-reference.com/players/p/postela01.html,,,,verified
,Harry Caray,Harry,Caray,MLB broadcaster,sports,Chicago Cubs,United States,1914,1998,phonetic,2,Caray,"His surname is pronounced like carry, as broadcasters carry the action to fans.",,birth_name,https://sabr.org/bioproj/person/harry-caray/,,,Birth name Harry Christopher Carabina.,probable
,Red Barber,Red,Barber,MLB broadcaster,sports,Brooklyn Dodgers,United States,1908,1992,other,2,Barber,His surname is unrelated to baseball but his red hair inspired his famous nickname.,,birth_name,https://baseballhall.org/discover-more/awards/frick/red-barber,,,Included for broadcaster category; aptronym fit is weak.,borderline
,Luis Curvelo,Luis,Curvelo,minor league pitcher,sports,Gulf Coast League,Venezuela,1994,,wordplay,3,Curvelo,"His surname evokes curve, a common breaking pitch.",,birth_name,https://www.baseball-reference.com/register/player.fcgi?id=curvel001lui,,,,verified
,Johnny Dickshot,Johnny,Dickshot,MLB outfielder,sports,Pittsburgh Pirates,United States,1910,1994,other,2,Dickshot,His surname is a risqué pun rather than a description of his outfield play.,,birth_name,https://www.baseball-reference.com/players/d/dicksjo01.shtml,,,Included as a documented odd baseball name; aptronym fit is marginal.,borderline
,Sparky Lyle,Sparky,Lyle,MLB relief pitcher,sports,New York Yankees,United States,1944,,semantic,3,Sparky,His nickname Sparky suggested the lively fastball of a fireman reliever.,,professional_name,https://www.baseball-reference.com/players/l/lylesp01.shtml,,,Birth name Albert Walter Lyle.,verified
,Jim Bottomley,Jim,Bottomley,MLB first baseman,sports,St. Louis Cardinals,United States,1900,1959,wordplay,2,Bottomley,His surname suggests the bottom of the batting order though he was a middle-of-the-order slugger.,,birth_name,https://www.baseball-reference.com/players/b/bottj01.shtml,,,,verified
,Jerry Rush,Jerry,Rush,NFL defensive tackle,sports,Detroit Lions,United States,1948,,semantic,3,Rush,His surname matches the pass rush expected of a defensive lineman.,,birth_name,https://www.pro-football-reference.com/players/R/RushJe20.htm,,,,verified
,Darius Rush,Darius,Rush,NFL cornerback,sports,Pittsburgh Steelers,United States,2000,,semantic,2,Rush,His surname echoes pass rush though he played in the secondary.,,birth_name,https://www.pro-football-reference.com/players/R/RushDa00.htm,,,,verified
,Chase Young,Chase,Young,NFL defensive end,sports,Washington Commanders,United States,1999,,wordplay,3,Chase,As a pass rusher his first name Chase describes what he does to quarterbacks.,,birth_name,https://www.pro-football-reference.com/players/Y/YounCh00.htm,,,,verified
,Shane Lechler,Shane,Lechler,NFL punter,sports,Oakland Raiders,United States,1976,,wordplay,2,Lechler,His surname evokes launching the ball like a leeching kick.,,birth_name,https://www.pro-football-reference.com/players/L/LechSh20.htm,,,,verified
,Johnny Hekker,Johnny,Hekker,NFL punter,sports,Los Angeles Rams,United States,1990,,wordplay,2,Hekker,His surname is a near-homophone of kicker.,,birth_name,https://www.pro-football-reference.com/players/H/HekkJo00.htm,,,,verified
,Hunter Henry,Hunter,Henry,NFL tight end,sports,New England Patriots,United States,1994,,semantic,3,Hunter,His first name Hunter suits a tight end hunting seams in zone coverage.,,birth_name,https://www.pro-football-reference.com/players/H/HenrHu00.htm,,,,verified
,Brett Goode,Brett,Goode,NFL long snapper,sports,Green Bay Packers,United States,1984,,wordplay,2,Goode,"His surname is good, apt for a specialist with a flawless snap.",,birth_name,https://www.pro-football-reference.com/players/G/GoodBr99.htm,,,,verified
