id,full_name,first_name,last_name,occupation,field,organization,country,birth_year,death_year,aptronym_type,aptronym_score,name_element,connection,name_origin,name_status,person_source_url,name_source_url,discovery_source_url,notes,review_status
,Arina Naaktgeboren,Arina,Naaktgeboren,maternity nurse,medicine,,Netherlands,,,translation,4,Naaktgeboren,"Naaktgeboren means born naked in Dutch, apt for a kraamverzorgster helping newborns.",Dutch: born naked,birth_name,https://www.538.nl/radio/538-nieuws/artikelen/ferry-kok-die-als-kok-werkt-op-een-ferry-wint-de-eerste-hennie-de-haan-cup,https://en.wiktionary.org/wiki/naakt,https://www.floorzorgt.nl/floor-onderzoekt/hilarisch-deze-zorgmedewerkers-hebben-een-naam-die-past-bij-hun-beroep,Listed in Hennie de Haan Cup top ten.,verified
,Els Suiker,Els,Suiker,diabetes nurse,medicine,,Netherlands,,,translation,4,Suiker,Suiker means sugar in Dutch; she works as a diabetes nurse.,Dutch: sugar,unknown,https://www.538.nl/radio/538-nieuws/artikelen/ferry-kok-die-als-kok-werkt-op-een-ferry-wint-de-eerste-hennie-de-haan-cup,https://en.wiktionary.org/wiki/suiker,https://www.floorzorgt.nl/floor-onderzoekt/hilarisch-deze-zorgmedewerkers-hebben-een-naam-die-past-bij-hun-beroep,Person verified via Radio 538 list only.,probable
,Klaske Meester,Klaske,Meester,primary school teacher,education,,Netherlands,,,translation,5,Meester,Meester means teacher in Dutch; she works as a schoolteacher.,Dutch: teacher/master,unknown,https://www.538.nl/radio/538-nieuws/artikelen/ferry-kok-die-als-kok-werkt-op-een-ferry-wint-de-eerste-hennie-de-haan-cup,https://en.wiktionary.org/wiki/meester,https://onzetaal.nl/educatie/ik-zit-op-de/basisschool/bijzondere-woorden/aptoniem,Person verified via Radio 538 list only.,probable
,Mario Lek,Mario,Lek,plumber,trades,,Netherlands,,,translation,4,Lek,"Lek means leak in Dutch, apt for a loodgieter.",Dutch: leak,unknown,https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05592.php,https://en.wiktionary.org/wiki/lek,https://www.538.nl/radio/538-nieuws/artikelen/ferry-kok-die-als-kok-werkt-op-een-ferry-wint-de-eerste-hennie-de-haan-cup,Listed in DBNL aptonym anthology.,probable
,Ignar Rip,Ignar,Rip,cemetery manager,other,,Netherlands,,,translation,3,Rip,Rip suggests rest in peace in Dutch funeral context; he manages a begraafplaats.,Dutch/English: RIP,unknown,https://www.538.nl/radio/538-nieuws/artikelen/ferry-kok-die-als-kok-werkt-op-een-ferry-wint-de-eerste-hennie-de-haan-cup,https://en.wiktionary.org/wiki/rip,https://www.vrt.be/vrtnws/nl/2021/02/13/ferry-kok/,Rip is acronym stretch; person from Radio 538 list.,borderline
,Tim Timmer,Tim,Timmer,carpenter,trades,,Netherlands,,,translation,5,Timmer,Timmer means carpenter in Dutch; he works as a timmerman.,Dutch: carpenter,unknown,https://www.538.nl/radio/538-nieuws/artikelen/ferry-kok-die-als-kok-werkt-op-een-ferry-wint-de-eerste-hennie-de-haan-cup,https://en.wiktionary.org/wiki/timmer,,Person from Radio 538 list only.,probable
,Marco Spijkerman,Marco,Spijkerman,carpenter,trades,,Netherlands,,,translation,4,Spijkerman,Spijkerman means nail man in Dutch; he works as a timmerman.,Dutch: nail man,unknown,https://www.538.nl/radio/538-nieuws/artikelen/ferry-kok-die-als-kok-werkt-op-een-ferry-wint-de-eerste-hennie-de-haan-cup,https://en.wiktionary.org/wiki/spijker,,Person from Radio 538 list only.,probable
,Bianca Vet,Bianca,Vet,weight-loss coach,medicine,,Netherlands,,,translation,4,Vet,Vet means fat in Dutch; she works as an afslankcoach.,Dutch: fat,unknown,https://onzetaal.nl/educatie/ik-zit-op-de/basisschool/bijzondere-woorden/aptoniem,https://en.wiktionary.org/wiki/vet,https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05592.php,Person from aptonym lists only.,probable
,Benjamin Millepied,Benjamin,Millepied,dancer and choreographer,arts,Paris Opera Ballet,France,1977,,translation,4,Millepied,"Millepied means thousand feet in French, apt for a ballet dancer.",French: thousand feet,birth_name,https://en.wikipedia.org/wiki/Benjamin_Millepied,https://en.wiktionary.org/wiki/mille,https://www.imdb.com/fr/name/nm1018521/bio/,,verified
,Thierry Le Luron,Thierry,Le Luron,comedian and impersonator,arts,,France,1952,1986,translation,4,Luron,Luron means joker or buffoon in French; he was a celebrated humorist.,French: joker,birth_name,https://en.wikipedia.org/wiki/Thierry_Le_Luron,https://fr.wiktionary.org/wiki/luron,https://www.dicopathe.com/quest-donc-un-dictionnaire-des-aptonymes/,,verified
,José Bové,José,Bové,farmer and politician,politics,Confédération paysanne,France,1953,,translation,4,Bové,Bové derives from bouvier (cowherd) in Occitan; he is a sheep farmer and peasant leader.,Occitan/French: oxherd,birth_name,https://en.wikipedia.org/wiki/Jos%C3%A9_Bov%C3%A9,https://en.wiktionary.org/wiki/bouvier,https://verne.elpais.com/verne/2019/10/11/articulo/1570790600_618544.html,,verified
,Gontran Cherrier,Gontran,Cherrier,baker and pastry chef,food,,France,1978,,translation,3,Cherrier,Cherrier relates to cherry in French; he is a fourth-generation boulanger.,French: cherry tree,birth_name,https://en.wikipedia.org/wiki/Gontran_Cherrier,https://fr.wiktionary.org/wiki/cherrier,,Surname etymology is topographic not baker.,borderline
,Pierre Boncoeur,Pierre,Boncoeur,cardiologist,medicine,,France,,,translation,4,Boncoeur,Bon cœur means good heart in French; he is a cardiologist.,French: good heart,unknown,https://fatrazie.com/aptonyme-2/3-exemples-d-aptonymes,https://fr.wiktionary.org/wiki/c%C5%93ur,https://fatrazie.com/aptonyme-2/51-aptonymes-2,Listed in French aptonym registry; person verification limited.,probable
,Dominique Soin,Dominique,Soin,physician,medicine,,France,,,translation,4,Soin,Soin means care in French; he practises as a médecin.,French: care,unknown,https://fatrazie.com/aptonyme-2/3-exemples-d-aptonymes,https://fr.wiktionary.org/wiki/soin,https://fatrazie.com/aptonyme-2/51-aptonymes-2,Listed in French aptonym registry.,probable
,Jacques Boucher,Jacques,Boucher,dentist,medicine,,France,,,translation,3,Boucher,"Boucher means butcher in French, ironic for a chirurgien-dentiste.",French: butcher,unknown,https://fatrazie.com/aptonyme-2/3-exemples-d-aptonymes,https://fr.wiktionary.org/wiki/boucher,,Four dentists named Boucher listed in Bergerac region.,probable
,Yolande Laloi,Yolande,Laloi,lawyer,law,,France,,,translation,4,Laloi,Laloi reads as la loi (the law) in French; she practises as an avocate.,French: the law,unknown,https://fatrazie.com/aptonyme-2/54-aptonymes-par-domiciliation,https://fr.wiktionary.org/wiki/loi,,Listed in French aptonym registry.,probable
,Claude Bataille,Claude,Bataille,lawyer,law,,France,,,translation,4,Bataille,Bataille means battle in French; apt for a trial lawyer.,French: battle,unknown,https://fatrazie.com/aptonyme-2/54-aptonymes-par-domiciliation,https://fr.wiktionary.org/wiki/bataille,,Listed in French aptonym registry.,probable
,Blas Cantó,Blas,Cantó,singer,arts,,Spain,1991,,translation,4,Cantó,Cantó is the Spanish preterite of cantar (to sing); he is a professional vocalist.,Spanish: sang (cantar),birth_name,https://en.wikipedia.org/wiki/Blas_Cant%C3%B3,https://en.wiktionary.org/wiki/cantar,https://verne.elpais.com/verne/2019/10/11/articulo/1570790600_618544.html,Surname may be topographic; cantar homophony cited in El País.,verified
,Javier Cámara,Javier,Cámara,film actor,arts,,Spain,1967,,translation,4,Cámara,Cámara means camera in Spanish; he is a prominent film actor.,Spanish: camera,birth_name,https://en.wikipedia.org/wiki/Javier_C%C3%A1mara,https://en.wiktionary.org/wiki/c%C3%A1mara,https://verne.elpais.com/verne/2019/10/11/articulo/1570790600_618544.html,,verified
,Emilio Botín,Emilio,Botín,bank executive,business,Grupo Santander,Spain,1934,2014,translation,3,Botín,Botín can mean booty or spoils in Spanish; he led Spain's largest bank.,Spanish: booty/spoils,birth_name,https://en.wikipedia.org/wiki/Emilio_Bot%C3%ADn,https://en.wiktionary.org/wiki/bot%C3%ADn,https://verne.elpais.com/verne/2019/10/11/articulo/1570790600_618544.html,El País lists as aptónimo; etymology is leather boot not banking.,probable
,Jan Igor Rybak,Jan Igor,Rybak,hydrobiologist,science,Institute of Ecology PAN,Poland,1934,2014,translation,4,Rybak,Rybak means fisherman in Polish; he studied aquatic ecosystems.,Polish: fisherman,birth_name,https://pl.wikipedia.org/wiki/Jan_Igor_Rybak,https://en.wiktionary.org/wiki/rybak,,,verified
,Nikolai Volkov,Nikolai,Volkov,wrestler,sports,,Soviet Union,1950,2020,translation,3,Volkov,Volkov means wolf's son in Russian; he wrestled under the nickname The Russian Bear.,Russian: wolf,birth_name,https://en.wikipedia.org/wiki/Nikolai_Volkov,https://en.wiktionary.org/wiki/volk,,Animal link is semantic not occupational.,verified
,Dmitri Medvedev,Dmitri,Medvedev,prime minister,politics,Government of Russia,Russia,1965,,translation,3,Medvedev,Medvedev means bear's son in Russian.,Russian: bear,birth_name,https://en.wikipedia.org/wiki/Dmitry_Medvedev,https://en.wiktionary.org/wiki/medved,,Semantic animal surname not occupational.,verified
,Innocent of Alaska,Ivan,Popov,Orthodox bishop and missionary,religion,Russian Orthodox Church,Russia,1797,1879,translation,4,Popov,Popov derives from pop (priest) in Russian; he was ordained and became Metropolitan of Moscow.,Russian: priest's son,birth_name,https://en.wikipedia.org/wiki/Innocent_of_Alaska,https://en.wiktionary.org/wiki/pop,,Took monastic name Innocent; born Ivan Popov.,verified
,Margit Kovács,Margit,Kovács,ceramic sculptor,arts,,Hungary,1902,1977,translation,4,Kovács,Kovács means blacksmith in Hungarian; she was a celebrated sculptor working in clay.,Hungarian: blacksmith,birth_name,https://en.wikipedia.org/wiki/Margit_Kov%C3%A1cs,https://en.wiktionary.org/wiki/kov%C3%A1cs,,,verified
,Lorentz Fisker,Lorentz,Fisker,oceanographer,science,Royal Danish Navy,Denmark,1753,1819,translation,3,Fisker,Fisker means fisher in Danish; he mapped coasts and currents for the navy.,Danish: fisher,birth_name,https://en.wikipedia.org/wiki/Fisker_(surname),https://en.wiktionary.org/wiki/fisk,,Listed on Fisker surname page as oceanographer.,verified
,Akihiko Hoshide,Akihiko,Hoshide,astronaut,science,JAXA,Japan,1968,,translation,4,Hoshi,Hoshi (星) means star in Japanese; he commanded the International Space Station.,Japanese: star,birth_name,https://en.wikipedia.org/wiki/Akihiko_Hoshide,https://en.wiktionary.org/wiki/%E6%98%9F,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%97%E3%83%88%E3%83%AD%E3%83%8B%E3%83%A0,,verified
,Noboru Yamada,Noboru,Yamada,mountaineer,sports,,Japan,1950,1989,translation,5,Yamada/Noboru,Yamada means mountain rice-field and noboru means to ascend in Japanese; he summited nine 8000 m peaks.,Japanese: mountain / ascend,birth_name,https://ja.wikipedia.org/wiki/%E5%B1%B1%E7%94%B0%E6%98%87,https://en.wiktionary.org/wiki/%E5%B1%B1,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%97%E3%83%88%E3%83%AD%E3%83%8B%E3%83%A0,,verified
,Kyuji Fujikawa,Kyuji,Fujikawa,baseball pitcher and manager,sports,Hanshin Tigers,Japan,1980,,translation,4,Kyuji,Kyuji (球児) means ball child in Japanese; he recorded 245 saves as a closer.,Japanese: ball child,birth_name,https://ja.wikipedia.org/wiki/%E8%97%A4%E5%B7%9D%E7%90%83%E5%85%90,https://en.wiktionary.org/wiki/%E7%90%83,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%97%E3%83%88%E3%83%AD%E3%83%8B%E3%83%A0,Given name not surname; cited in Japanese aptronym lists.,verified
,Yisrael Meir Kagan,Yisrael Meir,Kagan,rabbi and ethicist,religion,,Lithuania,1838,1933,translation,4,Kagan,Kagan (kohen) means priest in Hebrew; he was a leading Orthodox rabbi known as the Chofetz Chaim.,Hebrew: priest,birth_name,https://en.wikipedia.org/wiki/Yisrael_Meir_Kagan,https://en.wikipedia.org/wiki/Kohen,,Also known as ha-Kohen.,verified
,Raphael Cohen,Raphael,Cohen,chief rabbi,religion,Altona-Hamburg-Wandsbek,Germany,1722,1803,translation,4,Cohen,Cohen (kohen) means priest in Hebrew; he served as chief rabbi of three cities.,Hebrew: priest,birth_name,https://en.wikipedia.org/wiki/Raphael_Cohen,https://en.wikipedia.org/wiki/Cohen,,,verified
,Shabbatai HaKohen,Shabbatai,HaKohen,talmudist,religion,,Poland,1621,1662,translation,4,HaKohen,HaKohen means the priest in Hebrew; he was a celebrated halakhic authority called the Shakh.,Hebrew: the priest,birth_name,https://en.wikipedia.org/wiki/Shabbethai_Kohen,https://en.wikipedia.org/wiki/Kohen,,,verified
,Abu Hafs Amr Haddad,Abu Hafs Amr,Haddad,Sufi mystic and blacksmith,religion,,Iran,,879,translation,5,Haddad,Al-Haddad means the blacksmith in Arabic; he worked as a smith in Nishapur.,Arabic: blacksmith,birth_name,https://en.wikipedia.org/wiki/Abu_Hafs_Amr_Haddad,https://en.wikipedia.org/wiki/Haddad,,9th-century figure.,verified
,Habib El Malki,Habib,El Malki,parliament speaker,politics,House of Representatives,Morocco,1946,,translation,4,Malki,El Malki derives from malik (king) in Arabic; he presided over Morocco's lower house.,Arabic: king,birth_name,https://en.wikipedia.org/wiki/Habib_El_Malki,https://en.wikipedia.org/wiki/Malik,,,verified
,Rehman Malik,Rehman,Malik,interior minister,politics,Government of Pakistan,Pakistan,1951,2022,translation,3,Malik,Malik means king in Arabic and Urdu; he led Pakistan's interior ministry.,Arabic: king,birth_name,https://en.wikipedia.org/wiki/Rehman_Malik,https://en.wikipedia.org/wiki/Malik,,,verified
,Christian Weber,Christian,Weber,fashion designer,arts,Weber+Weber Sartoria,Austria,,,translation,4,Weber,Weber means weaver in German; he designs tailored menswear and womenswear.,German: weaver,birth_name,https://weberweber.it/en/pages/uber-uns,https://en.wiktionary.org/wiki/Weber,,Designer site confirms name and profession.,verified
,Gustav Mahler,Gustav,Mahler,composer and conductor,arts,,Austria-Hungary,1860,1911,translation,4,Mahler,"Mahler derives from Maler, the German word for painter, though he composed symphonies.",German: painter,birth_name,https://en.wikipedia.org/wiki/Gustav_Mahler,https://en.wikipedia.org/wiki/Mahler_(surname),https://en.wikipedia.org/wiki/Mahler_(surname),Occupational surname; ironic fit to music rather than visual art.,verified
,Giuseppe Verdi,Giuseppe,Verdi,composer,arts,,Italy,1813,1901,translation,3,Verdi,"Verdi is the Italian word for green, jocularly anglicized as Joe Green by orchestra players.",Italian: green,birth_name,https://en.wikipedia.org/wiki/Giuseppe_Verdi,https://en.wiktionary.org/wiki/verde,https://www.thenewworld.co.uk/joe-green-and-a-name-to-envy/,Color surname; weak link to opera but widely cited pun.,verified
,Hans Zimmer,Hans,Zimmer,film composer,arts,,Germany,1957,,translation,3,Zimmer,"Zimmer is German for room, and he scores the rooms of cinema.",German: room,birth_name,https://en.wikipedia.org/wiki/Hans_Zimmer,https://en.wiktionary.org/wiki/Zimmer,,,verified
,Bono,Bono,,singer-songwriter,arts,U2,Ireland,1960,,translation,3,Bono,"Bono is derived from Bono Vox, good voice in Latin, fitting a rock singer.",Latin: good,professional_name,https://en.wikipedia.org/wiki/Bono,https://en.wiktionary.org/wiki/bonus,,Birth name Paul David Hewson.,verified
,Esperanza Spalding,Esperanza,Spalding,jazz bassist and singer,arts,,United States,1984,,translation,3,Esperanza,"Esperanza means hope in Spanish, fitting an optimistic jazz voice.",Spanish: hope,birth_name,https://en.wikipedia.org/wiki/Esperanza_Spalding,https://en.wiktionary.org/wiki/esperanza,,,verified
,Mark Twain,Mark,Twain,novelist and humorist,arts,,United States,1835,1910,translation,4,Twain,"Twain is riverboat slang for two fathoms, apt for the Mississippi steamboat writer.",Mississippi River slang: two fathoms,pseudonym,https://en.wikipedia.org/wiki/Mark_Twain,https://www.etymonline.com/word/twain,,Birth name Samuel Langhorne Clemens.,verified
,Art Spiegelman,Art,Spiegelman,cartoonist,arts,,United States,1948,,translation,4,Spiegelman,"Spiegelman means mirror man in German, fitting a cartoonist who reflected the Holocaust.",German: mirror + man,birth_name,https://en.wikipedia.org/wiki/Art_Spiegelman,https://en.wiktionary.org/wiki/Spiegel,,Maus Pulitzer Prize winner.,verified
,Wolf Blitzer,Wolf,Blitzer,television news anchor,media,CNN,United States,1948,,translation|wordplay,4,Blitzer,"Blitzer combines Wolf with blitz, lightning in German, apt for a fast-breaking news anchor.",German: lightning,birth_name,https://en.wikipedia.org/wiki/Wolf_Blitzer,https://en.wiktionary.org/wiki/Blitz,https://en.wikipedia.org/wiki/Wolf_Blitzer,Hebrew pen name Ze'ev Barak also means wolf and lightning.,verified
,Christiane Amanpour,Christiane,Amanpour,television journalist,media,CNN,England,1958,,translation,3,Aman,"Aman means peace in Persian, contrasting with her war-zone reporting.",Persian: peace,birth_name,https://en.wikipedia.org/wiki/Christiane_Amanpour,https://en.wiktionary.org/wiki/آمین,,,verified
,Fritz Lang,Fritz,Lang,film director,arts,,Germany,1890,1976,translation,3,Lang,"Lang means long in German, apt for the extended running times of his epics.",German: long,birth_name,https://en.wikipedia.org/wiki/Fritz_Lang,https://en.wiktionary.org/wiki/lang,,Directed Metropolis and M.,verified
,Werner Herzog,Werner,Herzog,film director,arts,,Germany,1942,,translation,3,Herzog,"Herzog means duke in German, fitting an auteur who commands his sets.",German: duke,birth_name,https://en.wikipedia.org/wiki/Werner_Herzog,https://en.wiktionary.org/wiki/Herzog,,Herz also means heart in German.,verified
,Luchino Visconti,Luchino,Visconti,film director,arts,,Italy,1906,1976,translation,3,Visconti,"Visconti means viscount in Italian, apt for an aristocratic neorealist director.",Italian: viscount,birth_name,https://en.wikipedia.org/wiki/Luchino_Visconti,https://en.wiktionary.org/wiki/visconte,,Member of the Visconti di Modrone family.,verified
,Akira Kurosawa,Akira,Kurosawa,film director,arts,,Japan,1910,1998,translation,4,Kurosawa,"Kurosawa means black swamp, apt for the dark moral landscapes of his samurai epics.",Japanese: black + swamp,birth_name,https://en.wikipedia.org/wiki/Akira_Kurosawa,https://en.wikipedia.org/wiki/Kurosawa_(surname),,Kanji 黒沢.,verified
,Dorothea Lange,Dorothea,Lange,photographer,arts,,United States,1895,1965,translation,3,Lange,"Lange means long in German, apt for her sweeping documentary frames.",German: long,birth_name,https://en.wikipedia.org/wiki/Dorothea_Lange,https://en.wiktionary.org/wiki/lang,,Migrant Mother photographer.,verified
,Robert Capa,Robert,Capa,war photographer,arts,Magnum Photos,Hungary,1913,1954,translation,3,Capa,"Capa means shark in Hungarian, apt for a photographer who swam into battle.",Hungarian: shark,professional_name,https://en.wikipedia.org/wiki/Robert_Capa,https://en.wiktionary.org/wiki/cápa,,Birth name Endre Friedmann; chose Capa with Gerda Taro.,verified
,Claude Monet,Claude,Monet,painter,arts,,France,1840,1926,translation|ironic,3,Monet,"Monet resembles monnaie, French for money, ironic for an Impressionist who struggled financially.",French: money (monnaie),birth_name,https://en.wikipedia.org/wiki/Claude_Monet,https://en.wiktionary.org/wiki/monnaie,,Homophone pun rather than etymology.,probable
,Édouard Manet,Édouard,Manet,painter,arts,,France,1832,1883,translation,3,Manet,"Manet is Latin for he remains, apt for a painter who stayed at the edge of tradition.",Latin: he remains,birth_name,https://en.wikipedia.org/wiki/%C3%89douard_Manet,https://en.wiktionary.org/wiki/manet,,Latin tag manet used in classical texts.,probable
,Rembrandt,Rembrandt,van Rijn,painter and printmaker,arts,,Netherlands,1606,1669,translation,3,Rembrandt,"Rembrandt combines rem ( o ) and brandt, Dutch for burned or sword brand, apt for dramatic chiaroscuro.",Dutch: sword blade / burn mark,birth_name,https://en.wikipedia.org/wiki/Rembrandt,https://en.wiktionary.org/wiki/brand,,Full name Rembrandt Harmenszoon van Rijn.,probable
,Wolfgang Amadeus Mozart,Wolfgang Amadeus,Mozart,composer,arts,,Austria,1756,1791,translation,3,Amadeus,"Amadeus means loved by God in Latin, apt for a prodigy composer.",Latin: loved by God,birth_name,https://en.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart,https://en.wiktionary.org/wiki/Amadeus,,Full name Johannes Chrysostomus Wolfgangus Theophilus Mozart.,verified
,Ennio Morricone,Ennio,Morricone,film composer,arts,,Italy,1928,2020,translation,2,Morricone,"Morricone faintly echoes morire, to die in Italian, apt for his spaghetti-western scores.",Italian: die (morire),birth_name,https://en.wikipedia.org/wiki/Ennio_Morricone,https://en.wiktionary.org/wiki/morire,,Etymology speculative; surname origin uncertain.,borderline
,Federico Fellini,Federico,Fellini,film director,arts,,Italy,1920,1993,translation,2,Fellini,"Fellini suggests feline grace, faintly apt for his dreamlike cinema.",Italian: little cat (fellino),birth_name,https://en.wikipedia.org/wiki/Federico_Fellini,https://en.wiktionary.org/wiki/gatto,,Etymology speculative.,borderline
