id,full_name,first_name,last_name,occupation,field,organization,country,birth_year,death_year,aptronym_type,aptronym_score,name_element,connection,name_origin,name_status,person_source_url,name_source_url,discovery_source_url,notes,review_status
,Gustav Mahler,Gustav,Mahler,composer and conductor,arts,,Austria-Hungary,1860,1911,translation,4,Mahler,"Mahler derives from Maler, the German word for painter, though he composed symphonies.",German: painter,birth_name,https://en.wikipedia.org/wiki/Gustav_Mahler,https://en.wikipedia.org/wiki/Mahler_(surname),https://en.wikipedia.org/wiki/Mahler_(surname),Occupational surname; ironic fit to music rather than visual art.,verified
,Giuseppe Verdi,Giuseppe,Verdi,composer,arts,,Italy,1813,1901,translation,3,Verdi,"Verdi is the Italian word for green, jocularly anglicized as Joe Green by orchestra players.",Italian: green,birth_name,https://en.wikipedia.org/wiki/Giuseppe_Verdi,https://en.wiktionary.org/wiki/verde,https://www.thenewworld.co.uk/joe-green-and-a-name-to-envy/,Color surname; weak link to opera but widely cited pun.,verified
,Hans Zimmer,Hans,Zimmer,film composer,arts,,Germany,1957,,translation,3,Zimmer,"Zimmer is German for room, and he scores the rooms of cinema.",German: room,birth_name,https://en.wikipedia.org/wiki/Hans_Zimmer,https://en.wiktionary.org/wiki/Zimmer,,,verified
,Modest Mussorgsky,Modest,Mussorgsky,composer,arts,,Russia,1839,1881,ironic,3,Modest,"Modest means humble, ironically opposite to his bold operatic and orchestral works.",Russian/Latin: modest,birth_name,https://en.wikipedia.org/wiki/Modest_Mussorgsky,https://en.wiktionary.org/wiki/modest,,Given name Modest Petrovich Mussorgsky.,verified
,Sting,Sting,,singer-songwriter,arts,The Police,England,1951,,semantic,4,Sting,Sting names the sharp vocal attack of the former Police frontman.,,professional_name,https://en.wikipedia.org/wiki/Sting_(musician),,https://en.wikipedia.org/wiki/Aptronym,Birth name Gordon Matthew Thomas Sumner; nickname from a striped sweater.,verified
,Bono,Bono,,singer-songwriter,arts,U2,Ireland,1960,,translation,3,Bono,"Bono is derived from Bono Vox, good voice in Latin, fitting a rock singer.",Latin: good,professional_name,https://en.wikipedia.org/wiki/Bono,https://en.wiktionary.org/wiki/bonus,,Birth name Paul David Hewson.,verified
,Ringo Starr,Ringo,Starr,drummer and singer,arts,The Beatles,England,1940,,semantic,4,Starr,"Starr evokes stars, apt for one of the world's most famous pop musicians.",,professional_name,https://en.wikipedia.org/wiki/Ringo_Starr,,https://en.wikipedia.org/wiki/Aptronym,Birth name Richard Starkey; Ringo from ring-shaped jewelry.,verified
,Danny Elfman,Danny,Elfman,film composer,arts,,United States,1953,,wordplay,3,Elfman,"Elfman suggests elfin fantasy, fitting his scores for Tim Burton and Oz.",,birth_name,https://en.wikipedia.org/wiki/Danny_Elfman,,,Former leader of Oingo Boingo.,verified
,Joshua Bell,Joshua,Bell,violinist,arts,,United States,1967,,semantic,4,Bell,"Bell evokes ringing tone, apt for a celebrated concert violinist.",,birth_name,https://en.wikipedia.org/wiki/Joshua_Bell_(violinist),,,,verified
,Esperanza Spalding,Esperanza,Spalding,jazz bassist and singer,arts,,United States,1984,,translation,3,Esperanza,"Esperanza means hope in Spanish, fitting an optimistic jazz voice.",Spanish: hope,birth_name,https://en.wikipedia.org/wiki/Esperanza_Spalding,https://en.wiktionary.org/wiki/esperanza,,,verified
,Vivien Goldman,Vivien,Goldman,music journalist and musician,media,,England,1952,,semantic,3,Goldman,"Goldman suggests gold records, fitting a veteran reggae and punk music writer.",,birth_name,https://en.wikipedia.org/wiki/Vivien_Goldman,,https://www.viviengoldman.com/about,Bob Marley's first UK publicist.,verified
,Michael Bang,Michael,Bang,musician and music educator,arts,,United States,,,semantic,4,Bang,"Bang names percussive impact, fitting a drummer who leads the band Tell Me Tell Me.",Norwegian: village name,birth_name,https://oaklandside.org/2026/07/07/oakland-names-aptronyms-caen/,,https://oaklandside.org/2026/07/07/oakland-names-aptronyms-caen/,Surname from Norwegian village Bagn; teaches music in the Bay Area.,verified
,Matthew Alan Beat,Matthew Alan,Beat,YouTube musician,arts,,United States,,,direct,4,Beat,Beat names the rhythmic unit central to the music videos he publishes.,,birth_name,https://en.wikipedia.org/wiki/Aptronym,,https://en.wikipedia.org/wiki/Aptronym,Listed on Wikipedia aptronym page.,verified
,Oliver Goldsmith,Oliver,Goldsmith,novelist and playwright,arts,,Ireland,1728,1774,direct,5,Goldsmith,"Goldsmith is a metalworker, and he crafted prose and drama in the Georgian era.",English: gold worker,birth_name,https://en.wikipedia.org/wiki/Oliver_Goldsmith,,https://en.wikipedia.org/wiki/Oliver_Goldsmith,,verified
,Henry Wadsworth Longfellow,Henry Wadsworth,Longfellow,poet,arts,,United States,1807,1882,wordplay,4,Longfellow,"Longfellow reads as long fellow, apt for a poet of epic American verse.",,birth_name,https://en.wikipedia.org/wiki/Henry_Wadsworth_Longfellow,,https://en.wikipedia.org/wiki/Aptronym,,verified
,Noah Webster,Noah,Webster,lexicographer,arts,,United States,1758,1843,semantic,4,Webster,"Webster derives from weaver, apt for a man who wove American English into a dictionary.",English: weaver,birth_name,https://en.wikipedia.org/wiki/Noah_Webster,https://www.etymonline.com/word/webster,,,verified
,Thomas Love Peacock,Thomas Love,Peacock,novelist and poet,arts,,England,1785,1866,semantic,3,Peacock,"Peacock suggests ornate display, fitting his satirical Regency novels.",,birth_name,https://en.wikipedia.org/wiki/Thomas_Love_Peacock,,,,verified
,Robert Burns,Robert,Burns,poet,arts,,Scotland,1759,1796,semantic,4,Burns,"Burns denotes streams and fiery passion, both apt for Scotland's national poet.",Scots: stream; English: burns,birth_name,https://en.wikipedia.org/wiki/Robert_Burns,https://scotch.scot/roots/surname/burns,,Family spelled Burness before he adopted Burns.,verified
,Robert Frost,Robert,Frost,poet,arts,,United States,1874,1963,semantic,4,Frost,Frost names the icy New England landscapes central to his poetry.,,birth_name,https://en.wikipedia.org/wiki/Robert_Frost,,https://www.theguardian.com/lifeandstyle/2024/sep/17/aptronym-job-normative-determinism,,verified
,Stephen King,Stephen,King,novelist,arts,,United States,1947,,semantic,3,King,"King suggests sovereignty over fiction, fitting the bestselling horror author.",,birth_name,https://en.wikipedia.org/wiki/Stephen_King,,,,verified
,Mark Twain,Mark,Twain,novelist and humorist,arts,,United States,1835,1910,translation,4,Twain,"Twain is riverboat slang for two fathoms, apt for the Mississippi steamboat writer.",Mississippi River slang: two fathoms,pseudonym,https://en.wikipedia.org/wiki/Mark_Twain,https://www.etymonline.com/word/twain,,Birth name Samuel Langhorne Clemens.,verified
,Lewis Carroll,Lewis,Carroll,author and mathematician,arts,,England,1832,1898,wordplay,3,Carroll,"Carroll echoes carol, a song form echoed in his nonsense verse.",,pseudonym,https://en.wikipedia.org/wiki/Lewis_Carroll,,,Birth name Charles Lutwidge Dodgson.,verified
,Virginia Woolf,Virginia,Woolf,novelist,arts,,England,1882,1941,semantic,3,Woolf,"Woolf evokes wool and warmth, contrasting with her modernist psychological fiction.",,birth_name,https://en.wikipedia.org/wiki/Virginia_Woolf,,,Born Adeline Virginia Stephen.,verified
,Nathaniel Hawthorne,Nathaniel,Hawthorne,novelist,arts,,United States,1804,1864,semantic,3,Hawthorne,"Hawthorne names the thorny shrub, apt for his dark New England moral tales.",,birth_name,https://en.wikipedia.org/wiki/Nathaniel_Hawthorne,,,,verified
,Art Spiegelman,Art,Spiegelman,cartoonist,arts,,United States,1948,,translation,4,Spiegelman,"Spiegelman means mirror man in German, fitting a cartoonist who reflected the Holocaust.",German: mirror + man,birth_name,https://en.wikipedia.org/wiki/Art_Spiegelman,https://en.wiktionary.org/wiki/Spiegel,,Maus Pulitzer Prize winner.,verified
,William Shakespeare,William,Shakespeare,playwright and poet,arts,,England,1564,1616,wordplay,3,Shakespeare,"Shakespeare can be read as shake spear, apt for a dramatist of martial history.",,birth_name,https://en.wikipedia.org/wiki/William_Shakespeare,,https://en.wikipedia.org/wiki/Aptronym,Etymology disputed; folk reading widely cited.,probable
,Anthony Weller,Anthony,Weller,"novelist, poet and musician",arts,,United States,1957,2021,semantic,3,Weller,Weller suggests one who wells up with words and music across four creative careers.,English: one who wells,birth_name,https://www.anthonyweller.com/,,https://www.bostonglobe.com/2021/06/27/metro/paralyzed-by-illness-anthony-weller-63-wrote-sonnets-letter-time/,Son of Pulitzer-winning correspondent George Weller.,verified
,Wolf Blitzer,Wolf,Blitzer,television news anchor,media,CNN,United States,1948,,translation|wordplay,4,Blitzer,"Blitzer combines Wolf with blitz, lightning in German, apt for a fast-breaking news anchor.",German: lightning,birth_name,https://en.wikipedia.org/wiki/Wolf_Blitzer,https://en.wiktionary.org/wiki/Blitz,https://en.wikipedia.org/wiki/Wolf_Blitzer,Hebrew pen name Ze'ev Barak also means wolf and lightning.,verified
,Stone Phillips,Stone,Phillips,television journalist,media,NBC News,United States,1954,,semantic,3,Stone,"Stone suggests solidity, a quality expected of a network news anchor.",,birth_name,https://en.wikipedia.org/wiki/Stone_Phillips,,,Host of Dateline NBC.,verified
,Jake Tapper,Jake,Tapper,television journalist,media,CNN,United States,1969,,phonetic,2,Tapper,"Tapper faintly echoes tap, as in tapping sources for Washington news.",,birth_name,https://en.wikipedia.org/wiki/Jake_Tapper,,,Birth name Jacob Paul Tapper.,borderline
,Shepard Smith,Shepard,Smith,television news anchor,media,Fox News,United States,1964,,semantic,3,Shepard,Shepard suggests guiding viewers through breaking news like a flock.,,birth_name,https://en.wikipedia.org/wiki/Shepard_Smith,,,Now at CNBC; formerly Fox News Channel.,verified
,Christiane Amanpour,Christiane,Amanpour,television journalist,media,CNN,England,1958,,translation,3,Aman,"Aman means peace in Persian, contrasting with her war-zone reporting.",Persian: peace,birth_name,https://en.wikipedia.org/wiki/Christiane_Amanpour,https://en.wiktionary.org/wiki/آمین,,,verified
,Peter Baker,Peter,Baker,political journalist,media,The New York Times,United States,1967,,semantic,2,Baker,Baker is an occupational surname loosely echoing daily news baked fresh each morning.,English: baker,birth_name,https://en.wikipedia.org/wiki/Peter_Baker_(journalist),,,Chief White House correspondent for the Times.,borderline
,Bob Woodward,Bob,Woodward,investigative journalist,media,The Washington Post,United States,1943,,semantic,2,Woodward,Woodward suggests moving forward through thickets of political secrecy.,English: toward the wood,birth_name,https://en.wikipedia.org/wiki/Bob_Woodward,,,Co-reporter on Watergate.,borderline
,Barbara Walters,Barbara,Walters,television journalist,media,ABC News,United States,1929,2022,semantic,2,Walters,Walters evokes waiting on and interviewing the famous.,English: wafer maker,birth_name,https://en.wikipedia.org/wiki/Barbara_Walters,,,Pioneering female network news anchor.,borderline
,Arianna Huffington,Arianna,Huffington,media executive and author,media,HuffPost,United States,1950,,wordplay,3,Huffington,"Huffington built HuffPost, making her surname synonymous with online news.",,birth_name,https://en.wikipedia.org/wiki/Arianna_Huffington,,,Born Ariadni-Anna Stasinopoulou.,verified
,James Cameron,James,Cameron,film director,arts,,Canada,1954,,phonetic,3,Cameron,"Cameron sounds like camera, fitting a director of Avatar and Titanic.",,birth_name,https://en.wikipedia.org/wiki/James_Cameron,,,,verified
,John Carpenter,John,Carpenter,film director,arts,,United States,1948,,direct,4,Carpenter,"Carpenter is a builder, and he builds horror films such as Halloween.",English: woodworker,birth_name,https://en.wikipedia.org/wiki/John_Carpenter,,,,verified
,Oliver Stone,Oliver,Stone,film director,arts,,United States,1946,,semantic,2,Stone,"Stone suggests weight and permanence, faintly apt for a political filmmaker.",,birth_name,https://en.wikipedia.org/wiki/Oliver_Stone,,,Director of Platoon and JFK.,borderline
,Fritz Lang,Fritz,Lang,film director,arts,,Germany,1890,1976,translation,3,Lang,"Lang means long in German, apt for the extended running times of his epics.",German: long,birth_name,https://en.wikipedia.org/wiki/Fritz_Lang,https://en.wiktionary.org/wiki/lang,,Directed Metropolis and M.,verified
,Werner Herzog,Werner,Herzog,film director,arts,,Germany,1942,,translation,3,Herzog,"Herzog means duke in German, fitting an auteur who commands his sets.",German: duke,birth_name,https://en.wikipedia.org/wiki/Werner_Herzog,https://en.wiktionary.org/wiki/Herzog,,Herz also means heart in German.,verified
,Luchino Visconti,Luchino,Visconti,film director,arts,,Italy,1906,1976,translation,3,Visconti,"Visconti means viscount in Italian, apt for an aristocratic neorealist director.",Italian: viscount,birth_name,https://en.wikipedia.org/wiki/Luchino_Visconti,https://en.wiktionary.org/wiki/visconte,,Member of the Visconti di Modrone family.,verified
,Akira Kurosawa,Akira,Kurosawa,film director,arts,,Japan,1910,1998,translation,4,Kurosawa,"Kurosawa means black swamp, apt for the dark moral landscapes of his samurai epics.",Japanese: black + swamp,birth_name,https://en.wikipedia.org/wiki/Akira_Kurosawa,https://en.wikipedia.org/wiki/Kurosawa_(surname),,Kanji 黒沢.,verified
,Chris Rock,Chris,Rock,comedian and actor,arts,,United States,1965,,direct,4,Rock,Rock names the hard material his stand-up hammers against.,,birth_name,https://en.wikipedia.org/wiki/Chris_Rock,,https://en.wikipedia.org/wiki/Aptronym,,verified
,Bob Hope,Bob,Hope,comedian and actor,arts,,United States,1903,2003,semantic,3,Hope,Hope names the optimism he sold to troops and television audiences.,,birth_name,https://en.wikipedia.org/wiki/Bob_Hope,,,Born Leslie Townes Hope.,verified
,Penn Jillette,Penn,Jillette,magician,arts,Penn & Teller,United States,1955,,semantic,4,Penn,"Penn evokes pen, the writing tool of a magician who scripts elaborate illusions.",,birth_name,https://en.wikipedia.org/wiki/Penn_Jillette,,,Half of Penn & Teller.,verified
,Harry Houdini,Harry,Houdini,magician and escape artist,arts,,United States,1874,1926,wordplay,3,Houdini,"Houdini echoes French magician Jean Eugène Robert-Houdin, whose name he adapted.",,professional_name,https://en.wikipedia.org/wiki/Harry_Houdini,,,Birth name Erik Weisz.,verified
,David Copperfield,David,Copperfield,magician,arts,,United States,1956,,wordplay,3,Copperfield,Copperfield borrows Dickens's conjurer name for a stage magician.,,professional_name,https://en.wikipedia.org/wiki/David_Copperfield_(illusionist),,,Birth name David Seth Kotkin.,verified
,Fred Astaire,Fred,Astaire,dancer and actor,arts,,United States,1899,1987,phonetic,3,Astaire,"Astaire sounds like stair, apt for a dancer famed for ascending steps.",,birth_name,https://en.wikipedia.org/wiki/Fred_Astaire,,,Born Frederick Austerlitz.,verified
,Martha Graham,Martha,Graham,choreographer and dancer,arts,Martha Graham Dance Company,United States,1894,1991,semantic,2,Graham,Graham is a common Scottish surname with only a faint link to grand choreography.,,birth_name,https://en.wikipedia.org/wiki/Martha_Graham,,,Pioneer of modern dance.,borderline
,Anna Pavlova,Anna,Pavlova,ballerina,arts,Imperial Russian Ballet,Russia,1881,1931,wordplay,3,Pavlova,"Pavlova shares its name with the light meringue dessert, apt for a delicate prima ballerina.",,birth_name,https://en.wikipedia.org/wiki/Anna_Pavlova,,,"Dessert named after her, not vice versa.",verified
,Misty Copeland,Misty,Copeland,ballet dancer,arts,American Ballet Theatre,United States,1982,,semantic,2,Copeland,"Copeland suggests open land, a faint fit for a dancer who broke ground at ABT.",,birth_name,https://en.wikipedia.org/wiki/Misty_Copeland,,,First African American female principal at ABT.,borderline
,Forest Whitaker,Forest,Whitaker,actor,arts,,United States,1961,,semantic,3,Forest,"Forest evokes wilderness, apt for an actor of expansive, rooted performances.",,birth_name,https://en.wikipedia.org/wiki/Forest_Whitaker,,,Oscar for The Last King of Scotland.,verified
,Morgan Freeman,Morgan,Freeman,actor,arts,,United States,1937,,wordplay,3,Freeman,"Freeman suggests a free man, echoing the moral authority of his narrating voice.",English: free man,birth_name,https://en.wikipedia.org/wiki/Morgan_Freeman,,,,verified
,River Phoenix,River,Phoenix,actor,arts,,United States,1970,1993,semantic,4,Phoenix,"Phoenix names the mythic bird reborn from ashes, foreshadowing his brief blazing career.",Greek: reborn firebird,birth_name,https://en.wikipedia.org/wiki/River_Phoenix,,,Given name River; surname Phoenix from the mythical bird.,verified
,Holly Hunter,Holly,Hunter,actor,arts,,United States,1958,,semantic,3,Hunter,"Hunter suggests pursuit, apt for an actor who hunts nuance in every role.",,birth_name,https://en.wikipedia.org/wiki/Holly_Hunter,,,Oscar for The Piano.,verified
,Gary Oldman,Gary,Oldman,actor,arts,,England,1958,,semantic|ironic,3,Oldman,Oldman contrasts with his chameleonic youthfulness on screen.,,birth_name,https://en.wikipedia.org/wiki/Gary_Oldman,,https://en.wikipedia.org/wiki/Aptronym,Often paired in lists with Gary Numan.,verified
,Gary Numan,Gary,Numan,musician,arts,,England,1958,,phonetic,3,Numan,"Numan is pronounced like new man, apt for a synth-pop innovator.",,professional_name,https://en.wikipedia.org/wiki/Gary_Numan,,https://en.wikipedia.org/wiki/Aptronym,Birth name Gary Anthony James Webb.,verified
,Dorothea Lange,Dorothea,Lange,photographer,arts,,United States,1895,1965,translation,3,Lange,"Lange means long in German, apt for her sweeping documentary frames.",German: long,birth_name,https://en.wikipedia.org/wiki/Dorothea_Lange,https://en.wiktionary.org/wiki/lang,,Migrant Mother photographer.,verified
,Cecil Beaton,Cecil,Beaton,photographer and costume designer,arts,,England,1904,1980,phonetic,3,Beaton,"Beaton sounds like beautify, fitting a photographer of elegant portraits.",,birth_name,https://en.wikipedia.org/wiki/Cecil_Beaton,,,Oscar-winning designer for My Fair Lady.,verified
,Gordon Parks,Gordon,Parks,photographer and filmmaker,arts,,United States,1912,2006,semantic,3,Parks,Parks names public green spaces he documented in American life photography.,,birth_name,https://en.wikipedia.org/wiki/Gordon_Parks,,,First major Black Hollywood director.,verified
,Robert Capa,Robert,Capa,war photographer,arts,Magnum Photos,Hungary,1913,1954,translation,3,Capa,"Capa means shark in Hungarian, apt for a photographer who swam into battle.",Hungarian: shark,professional_name,https://en.wikipedia.org/wiki/Robert_Capa,https://en.wiktionary.org/wiki/cápa,,Birth name Endre Friedmann; chose Capa with Gerda Taro.,verified
,Claude Monet,Claude,Monet,painter,arts,,France,1840,1926,translation|ironic,3,Monet,"Monet resembles monnaie, French for money, ironic for an Impressionist who struggled financially.",French: money (monnaie),birth_name,https://en.wikipedia.org/wiki/Claude_Monet,https://en.wiktionary.org/wiki/monnaie,,Homophone pun rather than etymology.,probable
,Édouard Manet,Édouard,Manet,painter,arts,,France,1832,1883,translation,3,Manet,"Manet is Latin for he remains, apt for a painter who stayed at the edge of tradition.",Latin: he remains,birth_name,https://en.wikipedia.org/wiki/%C3%89douard_Manet,https://en.wiktionary.org/wiki/manet,,Latin tag manet used in classical texts.,probable
,Jackson Pollock,Jackson,Pollock,painter,arts,,United States,1912,1956,semantic,2,Pollock,"Pollock names a fish, a faint echo of the fluid pours in his drip paintings.",,birth_name,https://en.wikipedia.org/wiki/Jackson_Pollock,,,,borderline
,Rembrandt,Rembrandt,van Rijn,painter and printmaker,arts,,Netherlands,1606,1669,translation,3,Rembrandt,"Rembrandt combines rem ( o ) and brandt, Dutch for burned or sword brand, apt for dramatic chiaroscuro.",Dutch: sword blade / burn mark,birth_name,https://en.wikipedia.org/wiki/Rembrandt,https://en.wiktionary.org/wiki/brand,,Full name Rembrandt Harmenszoon van Rijn.,probable
,Mary Brush,Mary,Brush,architect,arts,Brush Architects,United States,,,direct,4,Brush,"Brush is a painter's tool, apt for an architect who restores historic facades.",English: brush,birth_name,https://www.brusharchitects.com/company/,,https://www.brusharchitects.com/company/,FAIA preservation architect in Chicago.,verified
,Christopher Wren,Christopher,Wren,architect,arts,,England,1632,1723,semantic,3,Wren,"Wren names a small bird, apt for the architect who rebuilt London's skyline after the Great Fire.",English: small bird,birth_name,https://en.wikipedia.org/wiki/Christopher_Wren,,,Designed St Paul's Cathedral.,verified
,C. Sharpe Minor,C.,Sharpe Minor,silent-film organist,arts,,United States,1885,,wordplay,5,Sharpe Minor,Sharpe Minor puns on the musical key C-sharp minor for a theatre organist.,Music: C-sharp minor,professional_name,https://catalog.afi.com/Person/25676-C.-Sharpe-Minor,,https://ladailymirror.com/2017/10/30/mary-mallory-hollywood-heights-organist-c-sharp-minor-major-talent-2/,Birth name Charles Sulzer Sharpe Minor; adopted marquee spelling.,verified
,Twining Lynes,Twining,Lynes,music teacher,arts,Groton School,United States,,,phonetic,3,Lynes,"Lynes sounds like lines of music, apt for an editor of the Groton School Sing-Song Book.",,birth_name,https://tomfolio.pbworks.com/w/page/22340473/AuthorAptronyms,,https://tomfolio.pbworks.com/w/page/22340473/AuthorAptronyms,Verified via Gwen Foss author-aptronym book list.,probable
,Wolfgang Amadeus Mozart,Wolfgang Amadeus,Mozart,composer,arts,,Austria,1756,1791,translation,3,Amadeus,"Amadeus means loved by God in Latin, apt for a prodigy composer.",Latin: loved by God,birth_name,https://en.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart,https://en.wiktionary.org/wiki/Amadeus,,Full name Johannes Chrysostomus Wolfgangus Theophilus Mozart.,verified
,Arthur Bliss,Arthur,Bliss,composer,arts,,England,1891,1975,semantic,3,Bliss,"Bliss names joy, apt for a composer of celebratory ceremonial music.",,birth_name,https://en.wikipedia.org/wiki/Arthur_Bliss,,,Master of the Queen's Music.,verified
,Benjamin Britten,Benjamin,Britten,composer,arts,,England,1913,1976,phonetic,2,Britten,"Britten faintly echoes Britain, apt for England's leading 20th-century opera composer.",,birth_name,https://en.wikipedia.org/wiki/Benjamin_Britten,,,,borderline
,John Williams,John,Williams,film composer,arts,,United States,1932,,semantic,2,Williams,Williams is a common English surname with only a weak link to scoring willful cinematic themes.,,birth_name,https://en.wikipedia.org/wiki/John_Williams,,,Star Wars and Jaws composer.,borderline
,Louis Armstrong,Louis,Armstrong,trumpeter and singer,arts,,United States,1901,1971,wordplay,3,Armstrong,"Armstrong reads as strong arm, apt for a trumpeter of muscular jazz phrasing.",English: strong arm,birth_name,https://en.wikipedia.org/wiki/Louis_Armstrong,,,Nickname Satchmo from satchel mouth.,verified
,Stevie Wonder,Stevie,Wonder,singer-songwriter,arts,,United States,1950,,semantic,3,Wonder,Wonder names the awe in his soul catalog from Motown onward.,,birth_name,https://en.wikipedia.org/wiki/Stevie_Wonder,,,Birth name Stevland Hardaway Judkins.,verified
,Taylor Swift,Taylor,Swift,singer-songwriter,arts,,United States,1989,,semantic,3,Swift,"Swift suggests speed, apt for a prolific pop songwriter.",,birth_name,https://en.wikipedia.org/wiki/Taylor_Swift,,,,verified
,Liniker,Liniker,de Barros Ferreira Campos,singer-songwriter,arts,,Brazil,1995,,wordplay,3,Liniker,Liniker was named after English striker Gary Lineker by football-loving parents.,,birth_name,https://en.wikipedia.org/wiki/Liniker,,https://www.theguardian.com/world/2024/dec/25/liniker-the-brazilian-musical-sensation-named-after-gary-lineker,Full name Liniker de Barros Ferreira Campos.,verified
,David Rodigan,David,Rodigan,reggae DJ and broadcaster,media,BBC Radio,England,1957,,phonetic,2,Rodigan,"Rodigan echoes reggae and rod, a faint fit for a dubplate-spinning DJ.",,birth_name,https://en.wikipedia.org/wiki/David_Rodigan,,https://www.theguardian.com/music/2017/feb/23/reggae-dj-david-rodigan-my-name-was-adopted-by-a-kingston-gangster-hes-dead-now,MBE; World Clash Champion.,borderline
,Samuel Foote,Samuel,Foote,actor and playwright,arts,,England,1720,1777,ironic,4,Foote,Foote lost a leg in a riding accident yet continued joking about foot and leg on stage.,,birth_name,https://en.wikipedia.org/wiki/Samuel_Foote,,https://en.wikipedia.org/wiki/Aptronym,Classic inaptronym cited in aptronym literature.,verified
,Gary Oldman and Gary Numan,Gary,Oldman; Numan,actor and musician pair,arts,,England,1958,,phonetic|wordplay,3,Oldman; Numan,"Gary Oldman and Gary Numan were born thirteen days apart, pairing old man with new man.",,birth_name,https://en.wikipedia.org/wiki/Gary_Oldman,,https://en.wikipedia.org/wiki/Aptronym,Paired-name entry; Numan birth name Gary Webb.,verified
,Patience Scales,Patience,Scales,piano teacher,arts,,United States,,,direct,4,Scales,Scales names the exercises a piano teacher drills into students.,,unknown,https://en.wikipedia.org/wiki/Nominative_determinism,,https://en.wikipedia.org/wiki/Nominative_determinism,Cited by San Francisco Chronicle columnist Herb Caen; person not independently verified.,probable
,Ennio Morricone,Ennio,Morricone,film composer,arts,,Italy,1928,2020,translation,2,Morricone,"Morricone faintly echoes morire, to die in Italian, apt for his spaghetti-western scores.",Italian: die (morire),birth_name,https://en.wikipedia.org/wiki/Ennio_Morricone,https://en.wiktionary.org/wiki/morire,,Etymology speculative; surname origin uncertain.,borderline
