id,full_name,first_name,last_name,occupation,field,organization,country,birth_year,death_year,aptronym_type,aptronym_score,name_element,connection,name_origin,name_status,person_source_url,name_source_url,discovery_source_url,notes,review_status
,Daniel Thew Wright,Daniel Thew,Wright,U.S. district judge,law,Supreme Court of the District of Columbia,US,1864,1943,phonetic,3,Wright,"Wright sounds like right, the standard judges apply in court.",English occupational surname,birth_name,https://www.fjc.gov/history/judges/wright-daniel-thew,,,Historical D.C. trial judge.,probable
,John Law,John,Law,Circuit judge,law,Wood Green Crown Court,GB,,,direct,5,Law,His surname is the everyday word for the legal system he administers as His Honour Judge Law.,English common noun surname,birth_name,https://www.judiciary.uk/appointments-and-retirements/circuit-judge-appointment-law/,,https://www.counselmagazine.co.uk/articles/the-name-of-the-law,Appointed circuit judge January 2026.,verified
,Sarah Counsell,Sarah,Counsell,Circuit judge,law,Canterbury Combined Court Centre,GB,,,direct,5,Counsell,"Her surname is counsel, the formal term for the barristers and advocates she now leads from the bench.",English legal term surname,birth_name,https://www.judiciary.uk/appointments-and-retirements/circuit-judge-appointment-counsell/,,https://www.counselmagazine.co.uk/articles/the-name-of-the-law,Known as Her Honour Judge Counsell.,verified
,Edward Frederick Counsell,Edward Frederick,Counsell,Barrister,law,Unity Street Chambers,GB,,,direct,5,Counsell,"His surname is counsel, the role barristers perform in court.",English legal term surname,birth_name,https://www.barstandardsboard.org.uk/barristers-register/F004680F94431C73A03715E6F64B51DD.html,,https://www.counselmagazine.co.uk/articles/the-name-of-the-law,Called 1990; family of lawyers and judges.,verified
,Hazel Counsell,Hazel,Counsell,Family judge,law,Bristol,GB,,,direct,5,Counsell,"Her surname is counsel, matching her career as a barrister and family judge in Bristol.",English legal term surname,birth_name,https://www.bristollawsociety.com/news/the-bristol-bar-from-the-13th-to-the-21st-century-by-christopher-sharp-kc/,,https://www.counselmagazine.co.uk/articles/the-name-of-the-law,First woman member of the Bristol Bar (called 1956); later circuit judge.,verified
,Robert Alexander Courts,Robert Alexander,Courts,Barrister and Solicitor General,law,3PB Barristers,GB,1978,,direct,5,Courts,"His surname is courts, the tribunals where he practised and later served as HM Solicitor General.",English common noun surname,birth_name,https://www.3pb.co.uk/former-3pb-barrister-becomes-his-majestys-solicitor-general/,,https://www.counselmagazine.co.uk/articles/the-name-of-the-law,Robert Courts KC MP; door tenant at 3 Paper Buildings.,verified
,Court S. Rich,Court S.,Rich,Attorney,law,Rose Law Group,US,,,direct|wordplay,5,Court,His given name Court pairs with his profession arguing cases before courts.,Given name Court,birth_name,https://www.roselawgroup.com/rich-court-s/,,https://www.counselmagazine.co.uk/articles/the-name-of-the-law,Co-founder; renewable-energy regulatory practice.,verified
,Stephanie Nicola Barwise,Stephanie Nicola,Barwise,Barrister,law,Atkin Chambers,GB,,,wordplay,4,Barwise,"Barwise puns on bar-wise, apt for a leading construction and professional-negligence silk.",Compound of bar + wise,birth_name,https://www.atkinchambers.com/profile/stephanie-barwise-kc/,,https://www.counselmagazine.co.uk/articles/the-name-of-the-law,QC 2006; Grenfell Inquiry counsel.,verified
,Adam Speker,Adam,Speker,Barrister,law,5RB,GB,,,phonetic,4,Speker,"Speker sounds like speaker, the advocate's core courtroom role.",Variant of English speaker,birth_name,https://www.5rb.com/barrister/adam-speker-kc/,,https://www.counselmagazine.co.uk/articles/the-name-of-the-law,Media and defamation silk; KC 2020.,verified
,Adrian Speck,Adrian,Speck,Barrister,law,8 New Square,GB,1969,,phonetic,4,Speck,"Speck resembles speak, fitting an advocate who argues patent and media cases.",Variant of English speaker,birth_name,https://8newsquare.co.uk/barrister/adrian-speck/,,,KC 2012; IP litigator.,verified
,Lee Speakman,Lee,Speakman,Barrister,law,Exchange Chambers,GB,,,phonetic,4,Speak,"Speakman embeds speak, the barrister's primary courtroom activity.",English occupational compound (speak + man),birth_name,https://my.legal500.com/firms/9338-exchange-chambers/9338-liverpool-england/lawyers/565134-lee-speakman/,,https://www.counselmagazine.co.uk/articles/the-name-of-the-law,Called 2010; Liverpool/Manchester set.,verified
,Reverend Harry Drummond Potter,Harry Drummond,Potter,Barrister,law,25 Bedford Row,GB,,,other,3,Potter,"His famous fictional-namesake aside, he is a practising criminal and prison-law barrister.",English occupational surname (potter),birth_name,https://www.barstandardsboard.org.uk/barristers-register/EC7A7FFE86FBF884501C6CCB8E21CACA.html,,https://www.legalcheek.com/2016/02/lawyers-with-brilliant-names-you-just-couldnt-make-up/,Called 1993; crime and prison law.,verified
,Willy Bach,Willy,Bach,Barrister and police commissioner,law,King Street Chambers,GB,1946,,phonetic,4,Bach,"Bach homophones with bar, the institution whose members he joined when called in 1972.",German surname; homophone of bar in legal context,birth_name,"https://en.wikipedia.org/wiki/Willy_Bach,_Baron_Bach",,https://www.legalcheek.com/2016/02/lawyers-with-brilliant-names-you-just-couldnt-make-up/,Chaired the Bach Commission on access to justice; Leicestershire PCC 2016–2021.,verified
,Charles Ewan Law,Charles Ewan,Law,Recorder and politician,law,Recorder of London,GB,1792,1850,direct,5,Law,"His surname is law, and he served as Recorder of London pronouncing death sentences.",English common noun surname,birth_name,https://en.wikipedia.org/wiki/Charles_Law_(British_politician),,,MP for Cambridge University; QC.,verified
,Michael Henry Lawson,Michael Henry,Lawson,Circuit judge,law,Midlands Circuit,GB,,,semantic,4,Lawson,"Lawson contains law, the field in which he served as a circuit judge until 2016.",Patronymic containing law,birth_name,https://www.thetimes.com/best-law-firms/profile-legal/article/judicial-appointments-and-retirements-5lkf7xx8d2p,,https://www.counselmagazine.co.uk/articles/the-name-of-the-law,HH Judge Michael Henry Lawson QC; retired February 2016.,verified
,Charles Lawson,Charles,Lawson,Old Bailey judge,law,Central Criminal Court,GB,,,semantic,4,Lawson,"Lawson embeds law, apt for a judge presiding at the Old Bailey.",Patronymic containing law,birth_name,https://www.heraldscotland.com/news/12548266.man-convicted-in-rape-case-cleared-after-10-years-in-jail/,,http://www.liverycompanies.info/a-z-list-of-companies/old-bailey-judges-at-the.html,Permanent Old Bailey judge circa 1972–1982 per CCC roster.,probable
,Cosmo Gerald Maitland Gordon,Cosmo Gerald,Gordon,Senior circuit judge,law,Central Criminal Court (Old Bailey),GB,1945,,semantic,2,Gordon,"At the Old Bailey his surname coincides with gavel-like courtroom authority, though the link is weak.",Scottish surname,birth_name,https://www.liverycompanies.info/a-z-list-of-companies/old-bailey-judges-at-the.html,,,Senior Circuit Judge at Old Bailey 1994–2017.,borderline
,Catherine Anne Fairpo,Catherine Anne,Fairpo,Tax tribunal judge,law,First-tier Tribunal Tax Chamber,GB,,,semantic,3,Fair,"Fair evokes fairness, the standard she applies when adjudicating tax disputes.",English virtue element fair,birth_name,https://www.judiciary.uk/appointments-and-retirements/appointment-as-a-judge-of-the-first-tier-tribunal-tax-chamber-catherine-fairpo/,https://www.etymonline.com/word/fair,https://www.legalcheek.com/2024/01/tasty-tax-law-walkers-poppadoms-are-actually-crisps-judge-rules/,Appointed full-time Tax Chamber judge June 2021; known as Judge Fairpo.,verified
,Hubert Legal,Hubert,Legal,EU legal service director-general,law,Council of the European Union Legal Service,FR,1954,,direct,5,Legal,"His surname is the English word legal, matching his career as an EU judge and chief legal adviser.",French surname identical to English legal,birth_name,https://www.concurrences.com/en/auteur/Hubert-Legal,,https://www.politico.eu/article/legal-by-name-legal-by-nature/,Former Court of First Instance judge; Council Legal Service DG.,verified
,Gerald J. Supina,Gerald J.,Supina,Probate judge,law,Ionia County Probate and Family Court,US,,,phonetic,4,Supina,"Supina resembles subpoena, the court order compelling testimony in legal proceedings.",Surname phonetically near Latin subpoena,birth_name,https://icle.org/modules/directories/contributors/bio.aspx?pnumber=p21169,,https://www.counselmagazine.co.uk/articles/the-name-of-the-law,Retired Ionia County probate judge; ICLE contributor.,probable
,Brett Welch,Brett,Welch,Chief legal officer,law,Metropolitan Police Service,GB,,,phonetic,2,Welch,"Welch faintly echoes wretch and law's Welch/Welsh homophones, a weak link to policing counsel.",English topographic surname,birth_name,https://www.counselmagazine.co.uk/articles/at-the-sharp-end--brett-welch,,,Met Police CLO; former government litigation director.,borderline
,Les McBurney,Les,McBurney,Firefighter and fire investigator,law,Sun Prairie Fire Department,US,,,wordplay,5,McBurney,"McBurney combines Les with burn, making a firefighter whose name literally says burn.",Scottish/Irish Mac + burn + ey,birth_name,https://radiolab.org/podcast/hello-my-name/transcript,,https://sketchplanations.com/nominative-determinism,31-year Sun Prairie fire department veteran; lead fire investigator.,verified
,George Cecil Mort,George Cecil,Mort,Coroner,law,Liverpool Coroner’s Office,GB,1881,1957,translation,5,Mort,"Mort is French for dead, fitting a physician who spent decades conducting inquests.",French mort (dead),birth_name,https://old-merseytimes.co.uk/firebrigadedeaths.html,https://www.etymonline.com/word/mort,https://lookups.pelan.org/home/nominative-determinism,City coroner 1928–1953; Coroners' Society centenary president 1946.,verified
,Hastie Eugene Love,Hastie Eugene,Love,Convicted rapist,crime,,US,,,ironic,4,Love,"Love denotes affection, ironically opposite his 1968 rape convictions and life sentences.",English virtue surname,birth_name,https://www.courtlistener.com/opinion/4943823/hastie-eugene-love-v-state/,,https://www.counselmagazine.co.uk/articles/the-name-of-the-law,Love v. State of Tennessee habeas corpus denial 1997.,verified
,Cinderela Rice Guevara,Cinderela,Guevara,County judge and former justice of the peace,law,Presidio County,US,,,other,3,Cinderela,Her fairy-tale given name Cinderela contrasts with her power to pronounce death inquests as county judge.,Given name referencing Cinderella,birth_name,https://www.marfapublicradio.org/2022-10-24/candidate-interview-cinderela-guevara-incumbent-presidio-county-judge-running-for-reelection,,https://www.legalcheek.com/2016/02/lawyers-with-brilliant-names-you-just-couldnt-make-up/,Pronounced Justice Antonin Scalia dead by phone in 2016.,verified
,Sir Gerald Henry Gordon,Gerald Henry,Gordon,Sheriff and criminal-law author,law,Sheriffdom of Glasgow and Strathkelvin,GB,1929,2025,semantic,3,Gordon,"He became Scotland's leading criminal-law authority, authoring The Criminal Law of Scotland.",Scottish surname,birth_name,https://www.law.ed.ac.uk/news-events/news/memoriam-sir-gerald-henry-gordon-cbe-kc,,,Sheriff 1976–1999; editor Scottish Criminal Case Reports.,verified
,Crispin Blunt,Crispin,Blunt,Member of Parliament,politics,House of Commons,GB,1956,,wordplay,4,Blunt,"Blunt is slang for a cannabis cigar, matching his speech on liberalising cannabis law.",English adjective blunt,birth_name,https://www.legalcheek.com/2019/03/blunt-to-give-cannabis-talk-to-law-students/,https://www.etymonline.com/word/blunt,,Former prisons minister; cannabis-law reform advocate.,verified
,William Lawson,William,Lawson,County court judge,law,County Courts Circuit No. 35,GB,1890,1970,semantic,4,Lawson,"Lawson contains law, apt for a county court judge serving four decades.",Patronymic containing law,birth_name,https://doi.org/10.1093/ww/9780199540884.013.u52588,,,His Honour William Lawson; judge 1937–1962.,verified
,William Dean,William,Dean,Convicted thief,crime,,GB,,1750,semantic,2,Dean,"Dean suggests deanery and authority, weakly contrasting his theft conviction at the Old Bailey.",English occupational surname,birth_name,https://www.oldbaileyonline.org/record/t17950701-27,,,Tried July 1795 for stealing a bank note; witness Robert Banks also apt.,borderline
,Officer Gunz,,Gunz,Police officer,law,Oshkosh Police Department,US,,,semantic,4,Gunz,"Gunz evokes guns, the weapons police officers carry and confront daily.",Surname resembling guns,unknown,https://www.greenbaypressgazette.com/story/news/2019/08/29/having-name-matches-your-job-can-curse-gift/2107540001/,,,Named in 2019 aptronym survey of Wisconsin public servants.,probable
,Officer Pistohl,,Pistohl,Police officer,law,Oshkosh Police Department,US,,,phonetic,4,Pistohl,"Pistohl sounds like pistol, the sidearm issued to patrol officers.",Surname phonetically near pistol,unknown,https://www.greenbaypressgazette.com/story/news/2019/08/29/having-name-matches-your-job-can-curse-gift/2107540001/,,,Named alongside Officer Gunz at Oshkosh PD.,probable
,Officer Puestohl,,Puestohl,Police officer,law,Oshkosh Police Department,US,,,phonetic,3,Puestohl,"Puestohl resembles pistol, fitting a sworn officer who carries firearms.",Surname phonetically near pistol,unknown,https://www.greenbaypressgazette.com/story/news/2019/08/29/having-name-matches-your-job-can-curse-gift/2107540001/,,,,probable
,Officer Officer,,Officer,Police officer,law,Brown County Sheriff's Office,US,,,direct,5,Officer,"His surname is officer, the rank he held in the Brown County Sheriff's Office.",English occupational surname,unknown,https://www.greenbaypressgazette.com/story/news/2019/08/29/having-name-matches-your-job-can-curse-gift/2107540001/,,,First name not given in source.,probable
,James Locke,James,Locke,U.S. district judge,law,U.S. District Court for the Southern District of Florida,US,1837,1922,semantic,3,Locke,Locke evokes locks and jails that courts order defendants into.,English occupational surname (locksmith),birth_name,https://www.fjc.gov/history/judges/locke-james-william,https://www.etymonline.com/word/lock,,Served 40 years on the federal bench in Key West.,verified
,Chase Young,Chase,Young,Assistant criminal district attorney,law,Hays County District Attorney,US,,,semantic,4,Chase,Chase matches a prosecutor whose job is to pursue criminal charges.,English occupational surname,birth_name,https://www.linkedin.com/in/chase-young-b68585239,,,LinkedIn confirms role; weak as primary source.,borderline
,Melodee Armstrong,Melodee,Armstrong,Municipal court judge and magistrate,law,Dallas Municipal Court,US,,,semantic,2,Armstrong,"Armstrong suggests strong arm of the law, weakly fitting a magistrate issuing warrants.",English nickname surname,birth_name,https://www.linkedin.com/in/melodee-armstrong-a6290511,,,Presides over Dallas Class C misdemeanors and magistrate duties.,borderline
,William S. Strong,William S.,Strong,Attorney,law,"Kotin, Crabtree & Strong, LLP",US,,,semantic,2,Strong,Strong faintly evokes the strong arm of copyright enforcement he practises.,English nickname surname,birth_name,https://www.kcslegal.com/attorneys/profile/william-s-strong/,,https://www.legalcheek.com/2016/02/lawyers-with-brilliant-names-you-just-couldnt-make-up/,IP and publishing-law partner in Boston.,borderline
,Rex Armstrong,Rex,Armstrong,Senior judge,law,Oregon Court of Appeals,US,1963,,semantic,2,Armstrong,Armstrong evokes the strong arm of the state that appellate courts represent.,English nickname surname,birth_name,https://www.linkedin.com/in/rex-armstrong-0769354,,,Oregon Court of Appeals judge 1995–2022.,borderline
,John Peter Daniels,John Peter,Daniels,Trial lawyer,law,"Daniels, Fine, Israel, Schonbuch & Lebovits",US,1937,2016,wordplay,4,Daniels,"Known professionally as Jack Daniels, sharing his name with the whiskey while trying cases.",Patronymic Daniel + s,legal_name,https://www.legacy.com/us/obituaries/latimes/name/john-daniels-obituary?id=16135582,,https://plaintiffmagazine.com/authors/item/jack-daniels,Professional name Jack Daniels.,verified
,Thomas Banks,Thomas,Banks,Milliner and prosecution witness,crime,,GB,,1800,semantic,2,Banks,"Banks evokes banks and money, contextually apt in a stolen bank-note trial he witnessed.",English topographic surname,birth_name,https://www.oldbaileyonline.org/record/t17950701-27,,,Shopkeeper witness in William Dean theft trial 1795.,borderline
,Jane Banks,Jane,Banks,Shopkeeper and theft victim,crime,,GB,,1800,semantic,2,Banks,Her surname Banks framed her as the victim of a stolen cloak worth forty shillings.,English topographic surname,birth_name,https://www.londonlives.org/record/t17840526-5,,,Victim in 1784 Old Bailey theft prosecution.,borderline
,Sarah Slater,Sarah,Slater,Convicted thief,crime,,GB,,1800,semantic,2,Slater,"Slater denotes one who slates or roofer, weakly echoing slinking theft she committed.",English occupational surname,birth_name,https://www.londonlives.org/record/t17840526-5,,,Indicted 1784 for stealing a cloak from Thomas Banks's shop.,borderline
,Justin M. Bieber,Justin M.,Bieber,Personal injury attorney,law,J. Bieber Law,US,,,other,2,Bieber,His name matches the pop star while he runs a Philadelphia personal-injury firm.,German occupational surname (beekeeper),birth_name,https://www.legalcheek.com/2016/02/lawyers-with-brilliant-names-you-just-couldnt-make-up/,,,Discovery source only; verify firm separately if needed.,borderline
,Paul Burns,Paul,Burns,Circuit judge,law,Walsall County Court,GB,,,semantic,3,Burns,His surname Burns evokes arson cases over which he presides as a circuit judge.,English occupational surname,birth_name,https://www.judiciary.uk/appointments-and-retirements/circuit-judge-appointment-burns/,https://www.etymonline.com/word/burn,,HH Judge Burns; police misconduct panel chair.,verified
,Brian Barker,Brian,Barker,Old Bailey senior circuit judge,law,Central Criminal Court,GB,,,semantic,2,Barker,Barker suggests barking orders from the bench at the Old Bailey.,English occupational surname,birth_name,http://www.liverycompanies.info/a-z-list-of-companies/old-bailey-judges-at-the.html,https://www.etymonline.com/word/bark,,Recorder of London 2013–2015; weak.,borderline
,Thurgood Marshall,Thurgood,Marshall,Associate justice of the Supreme Court,law,Supreme Court of the United States,US,1908,1993,semantic,3,Marshall,"Marshall originally denoted a law officer, fitting a Supreme Court justice.",English occupational surname (law officer),birth_name,https://www.fjc.gov/history/judges/marshall-thurgood,https://www.etymonline.com/word/marshal,,First African American Supreme Court justice.,verified
,Denzil Price Marshall Jr.,Denzil Price,Marshall,U.S. district judge,law,U.S. District Court for the Eastern District of Arkansas,US,1963,,semantic,3,Marshall,"Marshall denotes a law-enforcement officer, apt for a federal trial judge.",English occupational surname,birth_name,https://www.fjc.gov/history/judges/marshall-denzil-price-jr,https://www.etymonline.com/word/marshal,,,verified
,John Marshall,John,Marshall,Chief justice of the United States,law,Supreme Court of the United States,US,1755,1835,semantic,4,Marshall,"Marshall means a law officer, the role Marshall defined for the early Supreme Court.",English occupational surname,birth_name,https://www.fjc.gov/history/judges/marshall-john,https://www.etymonline.com/word/marshal,,Fourth chief justice; Marbury v. Madison.,verified
,Frank Morey Coffin,Frank Morey,Coffin,U.S. court of appeals judge,law,U.S. Court of Appeals for the First Circuit,US,1919,2009,semantic,4,Coffin,"Coffin evokes burial, a realm criminal appeals and wrongful-death cases confront.",English topographic surname,birth_name,https://www.fjc.gov/history/judges/coffin-frank-morey,https://www.etymonline.com/word/coffin,,First Circuit chief judge 1972–1983.,verified
,Michelle Williams Court,Michelle Williams,Court,U.S. district judge,law,U.S. District Court for the Central District of California,US,1966,,direct,5,Court,"Her surname is courts, the tribunals where she served as a California superior court judge and now sits federally.",English common noun surname,birth_name,https://www.fjc.gov/history/judges/court-michelle-williams,,,Confirmed to the Central District of California 2024.,verified
,William Strong,William,Strong,Associate justice of the Supreme Court,law,Supreme Court of the United States,US,1808,1895,semantic,3,Strong,Strong evokes the strong arm of the law that Supreme Court justices wield.,English nickname surname,birth_name,https://www.fjc.gov/history/judges/strong-william,https://www.etymonline.com/word/strong,,Grant appointee; served 1870–1880.,verified
,James Alger Fee,James Alger,Fee,U.S. court of appeals judge,law,U.S. Court of Appeals for the Ninth Circuit,US,1888,1959,semantic,4,Fee,Fee names the charges lawyers bill and courts award in litigation.,English common noun surname,birth_name,https://www.fjc.gov/history/judges/fee-james-alger,https://www.etymonline.com/word/fee,,Former Oregon circuit judge; Ninth Circuit 1954–1959.,verified
,David C. Bury,David C.,Bury,U.S. district judge,law,U.S. District Court for the District of Arizona,US,1942,,semantic,4,Bury,"Bury denotes interment, echoing the death cases federal courts adjudicate.",English verb surname,birth_name,https://www.fjc.gov/history/judges/bury-david-c,https://www.etymonline.com/word/bury,,Senior status since 2012.,verified
,Benjamin Hale Settle,Benjamin Hale,Settle,U.S. district judge,law,U.S. District Court for the Western District of Washington,US,1947,,semantic,4,Settle,Settle names what judges encourage parties to do instead of going to trial.,English verb surname,birth_name,https://www.fjc.gov/history/judges/settle-benjamin-hale,https://www.etymonline.com/word/settle,,Former Army JAG officer; senior status 2020.,verified
,George Read Sage,George Read,Sage,U.S. district judge,law,U.S. District Court for the Southern District of Ohio,US,1828,1898,semantic,3,Sage,"Sage suggests the wisdom expected of judges, though the link is moderate.",English virtue noun surname,birth_name,https://www.fjc.gov/history/judges/sage-george-read,https://www.etymonline.com/word/sage,,Warren County prosecutor before the bench.,verified
,Fred Wallace Slaughter,Fred Wallace,Slaughter,U.S. district judge,law,U.S. District Court for the Central District of California,US,1973,,semantic,4,Slaughter,Slaughter evokes violent crime over which he presided as a prosecutor and state judge.,English occupational surname,birth_name,https://www.fjc.gov/history/judges/slaughter-fred-wallace,https://www.etymonline.com/word/slaughter,,Former AUSA and Orange County superior court judge.,verified
,John Preston Bailey,John Preston,Bailey,U.S. district judge,law,U.S. District Court for the Northern District of West Virginia,US,1951,,semantic,4,Bailey,"Bailey recalls the Old Bailey, London's central criminal court.",English place-name surname,birth_name,https://www.fjc.gov/history/judges/bailey-john-preston,https://www.etymonline.com/word/bailey,,Former county prosecutor; chief judge 2008–2015.,verified
