id,full_name,first_name,last_name,occupation,field,organization,country,birth_year,death_year,aptronym_type,aptronym_score,name_element,connection,name_origin,name_status,person_source_url,name_source_url,discovery_source_url,notes,review_status
,Barney Frank,Barney,Frank,U.S. representative and Financial Services chairman,politics,United States House of Representatives,United States,1940,2026,direct,5,Frank,His surname is Frank and he was famously blunt and accessible to the press.,,legal_name,https://en.wikipedia.org/wiki/Barney_Frank,,https://www.ukiahdailyjournal.com/2026/05/09/national-perspective-barney-franks-deafening-whisper/,Born Barnett Frank; legally changed to Barney.,verified
,John Taylor Doolittle,John,Doolittle,U.S. representative,politics,United States House of Representatives,United States,1950,,ironic,3,Doolittle,"His surname suggests doing little, echoing jokes made about bombing commander Jimmy Doolittle's name.",,birth_name,https://en.wikipedia.org/wiki/John_Doolittle,,https://en.wikipedia.org/wiki/Jimmy_Doolittle,No relation to Jimmy Doolittle.,probable
,Baron Hill,Baron,Hill,U.S. representative,politics,United States House of Representatives,United States,1953,,direct,4,Baron,His given name Baron evokes noble rank while he served in Congress.,,birth_name,https://en.wikipedia.org/wiki/Baron_Hill_(politician),,,,verified
,Brian Mast,Brian,Mast,U.S. representative and Army veteran,politics,United States House of Representatives,United States,1980,,semantic,3,Mast,"His surname is Mast, the spar on a ship, loosely apt for a veteran who chairs Foreign Affairs.",,birth_name,https://en.wikipedia.org/wiki/Brian_Mast,,,,verified
,Howard Cannon,Howard,Cannon,U.S. senator,politics,United States Senate,United States,1912,2002,semantic,4,Cannon,His surname is Cannon while he chaired Senate Commerce and served as an Air Force Reserve major general.,,birth_name,https://en.wikipedia.org/wiki/Howard_Cannon,,,,verified
,James Justice,James,Justice,U.S. senator and former governor,politics,United States Senate,United States,1951,,semantic,4,Justice,"His surname is Justice, the virtue central to law and governance he practices as senator and former governor.",,birth_name,https://en.wikipedia.org/wiki/Jim_Justice,,,,verified
,Peter King,Peter,King,U.S. representative,politics,United States House of Representatives,United States,1944,,semantic,3,King,His surname is King while he served sixteen terms in Congress and chaired Homeland Security.,,birth_name,https://en.wikipedia.org/wiki/Peter_King_(American_politician),,,,verified
,Steve King,Steve,King,U.S. representative,politics,United States House of Representatives,United States,1949,,semantic,3,King,His surname is King during nine terms representing Iowa in the House.,,birth_name,https://en.wikipedia.org/wiki/Steve_King,,,,verified
,Chris Cannon,Chris,Cannon,U.S. representative,politics,United States House of Representatives,United States,1950,,semantic,3,Cannon,His surname is Cannon during six terms in the House from Utah.,,birth_name,https://bioguide.congress.gov/search/bio/C000116,,,,verified
,Kit Bond,Kit,Bond,U.S. senator and governor,politics,United States Senate,United States,1939,,semantic,3,Bond,"His surname is Bond, evoking government bonds and fiscal policy he handled as senator and governor.",,birth_name,https://en.wikipedia.org/wiki/Kit_Bond,,,Known as Christopher Bond.,verified
,David Levy,David,Levy,U.S. representative,politics,United States House of Representatives,United States,1933,,semantic,3,Levy,"Levy denotes a tax or imposition, apt for a congressman on the Ways and Means Committee.",English: levy (tax),birth_name,https://bioguide.congress.gov/search/bio/L000267,https://www.etymonline.com/word/levy,,,verified
,Gus Savage,Gus,Savage,U.S. representative,politics,United States House of Representatives,United States,1925,2015,semantic,2,Savage,His surname Savage glances at the combative style of his long Chicago tenure.,,birth_name,https://bioguide.congress.gov/search/bio/S000081,,,,borderline
,Robert Steele,Robert,Steele,U.S. representative,politics,United States House of Representatives,United States,1939,,semantic,2,Steele,"Steele suggests steel or strength, a weak link to a Connecticut congressman.",,birth_name,https://bioguide.congress.gov/search/bio/S000836,,,,borderline
,Dale Strong,Dale,Strong,U.S. representative,politics,United States House of Representatives,United States,1970,,semantic,3,Strong,His surname Strong fits a congressman who emphasizes law-and-order messaging.,,birth_name,https://bioguide.congress.gov/search/bio/S001220,,,,verified
,Bob Wise,Bob,Wise,U.S. representative and governor,politics,United States House of Representatives,United States,1948,,semantic,3,Wise,His surname Wise suggests the judgment expected of legislators and a two-term governor.,,birth_name,https://en.wikipedia.org/wiki/Bob_Wise,,,,verified
,Stephen Knight,Stephen,Knight,U.S. representative,politics,United States House of Representatives,United States,1967,,semantic,3,Knight,His surname Knight evokes the feudal rank name while he served in Congress.,,birth_name,https://bioguide.congress.gov/search/bio/K000387,,,,verified
,Leonard Lance,Leonard,Lance,U.S. representative,politics,United States House of Representatives,United States,1952,,semantic,3,Lance,"His surname Lance names a spear, a weak martial echo for a New Jersey congressman.",,birth_name,https://bioguide.congress.gov/search/bio/L000567,,,,probable
,Dave Camp,Dave,Camp,U.S. representative and Ways and Means chairman,politics,United States House of Representatives,United States,1953,,semantic,3,Camp,His surname Camp evokes military encampments during a career including Armed Services committee work.,,birth_name,https://en.wikipedia.org/wiki/Dave_Camp,,,,probable
,Duncan Hunter,Duncan,Hunter,U.S. representative,politics,United States House of Representatives,United States,1948,,semantic,3,Hunter,His surname Hunter fits a Marine Corps veteran who served on the Armed Services Committee.,,birth_name,https://en.wikipedia.org/wiki/Duncan_Hunter,,,,verified
,Duncan D. Hunter,Duncan,Hunter,U.S. representative,politics,United States House of Representatives,United States,1977,,semantic,3,Hunter,His surname Hunter matches his service as a Marine artillery officer before Congress.,,birth_name,https://en.wikipedia.org/wiki/Duncan_D._Hunter,,,Son of Duncan Hunter.,verified
,Bill Archer,Bill,Archer,U.S. representative and Ways and Means chairman,politics,United States House of Representatives,United States,1928,2026,semantic,3,Archer,"Archer evokes bowmen, a martial echo for a fiscal-policy chairman.",,birth_name,https://en.wikipedia.org/wiki/Bill_Archer,,,,probable
,Jim Marshall,Jim,Marshall,U.S. representative,politics,United States House of Representatives,United States,1948,,semantic,3,Marshall,"Marshall denotes a law officer or commander, loosely apt for an Armed Services veteran in Congress.",English: marshal,birth_name,https://bioguide.congress.gov/search/bio/M001146,https://www.etymonline.com/word/marshal,,,verified
,Roger Marshall,Roger,Marshall,U.S. senator and physician,politics,United States Senate,United States,1960,,semantic,3,Marshall,"Marshall suggests a military commander, a weak echo for a senator and obstetrician.",English: marshal,birth_name,https://en.wikipedia.org/wiki/Roger_Marshall_(politician),https://www.etymonline.com/word/marshal,,,probable
,Jim McGovern,Jim,McGovern,U.S. representative,politics,United States House of Representatives,United States,1959,,phonetic,4,McGovern,His surname contains govern during decades representing Massachusetts in the House.,,birth_name,https://en.wikipedia.org/wiki/Jim_McGovern,,,,verified
,Trent Franks,Trent,Franks,U.S. representative,politics,United States House of Representatives,United States,1957,,phonetic,3,Franks,"Franks resembles franking, the postage privilege granted to members of Congress.",Congressional franking privilege,birth_name,https://en.wikipedia.org/wiki/Trent_Franks,,,,verified
,Roy Blunt,Roy,Blunt,U.S. senator and representative,politics,United States Senate,United States,1950,,wordplay,3,Blunt,Blunt suggests plain speaking for a senator known for direct political style.,English: blunt (direct),birth_name,https://en.wikipedia.org/wiki/Roy_Blunt,https://www.etymonline.com/word/blunt,,Distinct from Crispin Blunt MP.,verified
,Luc Frieden,Luc,Frieden,Prime Minister of Luxembourg,politics,Government of Luxembourg,Luxembourg,1963,,translation,4,Frieden,"Frieden is German for peace, though he leads a government that includes defence portfolios.",German: peace,birth_name,https://en.wikipedia.org/wiki/Luc_Frieden,https://en.wiktionary.org/wiki/Frieden,https://www.politico.eu/article/nominative-determinism-brief-history-of-names-that-sound-like-jobs/,Former defence minister.,verified
,Ivo Krieg,Ivo,Krieg,Member of the Baden-Württemberg Landtag,politics,Alliance 90/The Greens,Germany,1949,,translation,4,Krieg,"Krieg is German for war, an ironic surname for a Green Party legislator.",German: war,birth_name,https://de.wikipedia.org/wiki/Ivo_Krieg,https://en.wiktionary.org/wiki/Krieg,,,verified
,Josh Major,Josh,Major,Major-General in the Canadian Army,military,Canadian Army,Canada,,,direct,5,Major,His surname is Major and he rose to major-general commanding 4th Canadian Division.,,birth_name,https://cdainstitute.ca/wp-content/uploads/2026/02/MAJOR-GENERAL-J.J.-MAJOR-BIO-ENG.pdf,,,,verified
,Samuel Augustus Foot,Samuel,Foot,U.S. senator and governor of Connecticut,politics,United States Senate,United States,1780,1846,wordplay,3,Foot,His surname Foot lent its name to the Foot Resolution on public-land sales he introduced in the Senate.,,birth_name,https://en.wikipedia.org/wiki/Samuel_A._Foote,,,Also spelled Foote.,verified
,Andrew Hull Foote,Andrew,Foote,Rear admiral,military,United States Navy,United States,1806,1863,phonetic,3,Foote,"Foote is a homophone of foot, while he commanded the Western Gunboat Flotilla on the Mississippi.",,birth_name,https://en.wikipedia.org/wiki/Andrew_Hull_Foote,,,Son of Senator Samuel Foot/Foote.,probable
,Sextus Aelius Paetus Catus,Sextus,Catus,Roman consul and jurist,politics,Roman Republic,Roman Republic,,,translation,4,Catus,"Catus means clever in Latin, earned for his legal expertise as consul and censor.",Latin: clever,birth_name,https://en.wikipedia.org/wiki/Sextus_Aelius_Paetus_Catus,https://en.wiktionary.org/wiki/catus,,,verified
,Quintus Caecilius Metellus Pius,Quintus,Pius,Roman consul and general,military,Roman Republic,Roman Republic,-128,-63,translation,4,Pius,"Pius means dutiful in Latin, given for his campaign to recall his exiled father.",Latin: dutiful,birth_name,https://en.wikipedia.org/wiki/Quintus_Caecilius_Metellus_Pius,https://en.wiktionary.org/wiki/pius,,,verified
,Gnaeus Pompeius Strabo,Gnaeus,Strabo,Roman consul and general,military,Roman Republic,Roman Republic,-135,-87,translation,4,Strabo,"Strabo means cross-eyed in Latin, describing the consul's appearance.",Latin: cross-eyed,birth_name,https://en.wikipedia.org/wiki/Gnaeus_Pompeius_Strabo,https://en.wiktionary.org/wiki/strabo,,Father of Pompey the Great.,verified
,Francis E. Warren,Francis,Warren,U.S. senator and Medal of Honor recipient,politics,United States Senate,United States,1844,1929,wordplay,3,Warren,Fort Francis E. Warren was renamed for this senator who chaired Military Affairs for 25 years.,,birth_name,https://en.wikipedia.org/wiki/Francis_E._Warren,,https://www.warren.af.mil/About-Us/Base-History/,,verified
,Samuel Collier Major,Samuel,Major,U.S. representative,politics,United States House of Representatives,United States,1836,1887,semantic,4,Major,His surname is the army rank Major during Reconstruction-era service in Congress.,,birth_name,https://bioguide.congress.gov/search/bio/M000047,,,,verified
,Major Owens,Major,Owens,U.S. representative,politics,United States House of Representatives,United States,1936,2007,semantic,4,Major,"His given name is Major, the army rank, during twelve terms representing Brooklyn.",,birth_name,https://en.wikipedia.org/wiki/Major_Owens,,,,verified
,Karl B. Major,Karl,Major,U.S. Air Force lieutenant colonel and test pilot,military,United States Air Force,United States,,,semantic,4,Major,His surname is Major while he retired as a lieutenant colonel and test pilot.,,birth_name,https://airandspace.si.edu/support/wall-of-honor/ltc-karl-b-major-usaf-ret,,,,verified
,Albert Sidney Major Jr.,Albert,Major,U.S. Navy captain,military,United States Navy,United States,1908,1955,semantic,4,Major,His surname is Major while he reached the rank of Navy captain.,,birth_name,https://usnamemorialhall.org/honorees/capt-albert-s-major-jr-usn/,,,,verified
,Louise Slaughter,Louise,Slaughter,U.S. representative and Rules Committee chair,politics,United States House of Representatives,United States,1929,2018,semantic,2,Slaughter,"Slaughter suggests killing, a grim echo for a legislator who chaired House Rules.",,birth_name,https://en.wikipedia.org/wiki/Louise_M._Slaughter,,,,borderline
,Todd Hunter,Todd,Hunter,Texas state representative,politics,Texas House of Representatives,United States,1953,,semantic,3,Hunter,His surname Hunter fits a lawyer-legislator who chaired redistricting and calendars.,,birth_name,https://en.wikipedia.org/wiki/Todd_Ames_Hunter,,,,verified
,Leon Brittan,Leon,Brittan,Home Secretary of the United Kingdom,politics,Home Office,GB,1939,2015,semantic,3,Brittan,"Brittan suggests Britain, fitting a cabinet minister responsible for domestic security and policing.",,birth_name,https://en.wikipedia.org/wiki/Leon_Brittan,,https://en.wikipedia.org/wiki/Aptronym,,verified
,Amanda Cheesley,Amanda,Cheesley,Press officer at Copa-Cogeca farming lobby,politics,Copa-Cogeca,Belgium,,,semantic,4,Cheesley,"Cheesley evokes cheese, apt for a press officer at Europe's largest farming union.",,unknown,https://www.politico.eu/article/nominative-determinism-brief-history-of-names-that-sound-like-jobs/,,https://www.politico.eu/article/nominative-determinism-brief-history-of-names-that-sound-like-jobs/,Person verified via Politico article only.,probable
,Garlich Von Essen,Garlich,Von Essen,Director general of the European Seed Association,politics,European Seed Association,Germany,,,translation,4,Essen,"Von Essen contains essen, German for eat, fitting a seed-industry lobbyist.",German: eat,unknown,https://www.politico.eu/article/nominative-determinism-brief-history-of-names-that-sound-like-jobs/,https://en.wiktionary.org/wiki/essen,https://www.politico.eu/article/nominative-determinism-brief-history-of-names-that-sound-like-jobs/,,probable
,Lieselot Marinus,Lieselot,Marinus,Director at the European Community Shipowners' Association,politics,European Community Shipowners' Association,Belgium,,,translation,4,Marinus,"Marinus derives from Latin for of the sea, fitting a shipping-industry director.",Latin: of the sea,unknown,https://www.politico.eu/article/nominative-determinism-brief-history-of-names-that-sound-like-jobs/,https://en.wiktionary.org/wiki/marinus,https://www.politico.eu/article/nominative-determinism-brief-history-of-names-that-sound-like-jobs/,,probable
,Gnaeus Julius Agricola,Gnaeus,Agricola,Roman general and governor of Britain,military,Roman Empire,Roman Empire,40,93,translation|ironic,4,Agricola,"Agricola means farmer in Latin, ironic for the general who conquered Britain.",Latin: farmer,birth_name,https://en.wikipedia.org/wiki/Gnaeus_Julius_Agricola,https://en.wiktionary.org/wiki/agricola,,"",verified
,Kelly Armstrong,Kelly,Armstrong,U.S. representative and governor,politics,United States House of Representatives,United States,1976,,semantic,3,Armstrong,Armstrong evokes armed strength for a congressman who later became North Dakota governor.,,birth_name,https://en.wikipedia.org/wiki/Kelly_Armstrong,,,"",verified
,Charles Chamberlain,Charles,Chamberlain,U.S. representative,politics,United States House of Representatives,United States,1917,2004,semantic,3,Chamberlain,Chamberlain names a royal household officer during fourteen terms in Congress.,English: royal household officer,birth_name,https://bioguide.congress.gov/search/bio/C000275,https://www.etymonline.com/word/chamberlain,,"",verified
,Ulysses S. Grant,Ulysses,Grant,President and commanding general,military,United States Army,United States,1822,1885,semantic,3,Grant,Grant suggests granting orders and surrender terms he issued as general and president.,English: grant (to give),birth_name,https://en.wikipedia.org/wiki/Ulysses_S._Grant,https://www.etymonline.com/word/grant,,,verified
,Jay Carney,Jay,Carney,White House press secretary,politics,Obama administration,United States,1965,,phonetic,2,Carney,"Carney faintly echoes carny barker, a weak link to a spokesperson role.",,birth_name,https://en.wikipedia.org/wiki/Jay_Carney,,,,borderline
,Pierre Salinger,Pierre,Salinger,White House press secretary,politics,Kennedy administration,United States,1925,2004,semantic,2,Salinger,His surname offers only a weak link to his broadcasting and press career.,,birth_name,https://en.wikipedia.org/wiki/Pierre_Salinger,,,,borderline
,Scott McClellan,Scott,McClellan,White House press secretary,politics,George W. Bush administration,United States,1968,,phonetic,2,McClellan,"McClellan sounds like clear, a faint fit for a press secretary who later criticized the administration.",,birth_name,https://en.wikipedia.org/wiki/Scott_McClellan,,,,borderline
,Dana Perino,Dana,Perino,White House press secretary,politics,George W. Bush administration,United States,1972,,phonetic,2,Perino,"Perino resembles persona, a weak link to a television spokesperson career.",,birth_name,https://en.wikipedia.org/wiki/Dana_Perino,,,,borderline
,John McClellan,John,McClellan,U.S. senator,politics,United States Senate,United States,1896,1977,phonetic,2,McClellan,"McClellan resembles clear, a faint fit for a senator who led investigations.",,birth_name,https://en.wikipedia.org/wiki/John_Little_McClellan,,,,borderline
,Jennifer McClellan,Jennifer,McClellan,U.S. representative,politics,United States House of Representatives,United States,1972,,phonetic,2,McClellan,"McClellan sounds like clear, a weak echo for a Virginia congresswoman.",,birth_name,https://en.wikipedia.org/wiki/Jennifer_McClellan,,,,borderline
,Philip Sharp,Philip,Sharp,U.S. representative,politics,United States House of Representatives,United States,1942,,semantic,2,Sharp,"Sharp suggests cutting analysis, a weak fit for an energy-policy congressman.",,birth_name,https://bioguide.congress.gov/search/bio/S000294,,,,borderline
,Michael Cloud,Michael,Cloud,U.S. representative,politics,United States House of Representatives,United States,1975,,semantic,2,Cloud,"Cloud evokes the skies, a distant fit for a fiscal-conservative congressman.",,birth_name,https://bioguide.congress.gov/search/bio/C001115,,,,borderline
,Jamaal Bowman,Jamaal,Bowman,U.S. representative,politics,United States House of Representatives,United States,1976,,semantic,2,Bowman,"Bowman suggests an archer, a weak martial echo for a former school principal in Congress.",,birth_name,https://en.wikipedia.org/wiki/Jamaal_Bowman,,,,borderline
,Crescent Hardy,Crescent,Hardy,U.S. representative,politics,United States House of Representatives,United States,1957,,semantic,2,Hardy,"Hardy suggests toughness, a weak fit for a one-term Nevada congressman.",,birth_name,https://bioguide.congress.gov/search/bio/H001070,,,First name legally Crescent.,borderline
,Bill Grant,Bill,Grant,U.S. representative,politics,United States House of Representatives,United States,1943,,semantic,2,Grant,"Grant suggests granting funds, a weak link for a Florida congressman.",,birth_name,https://bioguide.congress.gov/search/bio/G000382,,,,borderline
,Warren Magnuson,Warren,Magnuson,U.S. senator,politics,United States Senate,United States,1905,1989,semantic,2,Warren,Warren as surname glances at fortified places while he chaired Commerce and Appropriations.,English: warren (enclosure),birth_name,https://en.wikipedia.org/wiki/Warren_Magnuson,https://www.etymonline.com/word/warren,,,borderline
,Warren Rudman,Warren,Rudman,U.S. senator,politics,United States Senate,United States,1930,2012,semantic,2,Warren,His given name Warren pairs with his work on deficit-reduction and Armed Services.,English: warren (enclosure),birth_name,https://en.wikipedia.org/wiki/Warren_Rudman,https://www.etymonline.com/word/warren,,,borderline
,Warren Davidson,Warren,Davidson,U.S. representative,politics,United States House of Representatives,United States,1970,,semantic,2,Warren,Warren as given name glances at fortified places for an Army veteran in Congress.,English: warren (enclosure),birth_name,https://en.wikipedia.org/wiki/Warren_Davidson,https://www.etymonline.com/word/warren,,,borderline
,Jack Brooks,Jack,Brooks,U.S. representative,politics,United States House of Representatives,United States,1922,2012,semantic,2,Brooks,"Brooks suggests a stream, a weak geographic echo for a Judiciary Committee chairman.",,birth_name,"https://history.house.gov/People/Listing/B/BROOKS,-Jack-Bascom-(B000880)/",,,,borderline
,Mo Brooks,Mo,Brooks,U.S. representative,politics,United States House of Representatives,United States,1954,,semantic,2,Brooks,"Brooks suggests a stream, a weak echo for an Alabama congressman.",,birth_name,https://en.wikipedia.org/wiki/Mo_Brooks,,,,borderline
,Scott Perry,Scott,Perry,U.S. representative and National Guard officer,politics,United States House of Representatives,United States,1962,,semantic,2,Perry,"Perry suggests persisting, a weak echo for a helicopter pilot in Congress.",,birth_name,https://en.wikipedia.org/wiki/Scott_Perry_(politician),,,,borderline
,Michael Grimm,Michael,Grimm,U.S. representative,politics,United States House of Representatives,United States,1970,,semantic,2,Grimm,"Grimm suggests grimness, a weak echo for a congressman later convicted of tax fraud.",,birth_name,https://en.wikipedia.org/wiki/Michael_G._Grimm,,,,borderline
,Happy Camp,John,Camp,U.S. representative,politics,United States House of Representatives,United States,1905,1963,semantic,3,Camp,"His surname Camp and middle name Happy form camp, apt for a Cherokee Nation congressman from Oklahoma.",,birth_name,https://bioguide.congress.gov/search/bio/C000073,,,Known as Happy Camp.,verified
,Mark Kelly,Mark,Kelly,U.S. senator and Navy captain,politics,United States Senate,United States,1964,,semantic,2,Kelly,Kelly is a common Irish surname without a strong link to his astronaut and naval career.,,birth_name,https://en.wikipedia.org/wiki/Mark_Kelly,,,,borderline
,Preston Brooks,Preston,Brooks,U.S. representative,politics,United States House of Representatives,United States,1819,1857,semantic,2,Brooks,Brooks is a geographic surname with no strong link to his assault on Senator Sumner.,,birth_name,"https://history.house.gov/People/Listing/B/BROOKS,-Preston-Smith-(B000885)/",,,,borderline
,Robert Odell Owens,Robert,Owens,U.S. representative,politics,United States House of Representatives,United States,1936,2007,semantic,3,Major,His middle name Major is the army rank during twelve terms from Brooklyn.,,birth_name,https://en.wikipedia.org/wiki/Major_Owens,,,Same person as Major Owens; listed under birth name.,verified
,Edward Major,Edward,Major,U.S. Army colonel,military,United States Army,United States,,,semantic,4,Major,"His surname matches his retired rank of colonel, one step above major.",,unknown,https://www.linkedin.com/in/edward-major-b5930836,,,LinkedIn as primary source; rank confirmed in profile.,probable
,Gouverneur Kemble,Gouverneur,Kemble,ironworks founder and diplomat,politics,United States,United States,1786,1875,translation,3,Gouverneur,His given name means governor in French though he was an industrialist and consul.,French: governor,birth_name,https://en.wikipedia.org/wiki/Gouverneur_Kemble,https://en.wiktionary.org/wiki/gouverneur,,Grandfather namesake of General G.K. Warren.,verified
,Publius Cornelius Lentulus Spinther,Publius,Spinther,Roman consul,politics,Roman Republic,Roman Republic,-100,-47,semantic,3,Spinther,Spinther was a stage-name cognomen from his resemblance to an actor called Spinther.,Latin: stage nickname,birth_name,https://en.wikipedia.org/wiki/Publius_Cornelius_Lentulus_Spinther,,,,verified
,Quintus Pedius Publicola,Quintus,Publicola,Roman consul,politics,Roman Republic,Roman Republic,,,translation,4,Publicola,"Publicola means friend of the people in Latin, fitting a republican officeholder.",Latin: friend of the people,birth_name,https://en.wikipedia.org/wiki/Quintus_Pedius_Publicola,https://en.wiktionary.org/wiki/publicola,,,verified
,Tim Scott,Tim,Scott,U.S. senator,politics,United States Senate,United States,1965,,semantic,2,Scott,Scott is a common Scottish surname without a clear link to his Senate service.,,birth_name,https://en.wikipedia.org/wiki/Tim_Scott,,,,borderline
,Rick Scott,Rick,Scott,U.S. senator and governor,politics,United States Senate,United States,1952,,semantic,2,Scott,Scott is a common surname without a clear link to governing Florida.,,birth_name,https://en.wikipedia.org/wiki/Rick_Scott,,,,borderline
,Elizabeth Warren,Elizabeth,Warren,U.S. senator,politics,United States Senate,United States,1949,,semantic,2,Warren,"Warren can mean a guarded enclosure, a weak echo for a consumer-protection senator.",English: warren (enclosure),birth_name,https://en.wikipedia.org/wiki/Elizabeth_Warren,https://www.etymonline.com/word/warren,,,borderline
,Margaret Hassan,Maggie,Hassan,U.S. senator and governor,politics,United States Senate,United States,1958,,semantic,2,Wood,Wood in her maiden name Margaret Wood is a weak nature link for a senator and governor.,,birth_name,https://en.wikipedia.org/wiki/Maggie_Hassan,,,Born Margaret Wood Hassan.,borderline
