id,full_name,first_name,last_name,occupation,field,organization,country,birth_year,death_year,aptronym_type,aptronym_score,name_element,connection,name_origin,name_status,person_source_url,name_source_url,discovery_source_url,notes,review_status
,Georg Simon Ohm,Georg,Ohm,physicist,science,,Germany,1789,1854,direct,5,Ohm,The ohm unit of electrical resistance is named directly for him.,,birth_name,https://en.wikipedia.org/wiki/Georg_Ohm,,,Formulated Ohm's law.,verified
,Glenn Seaborg,Glenn,Seaborg,chemist,science,University of California Berkeley,United States,1912,1999,semantic,3,Seaborg,Seaborg contains sea fitting a chemist after whom element seaborgium was named.,,birth_name,https://en.wikipedia.org/wiki/Glenn_T._Seaborg,,,Element seaborgium namesake.,verified
,Gordon Cheeseman,Gordon,Cheeseman,food chemist,science,National Institute for Research in Dairying,United Kingdom,,,semantic,5,Cheeseman,His surname names cheese fitting a dairy chemist who headed the RSC food chemistry group.,,birth_name,https://doi.org/10.1007/978-94-011-6740-6_11,,https://www.newscientist.com/article/mg14419546-200-feedback/,Author of Rennet and Cheesemaking chapter.,verified
,Graham Saxby,Graham,Saxby,optics author,science,,United Kingdom,,,semantic,3,Saxby,Saxby authored Practical Holography linking his name to holographic science.,,birth_name,https://www.newscientist.com/article/1833344-feedback-238/,,https://www.newscientist.com/article/1833344-feedback-238/,Contributed examples to New Scientist Feedback.,probable
,Gregory Price,Gregory,Price,economist,science,University of New Orleans,United States,,,semantic,5,Price,His surname is price fitting an economist studying racial earnings gaps and labor markets.,,birth_name,https://business.uno.edu/academics/economics-finance/faculty/gregory-n-price.html,,,Professor of economics.,verified
,Heinrich Hertz,Heinrich,Hertz,physicist,science,,Germany,1857,1894,direct,5,Hertz,The hertz unit of frequency is named directly for the discoverer of radio waves.,,birth_name,https://en.wikipedia.org/wiki/Heinrich_Hertz,,,SI unit namesake.,verified
,Hugh Fish,Hugh,Fish,water chemist,science,Thames Water Authority,United Kingdom,1923,1999,semantic,5,Fish,His surname names fish fitting a chemist who restored the Thames until salmon returned.,,birth_name,https://en.wikipedia.org/wiki/Hugh_Fish,,https://www.newscientist.com/article/mg14419546-200-feedback/,Chairman RSC water chemistry group early 1980s.,verified
,Hugo Winter,Hugo,Winter,climate commentator,science,,United Kingdom,,,semantic,4,Winter,Winter names the coldest season fitting a climate change commentator.,,unknown,https://www.newscientist.com/article/2017525-feedback-nominative-determinism-redux/,,https://www.newscientist.com/article/2017525-feedback-nominative-determinism-redux/,Paired with Robin Frost in New Scientist Feedback.,probable
,Iain Begg,Iain,Begg,economist,science,London School of Economics,United Kingdom,,,phonetic,3,Begg,Begg phonetically evokes economic begging and fiscal need fitting a political economist.,,birth_name,https://www.lse.ac.uk/people/iain-begg,,https://www.newscientist.com/article/mg14419546-200-feedback/,New Scientist listed Ian Begg at Cambridge; person is Iain Begg at LSE.,probable
,Ion Ion,Ion,Ion,electrochemist,science,,Romania,,,semantic,5,Ion,His surname is ion the charged particle central to his electroanalytical chemistry papers.,,birth_name,https://doi.org/10.1016/s0022-0728(97)80050-2,,https://en.wikipedia.org/wiki/Nominative_determinism,Author on ferrocene crown ethers in Journal of Electroanalytical Chemistry.,verified
,Isaac Newton,Isaac,Newton,physicist,science,,England,1643,1727,direct,5,Newton,The newton unit of force is named directly for the author of the laws of motion.,,birth_name,https://en.wikipedia.org/wiki/Isaac_Newton,,,SI unit namesake.,verified
,James Maynard,James,Maynard,mathematician,science,University of Oxford,United Kingdom,1987,,semantic,2,Maynard,Maynard is unrelated to prime numbers despite his work on prime gaps.,,birth_name,https://www.maths.ox.ac.uk/people/james.maynard,,,Fields Medal 2022; included as rejected weak case for documentation.,borderline
,James Watt,James,Watt,engineer,science,,Scotland,1736,1819,direct,5,Watt,The watt unit of power is named directly for the steam-engine improver.,,birth_name,https://en.wikipedia.org/wiki/James_Watt,,,SI unit namesake.,verified
,Jen Hunt,Jen,Hunt,psychologist,science,University of Manchester,United Kingdom,,,semantic,4,Hunt,She wrote The Psychology of Reference Hunting linking surname hunt to scholarly searching.,,unknown,https://en.wikipedia.org/wiki/Nominative_determinism,,https://en.wikipedia.org/wiki/Nominative_determinism,1994 Psychologist 7(10) p.480 origin citation for nominative determinism.,probable
,Jerry Forest Franklin,Jerry,Franklin,forest ecologist,science,University of Washington,United States,1936,,semantic,5,Forest,His middle name Forest and surname Franklin name forests fitting the father of new forestry.,,birth_name,https://en.wikipedia.org/wiki/Jerry_F._Franklin,,https://www.neatorama.com/2013/03/19/The-Name-Number-for-Geology-and-for-Other-Professions/,Full birth name Jerry Forest Franklin.,verified
,Joanna Story,Joanna,Story,historian,science,University of Leicester,United Kingdom,,,semantic,4,Story,Her surname is story fitting a professor of early medieval history.,,birth_name,https://le.ac.uk/people/joanna-story,,,Professor of early medieval history.,verified
,Jocelyn Bell Burnell,Jocelyn,Bell Burnell,astrophysicist,science,University of Oxford,United Kingdom,1943,,semantic,4,Bell,Bell names a ringing signal fitting the discoverer of pulsar radio pulses.,,birth_name,https://en.wikipedia.org/wiki/Jocelyn_Bell_Burnell,,,Discovered pulsars as a graduate student.,verified
,Jocelyn Rose,Jocelyn,Rose,plant biologist,science,Cornell University,United States,,,semantic,4,Rose,His surname names the rose fitting a plant biologist who studies cell walls and plant tissues.,,birth_name,https://cals.cornell.edu/people/jocelyn-kenneth-campbell-rose,,,Director of Cornell School of Integrative Plant Science.,verified
,Jodie Crane,Jodie,Crane,ornithologist,science,University College Cork,Ireland,,,semantic,5,Crane,Her surname names the crane a bird family within her ornithology research group.,,birth_name,https://www.ucc.ie/en/ornithology/people/drjodiecrane/,,,PhD on vocal communication in chestnut-crowned babblers.,verified
,John Buschman,John,Buschman,librarian,science,Seton Hall University,United States,,,phonetic,3,Buschman,Buschman sounds like bookman fitting a tenured professor-librarian and library dean.,,birth_name,https://orcid.org/0000-0003-0882-4373,,,Dean of University Libraries Seton Hall.,verified
,John Fish,John,Fish,marine biologist,science,Aberystwyth University,United Kingdom,,,semantic,5,Fish,His surname names fish fitting an emeritus professor of marine biology and seashore ecology.,,birth_name,https://www.aber.ac.uk/en/ibers/staff-profiles/listing/profile/jdf/,,https://www.newscientist.com/article/mg14419546-200-feedback/,Co-author A Student's Guide to the Seashore.,verified
,John Stone,John,Stone,geologist,science,University of Washington,United States,,,semantic,5,Stone,His surname names stone fitting a geologist who dates glacial deposits with cosmogenic nuclides.,,birth_name,https://intranet.ess.uw.edu/people/profile.php?pid=stone--john,,,Associate professor of quaternary geology.,verified
,John Wingfield,John,Wingfield,ornithologist,science,University of California Davis,United Kingdom,1945,,semantic,5,Wingfield,His surname names wings fitting a distinguished professor who studies bird physiology and endocrinology.,,birth_name,https://biology.ucdavis.edu/people/john-wingfield,,https://www.neatorama.com/2013/03/19/The-Name-Number-for-Geology-and-for-Other-Professions/,Distinguished Professor Emeritus of environmental endocrinology.,verified
,Joshua Price,Joshua,Price,economist,science,West Virginia University,United States,,,semantic,5,Price,His surname is price fitting an economist studying education and health economics.,,birth_name,https://business.wvu.edu/about/people/joshua-price,,,Associate professor of economics.,verified
,Kathleen Flood,Kathleen,Flood,hydraulic engineer,science,U.S. Army Engineer Research and Development Center,United States,,,semantic,5,Flood,Flood names inundation fitting an engineer who co-authored work on Mesopotamian waterways.,,birth_name,https://www.neatorama.com/2013/03/19/The-Name-Number-for-Geology-and-for-Other-Professions/,,https://www.neatorama.com/2013/03/19/The-Name-Number-for-Geology-and-for-Other-Professions/,Coauthor Historical Development of Engineered Waterways in Iraq.,probable
,Ken Drinkwater,Ken,Drinkwater,oceanographer,science,Bedford Institute of Oceanography,Canada,,,semantic,5,Drinkwater,Drinkwater names drinking water fitting a physical oceanographer studying marine ecosystems.,,birth_name,https://essas.arc.hokudai.ac.jp/essas_ssc/ken-drinkwater/,,https://www.neatorama.com/2013/03/19/The-Name-Number-for-Geology-and-for-Other-Professions/,Later at Institute of Marine Research Bergen.,verified
,Lawrence Casler,Lawrence,Casler,psychologist,science,SUNY Geneseo,United States,,,other,2,Casler,Casler compiled early nominative determinism examples without a personal name-occupation fit.,,birth_name,https://doi.org/10.2466/pr0.1975.36.2.467,,https://www.newscientist.com/article/1849552-feedback-507/,Author of Put the Blame on Name (1975).,verified
,Louis Pasteur,Louis,Pasteur,chemist,science,,France,1822,1895,phonetic,4,Pasteur,Pasteur resembles pasteurize the process he pioneered for food and wine.,,birth_name,https://en.wikipedia.org/wiki/Louis_Pasteur,,,Historical; name became a verb for sterilization.,verified
,Malcolm Bolton,Malcolm,Bolton,geotechnical engineer,science,University of Cambridge,United Kingdom,,,semantic,4,Bolton,Bolton contains bolt fitting an expert in reinforced earth and bolted geotechnical structures.,,birth_name,https://www-geo.eng.cam.ac.uk/directory/mdb8%40cam.ac.uk,,https://www.newscientist.com/article/mg14419546-200-feedback/,Professor emeritus of soil mechanics; reinforcement specialist.,verified
,Margaret Storey,Margaret,Storey,historian,science,DePaul University,United States,,,semantic,4,Storey,Storey resembles story fitting a historian who writes narrative history of the Civil War.,,birth_name,https://www.depaul.edu/faculty/margaret-storey,,,Professor of U.S. history.,verified
,Mark Price,Mark,Price,labor economist,science,Keystone Research Center,United States,,,semantic,5,Price,His surname is price the core variable in the labor economics he researches.,,birth_name,https://economics.utah.edu/news/Econ%20alum%20quoted%20in%20New%20York%20Times.php,,,PhD University of Utah; studies top incomes by geography.,verified
,Martha Hatch,Martha,Hatch,seabird biologist,science,Institute for Seabird Research and Conservation,United States,,,semantic,4,Hatch,Hatch denotes egg hatching fitting a seabird biologist who co-founded a Pacific monitoring program.,,birth_name,https://pacificseabirdgroup.org/achievement-awards/martha-and-scott-hatch/,,,Lifetime Achievement Award with Scott Hatch.,verified
,Mike Stone,Mike,Stone,geomorphologist,science,University of Waterloo,Canada,,,semantic,5,Stone,His surname names stone fitting research on sediment transport and land-use change.,,birth_name,https://uwaterloo.ca/geography-environmental-management/profiles/mike-stone,,,Professor of geography and environmental management.,verified
,Muriel Watt,Muriel,Watt,solar power researcher,science,,Australia,,,semantic,4,Watt,Watt is the SI unit of power fitting a leading Australian solar energy researcher.,,birth_name,https://wit.substack.com/p/the-wits-guide-to-nominative-determinism,,https://wit.substack.com/p/the-wits-guide-to-nominative-determinism,Cited in New Scientist nominative determinism column.,probable
,Patrick Burkhart,Patrick,Burkhart,geologist,science,Slippery Rock University,United States,,,semantic,4,Burkhart,Burkhart contains the German Berg meaning mountain fitting a field geologist.,German: mountain (Berg),birth_name,https://sru.libguides.com/rockvoices/patrick_burkhart,https://en.wiktionary.org/wiki/Berg,,Department of Geography Geology and Environment.,verified
,Peter Conder,Peter,Conder,ornithologist,science,Royal Society for the Protection of Birds,United Kingdom,1919,1993,phonetic,3,Conder,Conder resembles condor a large bird fitting his career as RSPB director.,,birth_name,https://en.wikipedia.org/wiki/Peter_Conder,,https://en.wikipedia.org/wiki/Nominative_determinism,Director of RSPB 1962-1975.,probable
,Peter Skidmore,Peter,Skidmore,entomologist,science,Doncaster Museum,United Kingdom,1936,2009,semantic,4,Skidmore,Skidmore evokes skid fitting his specialty in insects of the cow-dung community.,,birth_name,https://coleoptera.org.uk/node/24220,,https://en.wikipedia.org/wiki/Nominative_determinism,Author of Insects of the British Cow-Dung Community (1991).,verified
,Price Fishback,Price,Fishback,economic historian,science,University of Arizona,United States,1955,,semantic,5,Price,His given name Price denotes cost fitting an economist who studies wages and New Deal spending.,,birth_name,https://eller.arizona.edu/people/price-v-fishback,,,Regents Professor of Economics; NBER research associate.,verified
,R. A. Sparkes,R.,Sparkes,electronics textbook author,science,,United Kingdom,,,semantic,4,Sparkes,Sparkes evokes electrical sparks fitting an author of electronics textbooks.,,unknown,https://wit.substack.com/p/the-wits-guide-to-nominative-determinism,,https://wit.substack.com/p/the-wits-guide-to-nominative-determinism,Cited in New Scientist Feedback 1994.,probable
,Raymond Measures,Raymond,Measures,optical sensor researcher,science,University of Toronto,Canada,,,semantic,5,Measures,His surname is measures fitting a pioneer of fiber-optic structural measurement technology.,,birth_name,https://doi.org/10.1117/12.21986,,https://www.newscientist.com/article/1839781-feedback-357/,Dual nominative determinism with forename Ray noted in New Scientist.,verified
,Richard Lazarus,Richard,Lazarus,psychologist,science,University of California Berkeley,United States,1918,2002,semantic,3,Lazarus,Lazarus evokes resurrection fitting a psychologist who wrote on stress and coping with mortality.,,birth_name,https://senate.universityofcalifornia.edu/_files/inmemoriam/html/richardlazarus.html,,https://en.wikipedia.org/wiki/Nominative_determinism,New Scientist cited The Case Against Death title; that book may be a different Richard Lazarus.,borderline
,Robert Boyle,Robert,Boyle,natural philosopher,science,,Ireland,1627,1691,semantic,4,Boyle,Boyle's law embeds his surname directly in the gas law he formulated.,,birth_name,https://en.wikipedia.org/wiki/Robert_Boyle,,,Boyle's law of gases.,verified
,Robert Burns Woodward,Robert,Woodward,chemist,science,Harvard University,United States,1917,1979,semantic,3,Woodward,Woodward means toward the wood a weak link to organic synthesis pathways.,,birth_name,https://en.wikipedia.org/wiki/Robert_Burns_Woodward,,,Organic synthesis master; Nobel 1965.,borderline
,Robert Field,Robert,Field,physical chemist,science,Massachusetts Institute of Technology,United States,1944,,semantic,4,Field,Field names the electric and magnetic fields central to his laser spectroscopy research.,,birth_name,https://en.wikipedia.org/wiki/Robert_W._Field,,,Haslam and Dewey Professor of Chemistry emeritus.,verified
,Robert Forrest,Robert,Forrest,forestry journalist,science,,Canada,,,semantic,4,Forrest,Forrest names woodland fitting a Vancouver forestry-sciences journalist.,,birth_name,https://www.neatorama.com/2013/03/19/The-Name-Number-for-Geology-and-for-Other-Professions/,,https://www.neatorama.com/2013/03/19/The-Name-Number-for-Geology-and-for-Other-Professions/,Listed in Krajick Name Number paper.,probable
,Robin Frost,Robin,Frost,climate commentator,science,,United Kingdom,,,semantic,4,Frost,Frost denotes freezing fitting a researcher quoted on climate change.,,unknown,https://www.newscientist.com/article/2017525-feedback-nominative-determinism-redux/,,https://www.newscientist.com/article/2017525-feedback-nominative-determinism-redux/,Named in New Scientist Feedback with Hugo Winter.,probable
,Sarah Hall,Sarah,Hall,geomorphologist,science,College of the Atlantic,United States,,,semantic,3,Hall,Hall suggests a chamber of rock fitting a geomorphologist studying landscape erosion.,,birth_name,https://www.coa.edu/academics/faculty/,,,Professor of Earth sciences at COA.,borderline
,Saul Perlmutter,Saul,Perlmutter,astrophysicist,science,University of California Berkeley,United States,1959,,translation,3,Perlmutter,Perlmutter means pearl mother in German loosely evoking luminous supernovae he discovered.,German: pearl mother,birth_name,https://en.wikipedia.org/wiki/Saul_Perlmutter,https://en.wiktionary.org/wiki/Perlmutter,,Nobel laureate for accelerating universe discovery.,probable
,Scott Hatch,Scott,Hatch,seabird biologist,science,Institute for Seabird Research and Conservation,United States,,,semantic,4,Hatch,Hatch denotes the hatching of eggs fitting a marine biologist who studies North Pacific seabird breeding.,,birth_name,https://orcid.org/0000-0002-0064-8187,,https://www.neatorama.com/2013/03/19/The-Name-Number-for-Geology-and-for-Other-Professions/,USGS research wildlife biologist retired 2012.,verified
,Sean Cash,Sean,Cash,economist,science,Tufts University,United States,,,semantic,5,Cash,His surname is cash the medium of exchange studied by economists.,,birth_name,https://orcid.org/0000-0002-7561-3392,,,Bergstrom Professor of Global Nutrition; applied economist.,verified
,Seulgi Moon,Seulgi,Moon,geomorphologist,science,University of California Los Angeles,United States,,,semantic,4,Moon,Her surname names the Moon while she studies hillslope and tectonic geomorphology.,,birth_name,https://www.ess.ucla.edu/faculty/smoon/,,,Associate professor of Earth planetary and space sciences.,verified
,Sidney Ray,Sidney,Ray,optics authority,science,,United Kingdom,,,semantic,4,Ray,Ray names a line of light fitting a British authority on camera optics.,,birth_name,https://wit.substack.com/p/the-wits-guide-to-nominative-determinism,,https://wit.substack.com/p/the-wits-guide-to-nominative-determinism,Cited in New Scientist Feedback 1994.,probable
,Simon Grove,Simon,Grove,forest entomologist,science,Tasmanian Museum and Art Gallery,Australia,,,semantic,5,Grove,Grove names a small wood fitting an entomologist whose PhD was on tropical rainforest insects.,,birth_name,https://www.arts.tas.gov.au/tasliteraryawards/premiers_prize_for_non-fiction/seasons-in-the-south-simon-grove,,https://www.neatorama.com/2013/03/19/The-Name-Number-for-Geology-and-for-Other-Professions/,Senior Curator of Invertebrate Zoology.,verified
,Stella Law,Stella,Law,astronomer,science,International Astronomical Union,United Kingdom,,,wordplay,4,Law,Her forename Stella means star fitting an IAU member in interstellar matter.,Latin: star,birth_name,https://www.iau.org/Profile?ID=30089,https://en.wiktionary.org/wiki/stella,https://en.wikipedia.org/wiki/Nominative_determinism,IAU Division H member; née Harris.,verified
