id,full_name,first_name,last_name,occupation,field,organization,country,birth_year,death_year,aptronym_type,aptronym_score,name_element,connection,name_origin,name_status,person_source_url,name_source_url,discovery_source_url,notes,review_status
,Jad Oestrike,Jad,Oestrike,college baseball catcher,sports,Eastern Michigan University,United States,2003,,wordplay,4,Oestrike,"Oestrike embeds strike, the call behind the plate where he played catcher.",,birth_name,https://www.baseball-reference.com/register/player.fcgi?id=oestri000jad,,https://www.ncsasports.org/baseball-recruiting/texas/tomball/tomball-memorial-high-school/jad-oestrike,Also spelled Oestrike; primary position catcher at Tomball Memorial and Eastern Michigan.,verified
,George Block,George,Block,minor league catcher,sports,Denver Grizzlies,United States,1886,1949,semantic,4,Block,"Block names blocking the plate, the catcher's job he held in the Western League.",,birth_name,https://krispaulw.com/baseball/howard-dbase/playersearch.cgi?PID=P2553,,https://www.diamondsinthedusk.com/uploads/articles/580-Z9w3LKM-JORDAN_Gyp.pdf,Catcher for Denver and St. Paul 1910-1912; later a minor-league manager.,verified
,Chuck Long,Chuck,Long,NFL quarterback,sports,Detroit Lions,United States,1963,,wordplay,4,Long,"Long names the long passes a quarterback throws, his position in the NFL and at Iowa.",,birth_name,https://en.wikipedia.org/wiki/Chuck_Long,,,College Football Hall of Fame; first-round NFL pick in 1986.,verified
,Žydrūnas Ilgauskas,Žydrūnas,Ilgauskas,NBA center,sports,Cleveland Cavaliers,Lithuania,1975,,translation,4,Ilgauskas,"Ilgauskas comes from Lithuanian ilgas meaning long or tall, fitting a 7-foot-3 NBA center.",Lithuanian: long/tall,birth_name,https://en.wikipedia.org/wiki/%C5%BDydr%C5%ABnas_Ilgauskas,https://en.wiktionary.org/wiki/ilgas,,Two-time NBA All-Star; Cavaliers career blocks leader.,verified
,Marco Velo,Marco,Velo,professional road cyclist,sports,Quick-Step,Italy,1974,,translation,5,Velo,"Velo is French for bicycle, the machine he raced as a professional road cyclist.",French: bicycle,birth_name,https://en.wikipedia.org/wiki/Marco_Velo,https://en.wiktionary.org/wiki/v%C3%A9lo,,Three-time Italian national time-trial champion.,verified
,Steve Slowly,Steve,Slowly,sprinter,sports,Jamaica national athletics team,Jamaica,1979,,ironic,4,Slowly,"Slowly contradicts speed for a Jamaican sprinter who won world junior relay gold in 1998.",,birth_name,https://worldathletics.org/athletes/jamaica/steve-slowly-14202229,,https://en.wikipedia.org/wiki/1998_World_Junior_Championships_in_Athletics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay,200 m personal best 20.27 seconds.,verified
,Tennys Sandgren,Tennys,Sandgren,tennis player,sports,ATP Tour,United States,1991,,phonetic,4,Sandgren,"Sandgren's first name Tennys homophones tennis, the sport he plays on the ATP Tour.",,birth_name,https://en.wikipedia.org/wiki/Tennys_Sandgren,,,2019 Australian Open quarterfinalist.,verified
,Ken Rush,Ken,Rush,NASCAR driver,sports,NASCAR Cup Series,United States,1931,2011,semantic,4,Rush,"Rush names the speed stock-car drivers chase, his trade across 56 NASCAR Cup starts.",,birth_name,https://en.wikipedia.org/wiki/Ken_Rush,,https://www.racing-reference.info/driver/Ken_Rush/,1957 NASCAR Rookie of the Year; distinct from NFL tackle Anthony Rush.,verified
,Carlos Pace,Carlos,Pace,Formula One driver,sports,Brabham,Brazil,1944,1977,semantic,4,Pace,"Pace names speed, the quality a Formula One driver chases; he set five fastest laps in F1.",,birth_name,https://en.wikipedia.org/wiki/Carlos_Pace,,,1975 Brazilian Grand Prix winner; Interlagos circuit renamed for him.,verified
,Simon Gagné,Simon,Gagné,NHL winger,sports,Philadelphia Flyers,Canada,1980,,translation,4,Gagné,"Gagné is French for won, apt for an NHL winger who scored 291 goals and won the Stanley Cup.",French: won,birth_name,https://en.wikipedia.org/wiki/Simon_Gagn%C3%A9,https://en.wiktionary.org/wiki/gagner,,2012 Stanley Cup with Los Angeles Kings.,verified
,Éric Gagné,Éric,Gagné,MLB pitcher,sports,Los Angeles Dodgers,Canada,1976,,translation,4,Gagné,"Gagné is French for won, apt for a Cy Young-winning closer who recorded 187 saves.",French: won,birth_name,https://en.wikipedia.org/wiki/%C3%89ric_Gagn%C3%A9,https://en.wiktionary.org/wiki/gagner,,2003 NL Cy Young Award; 84 consecutive saves converted.,verified
,Gorō Ishiyama,Gorō,Ishiyama,sumo wrestler,sports,Japan Sumo Association,Japan,1945,,translation,4,Ishiyama,"Ishiyama means stone mountain in Japanese, fitting a sumo wrestler who reached yokozuna.",Japanese: stone mountain,birth_name,https://en.wikipedia.org/wiki/Mienoumi_Tsuyoshi,https://ja.wiktionary.org/wiki/%E3%81%84%E3%81%97%E3%82%84%E3%81%BE,,Fought as yokozuna Mienoumi Tsuyoshi; 57th yokozuna.,verified
,Yamamotoyama Ryūta,Yamamotoyama,Ryūta,sumo wrestler,sports,Japan Sumo Association,Japan,1984,,translation,4,yama,"Yama means mountain in his shikona, fitting one of the heaviest Japanese sumo wrestlers.",Japanese: mountain,professional_name,https://en.wikipedia.org/wiki/Yamamotoyama_Ry%C5%ABta,https://en.wiktionary.org/wiki/%E5%B1%B1,,Birth name Yamamoto Ryūichi; shikona adds yama (mountain).,verified
,Mollee Swift,Mollee,Swift,women's soccer goalkeeper,sports,Þróttur Reykjavík,United States,2001,,semantic,4,Swift,"Swift names speed, a goalkeeper trait she showed across 304 saves at LSU and in Iceland.",,birth_name,https://lsusports.net/news/2024/01/26/mollee-swift-signs-with-icelands-top-flight/,,,LSU all-time saves leader; professional deal with Iceland's Besta deild kvenna.,verified
,Rosalind Canter,Rosalind,Canter,eventing rider,sports,Great Britain equestrian team,England,1986,,semantic,5,Canter,"Canter names a horse gait, the rhythm eventing riders manage in her Olympic discipline.",English: horse gait,birth_name,https://en.wikipedia.org/wiki/Rosalind_Canter,,,2024 Paris Olympics team eventing gold; 2018 world champion.,verified
,Peter Short,Peter,Short,rugby lock forward,sports,Bath Rugby,England,1979,,ironic,4,Short,"Short contradicts his 6-foot-5 frame as a professional rugby lock forward.",,birth_name,https://en.wikipedia.org/wiki/Peter_Short_(rugby_union),,,100 Premiership caps for Bath; England Saxons cap.,verified
